prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C032B6B7-8C18-E111-AA5D-2B96A2DC44AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521503,UPTD SPF SD Negeri Jampit 1 Kec. Ijen,20521503,Dusun Krepekan,JAMPIT,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-04-1980,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2018-11-29 10,B,0,1. -,2. Lainnya (Kabel),PLN,,,sdnjampit1@gmail.com,http,-8.031500000000,114.125800000000,5,30,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,0,3,1,0,1,3,1,1,0,2,3,0,4,1,1,1,1,0,1,1,0,2,3,1,1,1,1,1,1,0,6,0,0,0,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2047B6B7-8C18-E111-BFF3-F948CCA10BF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521501,UPTD SPF SD Negeri Jampit 2 Kec. Ijen,20521501,Dsn Jampit,JAMPIT,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-04-1980,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2019-09-09 10,B,0,1. -,2. Lainnya (Satelit),PLN,,,sdnjampit2@gmail.com,,-7.991400000000,114.046500000000,5,38,30,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,5,0,0,0,1,2,0,2,3,0,2,0,2,3,0,2,3,0,1,1,2,0,1,0,3,2,1,1,1,1,1,1,0,0,5,0,0,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E064B6B7-8C18-E111-9099-E9333C9A7E45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522323,UPTD SPF SD Negeri Kalianyar 1 Kec. Ijen,20522323,Blawan,KALIANYAR,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,15-01-1973,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2018-12-03 10,B,0,1. Telkomsel Flash,2. XL (GSM),Lainnya,,,kalianyarsdn@gmail.com,,-7.987800000000,114.172800000000,8,57,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",6,0,1,3,2,3,0,3,7,0,1,0,2,6,0,4,4,4,2,0,1,0,0,1,2,6,1,1,1,1,1,1,4,0,2,0,1,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E079B6B7-8C18-E111-9178-AFE46C2044A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522320,UPTD SPF SD Negeri Kalianyar 2 Kec. Ijen,20522320,Kalianyar,KALIANYAR,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,28-05-1980,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2018-11-26 14,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,123456,,sdn2_kalianyar@yahoo.co.id,,-7.993200000000,113.824000000000,7,78,60,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,8,0,1,3,3,3,0,1,6,1,0,0,1,6,0,5,2,2,2,2,0,0,1,0,2,5,1,1,1,1,1,1,5,0,3,0,1,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A096B6B7-8C18-E111-ADB3-E19D2A83EC07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522331,UPTD SPF SD Negeri Kalianyar 3 Kec. Ijen,20522331,Curah Macan,KALIANYAR,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,05/04/1980,04-05-1980,Perbub nomor 34 Tahun 2018,17-07-2013,Lihat SK Operasional,2019-09-16 08,B,"1,184",1. Lainnya,2. Telkomsel Flash,PLN,0,,sdnkalianyar3ijen@gmail.com,http,-8.048200000000,114.172600000000,5,16,13,5,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,900,6,1,1,2,2,2,0,1,3,1,1,0,3,2,0,3,2,0,0,2,1,1,1,0,2,3,1,0,1,1,1,1,0,0,6,0,0,0,1,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40ABB6B7-8C18-E111-ADAF-2BDF76473554,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522321,UPTD SPF SD Negeri Kaligedang Kec. Ijen,20522321,Dusun Kaligedang,KALIGEDANG,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,10-02-1980,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2018-11-26 14,B,0,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,081336372320,,SdnKaligedang@yahoo.com,,-7.997100000000,114.053500000000,8,83,80,9,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",9,0,0,1,5,2,0,1,3,2,3,0,4,4,1,6,1,0,1,0,4,1,0,2,3,5,2,2,2,1,1,1,9,0,0,0,0,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C007B7B7-8C18-E111-A0E1-81815ECCA8F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521580,UPTD SPF SD Negeri Kalisat Kec. Ijen,20521580,Dusun Pedati,KALISAT,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,6-10-2003,06-10-2003,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2019-03-05 07,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnkalisat@gmail.com,,-7.975900000000,114.154700000000,5,25,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,3,1,0,1,2,1,2,0,3,2,0,4,1,1,0,2,2,0,0,0,4,1,1,1,1,1,1,1,0,3,0,0,0,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8009B6B7-8C18-E111-BC01-47F96665C7CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521505,UPTD SPF SD Negeri Sempol 1 Kec. Ijen,20521505,Jl Wisata kawah Ijen,SEMPOL,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,03-09-1953,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2019-03-02 00,B,0,1. -,2. Telkomsel Flash,PLN,,,sdn.sempol001@gmail.com,,-8.007600000000,114.146100000000,9,128,100,8,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",9,0,1,2,3,2,0,4,6,0,2,1,3,6,0,9,0,0,4,2,1,0,1,1,2,7,1,1,2,1,2,1,4,3,2,0,0,0,1,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/201EB6B7-8C18-E111-AD34-C17AA372C61C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20521594,UPTD SPF SD Negeri Sempol 2 Kec. Ijen,20521594,Dusun Kampung Malang,SEMPOL,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,04-05-1985,Perbup No. 34 Tahun 2018,16-04-2018,Lihat SK Operasional,2018-11-26 14,A,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnsempol02ijen@gmail.com,http,-7.800000000000,114.007100000000,3,23,20,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,3,0,1,0,2,1,0,0,1,1,1,0,1,2,0,3,0,0,0,1,1,1,0,0,2,1,1,1,1,1,1,1,0,0,3,0,1,0,0,0,,,
Jawa Timur,Kab. Bondowoso,Ijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0B4B1B7-8C18-E111-875C-03799E83C1D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522330,UPTD SPF SD Negeri Sumberejo Kec. Ijen,20522330,Dusun Kampung Lima,SUMBER REJO,KEC. IJEN,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-08-1980,Perbup No. 34 Tahun 2018,16-04-2018,Silakan Upload SK (link file tidak valid) => [480801-842756--],2021-07-31 18,B,0,1. -,2. Telkomsel Flash,PLN,,,sumberrejo433@gmail.com,,-7.967600000000,114.020200000000,5,58,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",7,0,1,2,1,3,0,1,4,0,1,0,2,3,0,2,3,1,2,1,0,1,0,0,3,2,1,1,1,1,1,1,0,4,3,0,0,0,1,0,,,
