prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/992A69C7-D284-465F-AC57-2C4E27E3CA52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972765,SD NEGERI 001 BATU RAJANG,69972765,"Jalan Pendidikan RT 03, Batu Rajang",BATU RAJANG,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,629 Tahun 2017,26-10-2017,421.2/086/Disdik-Kab/Sekrt/2018,13-02-2018,Lihat SK Operasional,2018-03-27 15,C,"10,000",1. -,2. -,Diesel,,,,,2.191455200000,117.076529200000,7,15,5,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,0,1,2,0,4,6,1,0,0,1,6,0,7,0,1,1,1,2,1,1,0,5,2,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/707B297E-30F5-E011-850B-6102A0F1EE7C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404342,SD NEGERI 001 BUKIT MAKMUR,30404342,Jalan Cendana Bukit Makmur,BUKIT MAKMUR,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,527-2017,01-01-1998,527/2017,01-01-1998,Lihat SK Operasional,2022-09-15 09,B,"10,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn009.segah@gmail.com,,2.087972200000,117.198472200000,11,93,84,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",8,0,0,2,8,0,0,3,7,0,4,0,6,5,0,9,2,2,0,1,1,3,2,2,4,7,2,2,1,1,1,1,8,0,0,0,0,0,0,1,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E060297E-30F5-E011-800A-DD4773611D75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404492,SD NEGERI 001 GUNUNG SARI,30404492,Jalan Utama RT 3 Gunung Sari,GUNUNG SARI,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1980,0,01-01-1910,Lihat SK Operasional,2018-01-17 09,A,"4,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,2.036527800000,117.085458300000,40,427,405,33,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",31,0,1,0,7,2,0,31,33,4,3,0,3,37,0,26,14,7,12,9,0,6,4,2,18,22,5,6,5,5,6,6,10,4,17,2,1,0,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B04C907E-30F5-E011-A06E-791AEC2C9A22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404339,SD NEGERI 001 HARAPAN JAYA,30404339,Jalan Manggis Kampung Harapan Jaya,HARAPAN JAYA,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1997,04-10-1997,567 Tahun 2017,29-09-2017,Lihat SK Operasional,2022-08-26 09,B,"13,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn008segah@gmail.com,,2.146922200000,117.113427800000,14,178,164,12,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",7,0,1,0,3,3,0,8,11,1,2,0,4,10,0,11,3,5,4,2,1,0,2,0,2,12,2,2,2,2,2,2,0,3,4,0,0,0,1,1,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B053297E-30F5-E011-9D5C-4751B2C87D45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404484,SD NEGERI 001 LONG AYAN,30404484,Kampung Long Ayan RT 2,LONG AYAN,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,41 Tahun 2009,11-02-2009,0,01-01-1910,Lihat SK Operasional,2018-01-17 09,C,"20,000",1. -,2. -,Diesel,,,sd.negeri002segah@gmail.com,,2.274397200000,116.959050000000,10,106,114,8,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",6,0,1,1,7,0,0,3,5,4,1,0,1,9,1,4,5,2,2,2,0,1,2,1,7,3,2,2,1,1,1,1,6,0,0,0,1,0,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006E297E-30F5-E011-80EF-3B399C33688B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404329,SD NEGERI 001 LONG AYAP,30404329,Jalan semen Kampung Long Ayap,LONG AYAP,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-06-1994,0,01-01-1910,Lihat SK Operasional,2018-01-17 09,B,"10,000",1. -,2. Telkomsel Flash,Tenaga Surya,,,sgh.sdn006@yahoo.com,,2.303494400000,116.842711100000,10,17,25,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,0,0,1,5,1,0,4,6,3,1,0,2,8,0,5,5,1,3,0,5,0,1,0,5,5,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8046297E-30F5-E011-83A9-CDB3BAF5BD27,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404480,SD NEGERI 001 LONG LAAI,30404480,"Kampung Long Laai, Segah",LONG LAAY,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,567 Tahun 2017,01-01-1972,567 Tahun 2017,29-09-2017,Lihat SK Operasional,2018-11-22 16,C,"3,600",1. -,2. -,Diesel,0,0,sdn001segah@disdikberau.net,,2.230300000000,116.759200000000,9,39,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,0,0,2,3,0,0,6,9,0,0,0,1,8,0,4,5,4,1,0,1,1,2,0,3,6,1,1,1,1,1,1,6,0,0,0,0,0,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80152F7E-30F5-E011-8F45-DFE6FD7A454D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404516,SD NEGERI 001 PANDAN SARI,30404516,Jalan Ir. Soekarno Pandan Sari,PANDAN SARI,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,08/07/1999,08-07-1999,0,08-07-1999,Lihat SK Operasional,2018-01-17 13,B,"42,315",1. -,2. Telkomsel Flash,PLN,,,Sdn010_segah@gmail.com,,2.078444400000,117.233450000000,12,66,54,9,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,200",11,0,1,2,7,1,0,4,7,0,5,0,7,5,0,6,6,2,1,1,1,2,2,3,2,10,2,2,2,1,1,1,10,1,0,0,1,0,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50CC027E-30F5-E011-88EE-DD383AC4786E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404334,SD NEGERI 001 PUNAN MAHKAM,30404334,Kampung Punan Mahkam,PUNAN MAHKAM,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-05-1993,0,01-01-1910,Lihat SK Operasional,2018-01-17 09,B,"1,500",1. -,2. -,Diesel,,,sdn001pm@gmail.com,,2.198900000000,116.699400000000,11,22,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,500",6,0,1,2,5,1,0,5,8,3,0,0,1,10,0,5,6,1,1,1,5,1,1,1,6,5,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
Kalimantan Timur,Kab. Berau,Segah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F038917E-30F5-E011-AB8C-5FDE4BDD4E77,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404509,SD NEGERI 001 PUNAN MALINAU,30404509,Kampung Punan Malinau,PUNAN MALINAU,KEC. SEGAH,KAB. BERAU,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0,01-01-1910,0,01-01-1910,Lihat SK Operasional,2018-01-17 09,C,"1,760",1. -,2. Telkomsel Flash,Diesel,,,sdn001punanmalinau@gmail.com,http,2.262961100000,117.033544400000,8,29,25,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,6,0,0,2,2,5,1,0,2,6,0,2,6,1,0,1,0,1,2,3,5,3,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
