prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07BA5717-2FF8-44B1-AB91-10A59932AFF3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033903,MI Sayyidul Quro,70033903,Dusun Ranggi RT/RW. 02/14,GARAHAN,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,,,730 TAHUN 2022,13-06-2022,Silakan Upload SK (link file tidak valid) => [238852-229669-https,2022-10-01 00,,0,,2.,,,,,,.000000000000,.000000000000,0,10,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79A95B9D-0D97-4F8C-BCEE-A843AB961423,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715707,MIN 4 Jember,60715707,JL. K. ARIFIN NO.72 PASAR ALAS,GARAHAN,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,Nomor 107 Tahun 1997,17-03-1997,Kd.13.09/4/PP.07/1798/2010,01-07-2010,Lihat SK Operasional,2017-11-10 13,B,0,,2.,,,,,,-8.225300000000,113.908400000000,0,219,192,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6EC99C4-363C-4751-A7A2-22402A169695,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715708,MIN 5 Jember,60715708,JL.OLAH RAGA NO.20 SEMPOLAN,SEMPOLAN,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,Kd.13.09/4/PP.07/1799/2010,01-07-2010,Kd.13.09/4/MI/4/2010,01-07-2010,Lihat SK Operasional,2017-11-10 13,A,0,,2.,,,,,,-8.185000000000,113.869000000000,0,214,206,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD6B4C3E-C1EF-40E6-B176-F14A31AE66D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715709,MIS AL - AMIN,60715709,JL. BANYUWANGI GARAHAN JATI,GARAHAN,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,3602 Tahun 2016,15-07-2016,3602 Tahun 2016,15-07-2016,Lihat SK Operasional,2021-08-26 12,B,0,,2.,,,,,,-8.191200000000,113.886900000000,0,61,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A41203CE-9D55-4802-8BB7-BEFC148944A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715710,MIS AL - FAGIRI,60715710,Dusun Krajan,PACE,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/MI/247/2010,01-07-2010,MIS/09.0247/2016,15-07-2016,Lihat SK Operasional,2020-02-26 11,B,0,,2.,,,,,,-8.268700000000,113.835900000000,0,41,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A496455E-EB2C-410E-A4B7-1ED9436F8DB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715724,MIS AL - ISHLAH,60715724,HARJOMULYO,HARJOMULYO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/PP.07/2058/2010,01-07-2010,Kd.13.09/4/MI/263/2010,01-07-2010,Lihat SK Operasional,2016-01-04 12,B,0,,2.,,,,,,-8.370002000000,113.830181000000,0,38,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FBAC106-C2C3-4FCF-A352-F1D969AC9E35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819595,MIS BABUS SALAM,69819595,Dsn. Sumber Pakem Desa Silo,SILO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,,Kd.13.09/4/PP.07/1264/2013,10-04-2013,MI/399/2013,10-04-2013,Lihat SK Operasional,2016-01-13 07,B,0,,2.,,,,,,-8.206596000000,113.906489000000,0,32,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0053D82A-CD7E-4A0E-A3F6-53E98A9FA5C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715711,MIS BUSTANUL ULUM,60715711,JL.PDP.SUMBER WADUNG KARANG HARJO,KARANGHARJO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,kd.13.09/4/MI/248/2010,01-07-2010,kd.13.09/4//PP.07/2043/2010,01-07-2010,Lihat SK Operasional,2016-01-12 06,A,0,,2.,,,,,,-8.307568000000,113.845211000000,0,66,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7ADD7E2B-B1EB-4319-9472-408FAAE4755C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715712,MIS BUSTANUL ULUM,60715712,JL. PTPN XII SILO SANEN MULYOREJO,MULYOREJO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/MI/249/2010,01-07-2010,Kd.13.09/4/PP.07/2044/2010,01-07-2010,Lihat SK Operasional,2015-12-17 07,A,0,,2.,,,,,,-8.315276000000,113.836347000000,0,84,100,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F490A590-C88A-49DD-A70E-D6F198DA2AD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726987,MIS HIDAYATUL MUNAWWAROH,60726987,DUSUN KEBUN LANGSEP RT 02 RW 06,SILO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/PP.07/2045/2010,01-07-2010,Kd.13.09/4/MI/250/2010,01-07-2010,Lihat SK Operasional,2015-12-29 11,B,0,,2.,,,,,,-8.215100000000,113.866200000000,0,36,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7EA7BCFA-71F2-4548-968E-AF133430ABCF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715713,MIS MAMBAUL ULUM,60715713,Dusun Darungan,KARANGHARJO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/MI/251/2010,01-07-2010,-Kd.13.09/4/PP.07/2046/2010,01-07-2010,Lihat SK Operasional,2015-12-29 11,B,0,,2.,,,,,,-8.235600000000,113.824300000000,0,50,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E1D6406-3715-4943-B960-D63B5AFA25E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715714,MIS MAMBAUL ULUM III,60715714,"DUSUN BABAN TENGAH RT,002 RW,018",MULYOREJO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.15.32/2/PP.00/1251/2016,01-07-2010,Kd.15.32/2/PP.00/1251/2016,01-07-2010,Lihat SK Operasional,2020-02-29 10,B,0,,2.,,,,,,-8.220200000000,113.878600000000,0,30,19,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D3E585F-51DF-4733-8893-F2B59534EE92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715715,MIS MIFTAHUL ULUM,60715715,Jl. Al-Mubarokah No.04 Baban Barat,MULYOREJO,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,MIS/09.0253/2016,16-07-2016,Kd.15.32/2/PP.00/1252/2016,17-02-2016,Lihat SK Operasional,2021-08-27 11,B,0,,2.,,,,,,-8.318500000000,113.821400000000,0,47,52,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Jember,Silo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/756524FA-DD57-4375-9F8F-3A457C793773,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60715716,MIS MISBAHUL FALAH,60715716,JL.PP.MISBAHUL FALAH DESA PACE,PACE,KEC. SILO,KAB. JEMBER,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.09/4/MI/254/2010,01-07-2010,Kd.13.09/4/PP.07/2049/2010,01-07-2010,Lihat SK Operasional,2016-01-07 06,B,0,,2.,,,,,,-8.365896000000,113.788043000000,0,56,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
