prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5C41039-BC91-4C69-9B0F-6A4A9FC35813,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993416,MI DARUL AKRAM,69993416,ALLA-ALLA,BORONG LAMU,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,Lainnya,,528 TAHUN 2019,21-05-2019,528 TAHUN 2019,21-05-2019,Lihat SK Operasional,2022-08-31 08,,0 m2,1.,2.,,,,,,-5.649800000000,119.829800000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/221A7B95-0BAC-4F80-8178-7FFB8BF8C979,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727105,MIS DDI BARUGAYA,60727105,BARUGAYA,KAMPALA,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,,,188c.Tahun 2009,24-09-2009,188c Tahun 2009,24-09-2009,Lihat SK Operasional,2020-01-14 08,C,600 m2,1.,2.,,,,,,-5.662900000000,119.792200000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EAEA80F-AFAF-4BD6-8333-1EF5CD7479E8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014151,MTs NURUL MUTTAQIN,70014151,Ta'baka Parambu,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,668 TAHUN 2021,30-06-2021,Silakan Upload SK (link file tidak valid) => [176961-853859-https,2021-10-26 13,,4.000 m2,1.,2.,,,,,,.000000000000,.000000000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/415D54E7-C118-4077-8324-D319C395307F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727666,MTSS AL-FALAH,60727666,JL. PENDIDIKAN NO. 1 TAMANROYA ARUNGKEKE,ARUNGKEKE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,4/XXI/TSN/79,01-11-1979,161 Tahun 2010,09-07-2010,Silakan Upload SK,,A,12.206 m2,1.,2.,,,,,,-5.664600000000,119.830100000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD150462-2D95-44F9-897E-348C5F75506B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40319913,MTSS MANNILINGI,40319913,JL. M. DG. JALLING,BULO-BULO,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,451.44/Kesra/VI/94,15-06-1994,451.44/Kesra/VI/94,15-06-1994,Lihat SK Operasional,2019-08-27 13,A,15.853 m2,1.,2.,,,,,,-5.690500000000,119.795900000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5BAD7B3-2940-4EA7-9F65-034DA4577FA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70024643,SMP IT KARSUT JENEPONTO,70024643,Dusun Monroloe,KAMPALA,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/YPKS/I/2021,02-01-2021,420/1327/DISDIKBUD-JP,22-09-2021,Lihat SK Operasional,2022-01-20 15,,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/906C1DC4-0D26-E111-8B6E-EF539868490C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302015,UPT SD NEGERI 1 ARUNGKEKE,40302015,Tamanroya,ARUNGKEKE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,20.04.09.02.4.0006,31-12-1917,25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-24 18,B,2.064 m2,1. -,2. Telkomsel Flash,PLN,,,sdn07lassanglassang@gmail.com,,-5.664300000000,119.829100000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10DD1DC4-0D26-E111-BB36-B71D38373511,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40301836,UPT SD NEGERI 10 ARUNGKEKE,40301836,Petang,ARUNGKEKE,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1910,25 Tahun 2021,03-06-2021,Lihat SK Operasional,2021-08-19 16,B,2.925 m2,1. Telkomsel Flash,2. Indosat IM3,PLN,,,sd166petang@gmail.com,,-5.663400000000,119.845800000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00CF1EC4-0D26-E111-B80E-3BA1AAECCB6F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302039,UPT SD NEGERI 11 ARUNGKEKE,40302039,Bontoloe,PALAJAU,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,3 JUNI 2021,29-07-1981,25 TAHUN 2021,01-01-1910,Lihat SK Operasional,2021-08-22 11,B,2.578 m2,1. -,2. Telkomsel Flash,PLN,082346458044,,,,-5.670300000000,119.806100000000
Sulawesi Selatan,Kab. Jeneponto,Arungkeke,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/303B3FBC-0D26-E111-9544-47DF65E3AEA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40302038,UPT SD NEGERI 12 ARUNGKEKE,40302038,Buntulu,KAMPALA,KEC. ARUNGKEKE,KAB. JENEPONTO,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1981,25 TAHUN 2021,03-06-2021,Lihat SK Operasional,2021-08-20 03,B,1.215 m2,1. XL (GSM),2. XL (GSM),PLN,,,sdi197sepeka@yahoo.com,,-5.694000000000,119.785600000000
