prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/709E24EA-FCFA-E111-9829-D524BC556D71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207876,SD NEGERI 071043 Tetehosi,10207876,Jln. Gelora No. 1,TETEHOSI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,301",1. -,2. Telkomsel Flash,PLN,,,sd071043@gmail.com,,1.025400000000,97.773900000000,14,184,152,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,12,0,1,3,5,1,1,7,10,0,2,2,5,9,0,12,2,6,2,2,1,1,0,2,4,10,2,2,2,2,2,2,0,12,0,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C04224EA-FCFA-E111-AA2C-A7C0EB6265D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207874,SD NEGERI 071045 Sisobahili,10207874,Sisobahili,SISOBAHILI IRAONOHURA,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"3,200",1. -,2. -,PLN,,,bndruru97@gmail.com,,1.039500000000,97.793600000000,6,36,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,6,2,1,0,3,4,0,1,1,3,3,0,5,1,2,1,1,0,1,0,1,1,5,1,1,1,1,1,1,0,0,6,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E082FADC-2EF5-E011-BF84-4B8BD6C6B909,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207872,SD NEGERI 071048 TETEGEONAAI,10207872,Desa Tetegeonaai,TETEGEO NAAI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdntetegeonaai@gmail.com,,1.056300000000,97.811100000000,13,157,121,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,1,18,0,1,1,5,3,0,5,9,1,2,1,3,10,0,2,11,2,0,6,1,1,1,2,7,6,2,2,1,2,2,2,0,13,5,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C3E9D8-2EF5-E011-9480-B505333C0D3B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207871,SD NEGERI 071052 MONDRALI,10207871,Mondrali,MONDRALI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/21/K/1910,01-01-1910,420/4904.A.POP/203,03-12-2013,Lihat SK Operasional,2020-06-02 15,C,"2,560",1. -,2. -,PLN,,,sdn071052.mondrali@yahoo.co.id,,1.048100000000,97.800100000000,9,42,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,6,0,1,2,4,1,0,4,7,2,0,0,2,7,2,2,5,2,1,5,1,0,0,0,4,5,1,1,1,1,1,1,0,6,0,0,0,0,1,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00D2E9D8-2EF5-E011-864F-594AA754F4B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207870,SD NEGERI 071054 BIOUTI,10207870,Jl. Arah Bozihona,BIOUTI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/022-POP/1981,24-09-1981,422/023-POP/1982,01-01-1910,Silakan Upload SK (link file tidak valid) => [611389-380020--],2022-03-31 09,B,"3,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn54bit.idg@gmail.com,,1.104000000000,97.801400000000,10,93,106,8,SD 2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",9,0,1,0,3,1,0,6,8,1,1,0,3,7,1,6,3,0,3,1,4,1,1,0,5,5,1,1,1,1,2,2,0,0,9,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0FBE9D8-2EF5-E011-8345-67B882D1A00B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207868,SD NEGERI 071056 TETEHOSI,10207868,Tetehosi,TETEHOSI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,700",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn071056@gmail.com,,1.028400000000,97.773900000000,15,127,106,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,16,0,3,4,4,0,0,11,11,1,3,0,4,11,0,11,4,3,0,6,1,3,2,0,5,10,2,2,2,2,2,1,12,0,4,2,2,0,1,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207F24EA-FCFA-E111-BDE1-075FE418F9AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207732,SD NEGERI 074057 Maliwaa,10207732,"Jln Arah Bozihona Km 3,8",ORAHILI ZUZUNDRAO,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,500530-179-3-1991,28-03-1991,,01-01-1910,Silakan Upload SK (link file tidak valid) => [794399-720864--],2023-03-08 21,B,"4,664",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sdn074057mal@gmail.com,,1.054600000000,97.792600000000,15,162,143,12,SD 2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,900,20,0,2,4,6,2,0,7,12,1,1,1,4,11,1,8,6,3,2,4,0,2,2,2,2,13,2,2,2,2,2,2,9,1,10,4,1,0,1,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/200AEAD8-2EF5-E011-BAC0-15DAE3B614C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207718,SD NEGERI 074058 SAIWAHILI-HILIADULO,10207718,Jln. Arah Teluk Dalam,SAIWAHILI,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,102/7/1975,02-07-1975,128/3/1991,28-03-1991,Silakan Upload SK,,C,"1,400",1. -,2. Telkomsel Flash,PLN,,,sdsaiwahili2020@yahoo.com,,1.038300000000,97.764700000000,11,65,59,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,350,14,0,1,2,4,4,0,3,8,0,3,0,3,8,0,8,3,0,2,4,4,0,0,1,3,8,1,1,1,2,1,1,13,1,0,2,1,0,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8018EAD8-2EF5-E011-B08D-C16E786BBDC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207717,SD NEGERI 074060 BOZIHONA,10207717,Jl. Arah Pantai Bozihona Km. 11,BOZIHONA,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [806112-296563--],2023-03-24 08,B,"3,650",1. -,2. Telkomsel Flash,PLN,,,sdnbozihona@gmail.com,,1.093300000000,97.831800000000,15,124,113,10,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,12,0,0,2,5,1,0,9,12,1,2,0,4,11,1,10,4,4,2,3,1,1,3,1,6,9,1,2,2,2,1,2,5,4,3,3,0,0,0,1,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5027EAD8-2EF5-E011-889B-EB1B1273693C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258312,SD NEGERI 074061 LAIRA,10258312,Laira,LAIRA,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"27,000",1. -,2. -,PLN,,,lairasdn@gmail.com,,1.129200000000,97.816600000000,6,56,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,3,0,0,3,4,1,1,0,4,2,0,4,2,1,2,1,1,1,0,0,2,4,1,1,1,1,1,1,0,4,2,0,0,1,0,0,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C02424EA-FCFA-E111-A9F0-B75EFD8E04AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207712,SD NEGERI 075036 Tuhewaebu,10207712,Tuhewaebu,TUHEWAEBU,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,434/434-POP/2011,01-07-1977,,01-01-1910,Silakan Upload SK (link file tidak valid) => [489581-709487--],2021-08-12 08,B,3.000 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdntuhewaebu36@gmail.com,,97.735300000000,97.789800000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E035EAD8-2EF5-E011-979E-1D514FD20DC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207710,SD NEGERI 075038 HILINAA,10207710,HILINAA,HILINAA TAFUO,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,642.2/45-II/1987,01-07-1978,500530-179-3/91,28-03-1991,Silakan Upload SK,,B,"6,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn_hiltaf@yahoo.com,,1.029400000000,97.811100000000,8,90,69,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,4,0,0,0,4,0,0,4,4,2,2,0,3,5,0,6,2,2,1,1,1,0,2,1,4,4,1,1,1,1,2,1,0,4,0,3,0,0,0,1,,,
Sumatera Utara,Kab. Nias,Idanogawo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2047EAD8-2EF5-E011-9312-6B56F2DB77B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10207709,SD NEGERI 075040 AWONI LAUSO,10207709,Jl. Mondrali,AWONI LAUSO,KEC. IDANOGAWO,KAB. NIAS,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"4,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sdawonilauso@gmail.com,,1.010100000000,97.826100000000,8,61,73,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",5,0,1,0,4,0,0,4,4,1,3,0,1,7,0,4,4,1,0,2,3,0,2,0,3,5,1,1,1,1,1,1,0,5,0,4,0,1,0,0,,,
