prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC3C1828-A84F-4FC9-B941-DAE414168AA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723889,MIS GUPPI CENDANA,60723889,TONTONAN,TANETE,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,,,AHU-6919.AH.01.04. TAHUN 2013,24-10-2013,23 TAHUN 2017,20-10-2017,Lihat SK Operasional,2022-10-13 09,B,0,,2.,,,,,,-3.420600000000,119.804800000000,0,57,50,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/78D8DD8B-18B0-48E6-9B92-2CD6DD4F4BA0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320197,MTSS GUPPI SINGKI,40320197,JL. ORDE BARU NO. 77,LAKAWAN,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,No. 18 Tahun 2015,29-01-2015,No. 82 Tahun 2016,19-09-2016,Lihat SK Operasional,2022-06-20 00,B,0,,2.,,,,,,-3.378361000000,119.780063000000,0,37,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E1BE18B-87FE-4736-AAA3-7F95A6216DEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320198,MTSS SA NURUL HUDA TONTONAN,40320198,TONTONAN,TANETE,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-3.400651000000,119.758994000000,0,12,7,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05288552-1396-46B3-81C3-2360AAD9186E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038439,SD ISLAM TERPADU WAHDAH ISLAMIYAH SOSSOK,70038439,Sossok Kelurahan Mataran,MATARAN,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,D.98/QR/YPWIE/X/1440/VII/2019,01-07-2019,04/DPMPTSP/IPLP/II/2023,10-02-2023,Lihat SK Operasional,2023-04-05 12,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60C283C3-0D26-E111-AACC-CD64644A17EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40305971,SD NEGERI 104 TONTONAN,40305971,Saruran,SARURAN,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,204/530.1/53-21/02,31-12-1973,204/530.1/53-21/02,26-10-2002,Silakan Upload SK,,B,"3,362",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdntontonan@gmail.com,,-3.416100000000,119.813000000000,12,42,30,6,Sehari Penuh/5 hari,,2022/2023-2,900,12,0,2,2,7,0,0,5,5,0,6,1,9,3,0,10,2,1,0,1,5,1,3,1,2,10,6,0,6,0,1,0,1,0,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20ED83C3-0D26-E111-A4CF-0771FF6A7F50,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313143,SD NEGERI 110 LURA,40313143,Lura,MANDATTE,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1975,,01-01-1910,Silakan Upload SK,,B,"2,199",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegeri110lura@gmail.com,,-3.457700000000,119.789400000000,9,55,42,6,Sehari Penuh/5 hari,,2022/2023-2,450,7,0,1,0,5,2,0,2,4,1,1,3,5,4,0,8,1,2,0,1,3,0,1,2,1,8,0,0,7,0,0,0,1,0,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/801184C3-0D26-E111-BF96-1F060E2F1CA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313144,SD NEGERI 111 PASARAN,40313144,Jln.jend.sudirman No. 212,TANETE,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Inpres No.1 tahun 1975,31-12-1975,,01-01-1910,Lihat SK Operasional,2021-08-31 22,B,"3,192",1. -,2. Telkom Speedy,PLN,,,sdnseratussebelaspsr@gmail.com,,-3.415800000000,119.797000000000,9,30,54,6,Sehari Penuh/5 hari,,2022/2023-2,900,3,0,2,0,6,1,0,2,4,1,3,1,5,4,0,6,3,0,2,2,1,2,1,1,5,4,0,3,0,0,0,2,0,0,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/203684C3-0D26-E111-82D3-1BCBAF4C2D15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313145,SD NEGERI 118 KOTU,40313145,Kotu,BAMBA PUANG,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,31-12-1974,,01-01-1910,Silakan Upload SK,,B,"2,048",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdn118kotuenrekang@gmail.com,,-3.493100000000,119.786100000000,8,41,36,6,Sehari Penuh/5 hari,,2022/2023-2,450,6,0,1,0,4,1,0,3,5,0,3,0,5,3,0,8,0,1,1,1,0,3,1,1,2,6,0,3,3,0,0,0,1,0,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C06184C3-0D26-E111-A58F-BDED27AA1BB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313151,SD NEGERI 119 BELALANG,40313151,Belalang,MATARAN,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,PTHN 7/KEL.L/XII/18/1992,05-12-1992,410.2/789/DIKBUD/VI/2015,24-06-2015,Lihat SK Operasional,2021-08-31 22,B,"2,610",1. -,2. Telkom Speedy,PLN,,,sdn119belalang@gmail.com,,-3.401200000000,119.798200000000,9,75,91,7,Sehari Penuh/5 hari,,2022/2023-2,"1,300",9,0,1,2,4,3,0,2,6,0,3,0,7,2,0,9,0,0,1,2,3,1,2,0,2,7,1,0,8,0,0,1,0,0,1,2,1,1,1,1,SD 2013,Tidak Ada,,,
Sulawesi Selatan,Kab. Enrekang,Anggeraja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409184C3-0D26-E111-8CE7-79311A3E3029,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313154,SD NEGERI 129 BUNU,40313154,Jln.poros Enrekang,MAMPU,KEC. ANGGERAJA,KAB. ENREKANG,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,4102/789/DIKBUD/VI/2015,31-12-1989,,24-06-2015,Lihat SK Operasional,2021-08-31 12,B,"1,848",1. -,2. Telkom Speedy,PLN,,,uptsdn129bunu@gmail.com,,-3.376100000000,119.801900000000,9,92,83,7,Sehari Penuh/5 hari,,2022/2023-2,"1,300",9,0,0,2,6,1,0,2,4,2,1,2,7,2,1,8,0,1,2,1,1,1,1,2,0,9,0,5,4,0,0,0,0,0,1,1,1,1,1,2,SD 2013,Tidak Ada,,,
