prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0E0B739-033C-E111-87A0-0FCC7C0D3EFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727377,SD GMIT BODAE,69727377,Bodae,BODAE,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421/2/01/008/DPPO-SR/VI/2013,01-06-2013,421.2/84/008/SD-SR/VI/2015,30-06-2015,Lihat SK Operasional,2016-08-12 15,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,amajodi@yahoo.co.id,,-10.462300000000,121.989200000000,7,84,57,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,2,2,3,0,0,4,5,1,1,0,2,5,0,4,3,0,3,0,2,1,1,0,3,4,1,1,1,1,1,1,3,0,3,0,0,2,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F6B739-033C-E111-AE64-877A53B4F96B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300323,SD GMIT BOLOU 1,50300323,jl. Trans Bolou-Seba KM.01,BOLOU,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,AM5656,421/25/DPKKO-SR/XI/2022,15-08-1903,005/C.1B/VIII/2003,25-08-2003,Lihat SK Operasional,2023-05-31 08,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,yanseniuslenakaho@gmail.com,,-10.496200000000,121.974700000000,6,53,47,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,2,3,0,0,3,3,0,3,0,1,5,0,6,0,1,0,1,2,2,0,0,1,5,1,1,1,1,1,1,3,0,0,3,1,0,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E058B839-033C-E111-AD7C-CFF6F7597E66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727371,SD GMIT BOLOU 2,69727371,Jl.mayjen Eltari,LIMAGGU,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,005/C.18/VIII/2003,01-08-1956,005/C.18/VIII/2003,25-08-2003,Lihat SK Operasional,2023-01-09 08,,"2,744",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,dewivictoria184@yahoo.com,,-10.502000000000,121.976500000000,7,61,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,0,1,0,4,0,1,2,3,1,3,0,2,5,0,5,2,0,2,2,2,0,1,0,1,6,1,1,1,1,1,1,0,0,6,0,0,0,1,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A06CB839-033C-E111-B4DF-B527A2F7CD4A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727381,SD GMIT LOBODEI,69727381,Lobodei,LOBODEI,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPENKRIS ADDA HARI,AM5656,"C51-HT03,01.TAHUN 1991",16-05-1956,422/SKISOP/1956,16-05-1956,Silakan Upload SK (link file tidak valid) => [475064-74132--],2021-07-22 10,B,0,1. Lainnya (Satelit),2. -,PLN,,,sdgmitlobodei@yahoo.com,,-10.525100000000,121.971500000000,8,44,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Satelit),900,6,0,2,0,3,0,0,5,5,0,3,0,4,4,0,6,2,2,3,1,2,0,0,0,4,4,1,1,1,1,1,1,3,0,3,0,0,1,1,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C06C81FA-B4FC-E111-802D-47461745DA65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300411,SD INPRES KUJIRATU,50300411,Desa Kujiratu,KUJI RATU,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,11/Pb.SD/760-82,01-07-1982,421/31/DPKKO-SR/XII/2022,09-12-2022,Lihat SK Operasional,2022-12-26 08,,"10,000",1. -,2. -,PLN,,,sdikujiratu@gmail.com,,-10.466200000000,121.990300000000,12,80,65,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,7,0,2,2,6,0,1,5,8,0,3,1,4,8,0,8,4,3,3,2,2,0,1,1,4,8,1,1,1,1,1,1,1,3,3,0,0,2,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E95C3952-4143-422E-BC66-24A5916A2C70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69857889,SD NEGERI HUWAGA,69857889,Desa Huwaga,HUWAGA,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,42/KEP/HK/2013,21-01-2013,156/KEP/DPPO-SR/VII/2013,15-07-2013,Lihat SK Operasional,2022-12-19 00,C,0,1. -,2. -,PLN,,,pocesarena@yahoo.com,,-10.531455000000,121.981593000000,11,45,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,1,7,0,0,4,6,0,5,0,1,10,0,10,1,1,3,2,5,0,0,0,5,6,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C067D438-033C-E111-ACEE-210D0384DEA9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306462,SD NEGERI KEJOBOLOKO,50306462,Keduru,KEDURU,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421/028/DPKKO-SR/III/2023,01-07-1971,421/027/DPKKO-SR/III/2023,01-01-1910,Lihat SK Operasional,2023-04-14 08,,0,1. Lainnya (Satelit),2. Telkomsel Flash,PLN,,,sdnkejoboloko@gmail.com,,-10.491500000000,121.976500000000,10,60,83,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Lainnya (Satelit),"1,299",6,0,1,2,7,0,0,3,3,1,4,2,6,4,0,9,1,1,1,1,0,3,2,2,2,8,1,1,1,1,1,1,0,6,0,0,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E69B9BB7-841F-40D9-BE27-7EF9DFAF93B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69857890,SD NEGERI KELIHA,69857890,Desa Keliha,KELIHA,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,42/KEP/HK/2013,21-01-2013,155/KEP/DPPO-SR/VII/2013,15-07-2013,Lihat SK Operasional,2019-06-13 15,C,"3,500",1. Telkomsel Flash,2. -,PLN,,,sdnegerikeliha@gmail.com,,-10.456650000000,121.981005000000,13,72,74,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,1,1,5,2,0,6,8,1,4,0,5,8,0,11,2,1,3,5,2,1,1,0,7,6,1,1,1,1,2,1,0,0,3,3,0,1,0,0,,,
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7077653A-033C-E111-9407-29EA0AFD616A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300202,SMP NEGERI 1 SABU TIMUR,50300202,Keduru,KEDURU,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421/18/DPKKO/XII/2022,23-11-1977,421/19/DPKKO/XII/2022,01-01-1910,Lihat SK Operasional,2022-12-22 14,B,"11,580",1. Telkomsel Flash,2. -,PLN,,,smpn1_sabutimur@yahoo.com,,-10.500500000000,121.971400000000,24,96,93,7,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,500",12,0,1,2,14,3,0,7,13,0,9,2,9,15,0,17,7,3,10,4,2,1,1,3,8,16,,,,,,,8,0,4,0,0,0,1,0,2,2,3
Nusa Tenggara Timur,Kab. Sabu Raijua,Sabu Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CD1E4A47-C8D0-4CDE-9CEE-7EA9C8190812,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963948,SMP NEGERI 2 SABU TIMUR,69963948,Lobodei,LOBODEI,KEC. SABU TIMUR,KAB. SABU RAIJUA,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,222/KEP/HK/2016,02-06-2016,015/KEP/DPPO-SR/I/2016,18-01-2016,Lihat SK Operasional,2017-06-22 06,C,"6,612",1. Telkomsel Flash,2. -,PLN,,,smpn2sabutimur@gmail.com,,-10.518253600000,121.968376300000,15,68,62,5,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,400",6,1,1,0,9,1,0,5,6,0,9,0,6,9,0,15,0,2,11,2,0,0,0,0,6,9,,,,,,,6,0,0,0,1,0,0,0,1,2,2
