prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CF4AEB0-D1D3-4F4A-99E4-071EB0534022,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60716082,MIS AT TAQWA,60716082,JL. LETNAN SUTARMAN NO. 08,KOTAKULON,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,MIS / 11.0003 / 2017,02-05-2017,MIS / 11.0003 / 2017,02-05-2017,Lihat SK Operasional,2021-05-28 09,A,0,,2.,,,,,,-7.911900000000,113.820800000000,0,925,894,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/914E0A4C-EE6D-4D5C-A697-27E2482756EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60716083,MIS DARUL HIKMAH TAMANSARI,60716083,JL. PANJAITAN NO.20,PANCORAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.11/4/PP.03.2/1426/2010,09-07-2010,Kd.13.11/4/PP.03.2/1426/2010,09-07-2010,Lihat SK Operasional,2017-08-16 08,B,0,,2.,,,,,,-7.921653000000,113.825115000000,0,13,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0866B367-9C1B-4EFF-8B68-9079477CBB1C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60716168,MIS Darul Ulum Lombok Kulon,60716168,JL. TRUNOJOYO,PANCORAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,2474 TAHUN 2017,02-05-2017,2474 TAHUN 2017,02-05-2017,Lihat SK Operasional,2020-11-12 12,B,0,,2.,,,,,,-7.918566000000,113.926038000000,0,22,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5A8C96F5-67CA-49D6-895F-9F89C63613D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60716084,MIS MIFTAHUL ULUM PANCORAN,60716084,JL RAYA MASTRIP 50 RT.16 RW.06,PANCORAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.11/4/PP.03.2/1427/2010,09-07-2010,Kd.11/4/PP.03.2/1427/2010,09-07-2010,Lihat SK Operasional,2015-10-21 14,C,0,,2.,,,,,,-7.962000000000,113.803400000000,0,66,56,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB98DF93-84FC-4179-93DC-1B755B1A6F5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581711,MTsN 2 BONDOWOSO,20581711,JL. MT. HARYONO NO.44 BONDOWOSO,BADEAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,16 Tahun 1978,16-03-1978,Kd.13.11/4/PP.03.2/1424/2010,09-07-2010,Lihat SK Operasional,2017-08-16 07,A,"7,010",,2.,,,,,,-7.915413000000,113.816050000000,0,359,501,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9FC2ACF-59D0-42B7-80FB-4A7CFE740317,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581712,MTSS AL ANWAR,20581712,Jln. Mastrip No. 07 Bunder Pancoran Bondowoso,PANCORAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,MTsS/11.0002/2017,02-05-2017,MTsS/11.0002/2017,02-05-2017,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.951500000000,113.807800000000,0,52,54,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3FC4C33E-BC9E-4896-A6A7-FA546ECBE8BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727460,MTSS AL IRSYAD,60727460,JL. SUPRIYADI 144,KADEMANGAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Kd.13.11/4/PP.03.2/1524/2010,09-07-2010,Kd.13.11/4/PP.03.2/1524/2010,09-07-2010,Lihat SK Operasional,2019-12-19 09,B,0,,2.,,,,,,-7.917577000000,113.832857000000,0,144,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/643D3DA8-B8D9-4B3D-8A6F-7C68F1CA828E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581713,MTSS AT TAQWA BONDOWOSO,20581713,JL. HOS. COKROAMINOTO NO. 45,KADEMANGAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Kd.13/11/4/PP.03.2/1525/2010,09-07-2010,Kd.13/11/4/PP.03.2/1525/2010,09-07-2010,Lihat SK Operasional,2015-11-11 09,A,0,,2.,,,,,,-7.913000000000,113.821100000000,0,328,312,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/17A13BD5-344C-4113-8D1B-B34DFED9EB1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581714,MTsS MIFTAHUL ULUM PANCORAN,20581714,JL. MASTRIP NO 52,PANCORAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,MTsS / 11.0005 / 2017,02-05-2017,MTsS / 11.0005 / 2017,02-05-2017,Lihat SK Operasional,2020-08-24 20,C,0,,2.,,,,,,-7.961700000000,113.803200000000,0,31,17,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Bondowoso,Bondowoso,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6073A3B8-8C18-E111-907A-F185C713E276,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20522388,SD AL IRSYAD AL ISLAMIYAH,20522388,Jl. Imam Bonjol I / 37,KADEMANGAN,KEC. BONDOWOSO,KAB. BONDOWOSO,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Irsyad Al-Islamiyyah,AE5371,K/22/CXX/8445,08-08-1929,503.421/59/PENDIK/1/430.9.13/2022,12-01-2022,Lihat SK Operasional,2022-01-17 17,B,"3,120",1. Lainnya,2. Telkom Speedy,PLN,,0332421076,alirsyadbws46@gmail.com,,-7.915500000000,113.833500000000,16,129,107,11,Pagi/6 hari,,2022/2023-2,"2,300",10,0,0,2,0,0,20,0,16,0,0,0,4,12,0,10,6,9,3,1,1,1,1,0,2,14,8,0,2,0,0,0,0,0,SD 2013,Lainnya,2,2,1,2,2,2,,,
