prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAE08263-09E4-44B8-9C91-A77E804FF2CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60717902,MIN 13 NGAWI,60717902,JL.RAYA BABADAN,BABADAN,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,L.mi/3/134/A/1978,20-03-1978,773 Tahun 1997,14-11-1997,Lihat SK Operasional,2016-01-25 16,A,0,,2.,,,,,,-7.512900000000,111.573900000000,0,145,147,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F02B95AA-1EDA-46A1-BDCB-480F13CA26B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69853582,MIS AL AMNANIYAH,69853582,Dusun Paras RT/RW 001/001,PARAS,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,AB1647,,01-01-1900,,27-08-2014,Silakan Upload SK,,B,0,,2.,,,,,,-7.492300000000,111.549300000000,0,67,64,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44F507E1-499B-4A44-92CD-7A8D42147CDE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69927941,MISTerpadu Nurul Islam,69927941,"Jalan Desa Pleset, Dsn Pleset 1, Rt. 001 Rw. 001",PLESET,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,,MI/21.108/2015,25-06-2015,MI/21.108/2015,25-06-2015,Lihat SK Operasional,2016-01-25 07,B,0,,2.,,,,,,-7.458610000000,111.586500000000,0,31,19,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E960E883-C08E-4D41-A9E4-167611239F15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029394,MTs NAHDLATUL ULAMA,70029394,Dusun Pleset 1 RT/RW 003/001,PLESET,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,,,744 TAHUN 2021,16-07-2021,Silakan Upload SK (link file tidak valid) => [207546-223324-https,2022-06-05 08,,0,,2.,,,,,,.000000000000,.000000000000,0,1,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6AD72B52-3C00-4027-9301-D96A1B07752B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20582557,MTSN 2 NGAWI,20582557,Jl. Raya Babadan Pangkur,PANGKUR,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,16 Tahun 1978,16-03-1978,16 Tahun 1978,16-03-1978,Lihat SK Operasional,2016-01-25 12,B,0,,2.,,,,,,-7.512900000000,111.573900000000,0,221,238,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20E438F0-8B18-E111-8446-2940B2F38CC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508667,SD NEGERI BABADAN 1,20508667,Jl. Desa Babadan,BABADAN,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0,01-01-1951,,01-01-1951,Silakan Upload SK,,C,"4,320",,2.,,0,,sdn.babadan.1.pangkur@gmail.com,http,-7.518600000000,111.345200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,SD 2013,,,,,,,,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4098FEF1-8B18-E111-B33D-DB28C035207F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508663,SD NEGERI BABADAN 2,20508663,Jl. Desa Babadan,BABADAN,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,06-06-1978,,01-01-1910,Lihat SK Operasional,2023-05-10 12,B,0,1. Linknet,2. Linknet,PLN,,,sdnbabadan2@gmail.com,http,-7.511100000000,111.576000000000,7,43,28,6,Sehari Penuh/5 hari,,2022/2023-2,450,7,0,1,2,5,0,0,2,2,2,1,2,5,2,2,4,1,1,0,0,1,1,1,3,2,5,0,7,0,0,0,1,0,0,SD 2013,1,1,1,1,1,1,Linknet,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80DEFDF1-8B18-E111-B703-A1B342549D73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509064,SD NEGERI GANDRI 2,20509064,Jl. Raya Gandri - Pangkur,GANDRI,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,470/01.24.404.300/04/2021,01-01-1975,420/567.4/404.301/2022,01-01-1910,Lihat SK Operasional,2022-07-23 20,B,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdngandri2@yahoo.co.id,http,-7.510400000000,111.536400000000,8,41,31,6,Sehari Penuh/5 hari,,2022/2023-2,"2,200",3,0,0,2,4,0,0,4,4,1,2,1,4,4,0,6,2,3,1,0,1,0,1,2,4,4,0,0,3,3,0,0,0,2,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40CAFDF1-8B18-E111-A8B4-CD39D0258732,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20509053,SD NEGERI GANDRI I,20509053,Jl.sobah,GANDRI,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Desa,01-01-1950,420/194.18/404.301/2023,01-01-1951,Lihat SK Operasional,2023-05-05 11,B,"2,960",1. Lainnya (Kabel),2. Lainnya (Kabel),PLN,,,sdn_gandri1@yahoo.co.id,,-7.513800000000,111.537400000000,8,37,40,6,Sehari Penuh/5 hari,,2022/2023-2,"1,200",5,0,1,0,5,1,0,2,4,0,4,0,6,2,0,7,1,0,2,0,1,2,3,0,3,5,3,0,2,1,0,1,0,0,SD 2013,1,1,1,1,1,1,Lainnya (Kabel),,,
Jawa Timur,Kab. Ngawi,Pangkur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50F2FDF1-8B18-E111-82FA-E53CEC5B42E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20508393,SD NEGERI NGOMPRO I,20508393,Jl. Raya Ngompro - Pangkur,NGOMPRO,KEC. PANGKUR,KAB. NGAWI,PROV. JAWA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,,01-01-1910,310/01.63/404.315.03/2010,01-01-1910,Lihat SK Operasional,2015-04-29 10,B,"1,950",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,,salwa_mh@ymail.com,,-7.479100000000,111.506700000000,6,55,36,6,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,1,0,4,1,0,1,2,0,2,2,5,1,0,3,3,0,0,2,1,0,1,2,2,4,0,0,6,0,0,0,1,0,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
