prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C797AB27-3A42-4CA2-8DE3-21A96F9ACCB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819374,KB Mulia,69819374,Lintas Timur,SEKIJANG,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH3510,,,893.3/Disdik/2008/06,,Silakan Upload SK,,,"2,500",,2.,,082388896277,,mulia.paud@Yahoo.com,http,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74A2CFB4-E7CC-40E1-8D8C-B71D0D71E5D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69730885,RA/BA/TA AL-MUSLIMUN,69730885,JL. LINTAS TIMUR KM. 29.5,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,INDONESIA,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.440135000000,102.356500000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5265E2BE-C3DF-4B78-95F6-A5679BA8C881,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69730886,RA/BA/TA AT-THOYYIBAH,69730886,JL. BERINGIN JAYA,SIMPANG BERINGIN,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.440135000000,101.641281000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A145FA0-F063-4C7F-8AD3-71194048896F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003099,TK AT-THOYYIBAH,70003099,Jl. Beringan Jaya,SIMPANG BERINGIN,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,"07,-",16-12-2019,137/DPMPTSP/IPPSP/2020/051,08-06-2020,Lihat SK Operasional,2020-07-28 11,,800,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tkatthoyyibah1@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,3,2,5,0,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,Telkomsel Flash
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B15196D3-0E71-429C-88A5-878C9F997688,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892353,TK HALIMAH,69892353,Jl.Lintas Timur,KIYAP JAYA,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH3509,002/TK-HL/17/06/10/017,17-06-2010,AHU-0023536.AH.01.04.Tahun 2020,01-12-2020,Silakan Upload SK (link file tidak valid) => [775734-713177--],2023-02-12 21,B,"1,650",1. Telkomsel Flash,2. Indosat IM3,PLN,,,hartatiandri1984@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,900,2,0,0,2,0,0,3,1,3,0,0,0,0,3,0,0,3,1,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,Telkomsel Flash
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/98833FAE-DC67-4823-B0B8-FDC31D5AE538,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923421,TK KARYA BUNDA,69923421,Jl. Lintas Timur KM.36,SEKIJANG,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KARYA BUNDA,AH3508,-2-,07-01-2009,1215000232369,26-02-2021,Lihat SK Operasional,2023-01-26 09,B,"1,350",1. Telkom Astinet,2. Telkomsel Flash,PLN,,,tk.karyabnd@gmail.com,,.426300000000,101.651100000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,4,0,0,2,2,0,4,0,3,0,2,0,2,3,0,4,1,0,2,0,2,1,0,0,0,5,4,0,0,0,0,0,0,0,Telkom Astinet
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75C42F78-8F55-49C4-8BB7-E9B0CD7377AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892287,TK MAYANG LESTARI,69892287,Jl. Langgam 1 km.7,LUBUK OGUNG,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH3512,KPTS.420/DISDIK,11-06-2014,KPTS.420/DISDIK,11-06-2014,Lihat SK Operasional,2015-03-12 13,B,600,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,5,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,1,2,0,0,2,1,0,3,1,5,0,0,0,0,5,1,2,2,1,3,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,Telkomsel Flash
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAD3381B-1DBD-40C9-A334-8DC7B8542D3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928783,TK NEGERI PEMBINA  DESA KIYAP JAYA,69928783,Desa Kiyap Jaya,KIYAP JAYA,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,Kpts.800/DISDIKBUD/2020/575,05-08-2020,KPTS.420/DIKBUD/P2D/2020/110,13-08-2020,Lihat SK Operasional,2021-01-29 14,C,"2,583",1. -,2. Indosat IM3,PLN,,,tknegeripembinakiyapjaya328@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,2,1,0,0,3,3,0,1,0,0,4,1,1,2,2,0,1,1,0,0,0,0,4,1,0,0,2,0,0,0,0,Tidak Ada
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1A2AB29-26FD-4ED7-88B1-07C9A1D4ACFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819375,TK PERMATA RANTAU BARU,69819375,Jl. Lintas Timur Km 53 Kiyap Jaya,KIYAP JAYA,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,606/YPSA/RIAU/I/2021,27-01-2021,137/DPMPTSP/IPPSP/2020/36,27-11-2020,Lihat SK Operasional,2021-06-04 22,B,"5,000",1. Indosat IM3,2. Lainnya,PLN,,,paudpermata92@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,2,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,1,1,1,0,0,0,3,3,0,0,0,0,0,0,0,Indosat IM3
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58446371-221A-4059-8891-A5BFCDEF62D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984132,TPA AFDELING I KEBUN RANTAU BARU,69984132,Desas Kiyap Jaya RT 014 / RW 006,KIYAP JAYA,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TPA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Permata Soga Andalan,AH3475,AHU.0010.AH.02.02 TAHUN 2016,30-11-2018,137/DPMPTSP/IPPSPNF/2020/07,22-12-2020,Lihat SK Operasional,2021-06-04 22,,96,1. -,2. Smartfren,PLN,,,tpaafdeling1kebunrantaubaru@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,2,0,0,4,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,Tidak Ada
Riau,Kab. Pelalawan,Bandar Sei Kijang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/68C7ABB7-4FD5-4D81-AB55-212CBF7C6D69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819345,TUNAS KARTINI,69819345,Jl. Lintas Timur Km. 38,SEKIJANG,KEC. BANDAR SEI KIJANG,KAB. PELALAWAN,PROV. RIAU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK. TUNAS KARTINI,AH3513,,,420/Disdik/2009/46,,Silakan Upload SK,,,300,1. Telkom Astinet,2. Telkomsel Flash,Lainnya,,,tk.tunaskartini123@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,2,0,0,2,0,0,1,2,2,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Telkom Astinet
