prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41CD6A3F-8AD1-4795-8085-8E386A9FE58E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69958040,Nurul Ilyasa,69958040,Kp. Bunder Rt.03/03,KERTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BDE7E9FE-31EA-46C8-81BE-D881F093FE68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031382,PAUDQ. AL MISBAH,70031382,KP. JABAN,KERTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,PAUDQ,Kementerian Agama,Lainnya,,3168,24-11-2020,3168,24-11-2020,Lihat SK Operasional,2022-07-26 09,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B49086B-245D-4B3A-840F-9CC59F4E7B06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846672,POS PAUD A SOPYAN,69846672,CIBIUK RT. 002 RW.001,TAMANSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dahlia Mulangsari Pangkalan,AD6147,21,11-03-2016,421.9/.SK-IO-2503/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-03-03 16,C,0,1. Smartfren,2. 3 (Tri),PLN,,,paudasopyan01@gmail.com,,-6.412070000000,107.223230000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,3,0,2,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2013,Smartfren
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/545B6E86-959E-4E27-8356-3B7D20FBC4CA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69927093,POS PAUD AL FADHILLAH,69927093,Kampung Nanggerang Rt.009/Rw.003,KERTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga PAUD Taufik Nurul Iman,AA4145,NO. 5,08-01-2014,421.9 / 988.17 / PNFI,12-05-2014,Lihat SK Operasional,2015-12-29 07,C,150,1. Indosat IM3,2. Telkomsel Flash,PLN,,,alfadhillahpaud@gamil.com,,-6.429180800000,107.273631300000,2,0,0,0,Pagi/6 hari,,2022/2023-2,898,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Indosat IM3
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1120AB2E-7852-4DD1-A8AF-99CAE38B9CB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925940,POS PAUD AL HAYATI,69925940,Kampung Babakan Cigeuntis Rt.012/Rw.009,MULANGSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga PAUD Taufik Nurul Iman,AA4145,No. 30,31-12-2013,421.9 / 1515.008 / PNFI,10-07-2014,Lihat SK Operasional,2015-12-22 09,,100,1. Telkomsel Flash,2. Indosat IM3,PLN,,,alhayati.mulangsari@gmail.com,,-6.440473100000,107.293398800000,2,0,0,0,Pagi/6 hari,,2022/2023-2,899,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2013,Telkomsel Flash
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE5D3D4F-F028-40FC-8AA9-69A3B8565B7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846674,POS PAUD AL-IKHWAN,69846674,PASIR PEUNDEUY RT.009 RW. 004,TAMANMEKAR,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dahlia Mulangsari Pangkalan,AD6147,8,03-03-2018,421.9/.SK-IO-2506/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-03-09 05,C,144,1. Indosat IM3,2. -,Menumpang,,,paudalikhwan94@gmail.com,,-6.420436800000,107.283447600000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2013,Indosat IM3
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28809A06-7A4B-4FE0-9E65-2F2F5999E68B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846666,POS PAUD AL-ISTIQOMAH,69846666,KP. JATI 2 RT. 10 RW. 03,JATILAKSANA,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUSSALAM AL DZABANIYYU,AA4140,421.1/YAIJ/PD-AI/I/2006,06-01-2006,421.9/.SK-IO-2507/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-01-13 08,C,60,1. XL (GSM),2. Indosat IM3,PLN,,,paudalistiqomah2018@gmail.com,,-6.488143000000,107.215255000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,1,0,1,1,1,2,2,0,0,0,0,0,0,0,2013,XL (GSM)
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38E6EB90-BC1B-4818-B3E4-7EAAE99230E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846667,POS PAUD AL-KHOERIYAH,69846667,JATI I,JATILAKSANA,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/1732/PNFI,,Silakan Upload SK,,C,300,1. Indosat IM3,2. Telkomsel Flash,PLN,,,paudalkhoeriyah@gmail.com,,-6.418096600000,107.245954000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Indosat IM3
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E1EBC87-D262-4996-9EF1-EC73FA048FF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846656,POS PAUD ANGGREK,69846656,KP. TIPAR KOLOT RT. 02/ RW. 01,MEDALSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dahlia Mulangsari Pangkalan,AD6147,,,421.9/1844/PNFI,,Silakan Upload SK,,C,180,1. Lainnya (Wavelan),2. Smartfren,PLN,,,paudanggrek716@gmail.com,,-6.491229600000,107.224899500000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,4,0,4,0,0,0,0,4,0,1,3,1,0,2,1,0,0,0,0,4,2,0,0,0,0,0,0,0,2013,Lainnya (Wavelan)
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0185749F-8AF3-4C0B-9D57-AF9DA5FCF55C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846669,POS PAUD ARROPI,69846669,KAUM,CIPTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AR-ROPI,AA4149,421.1/YAR/PD-AR/VII/2010,05-07-2010,421.9/.SK-IO-2510/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-01-13 08,C,50,1. XL (Serat Optik),2. XL (GSM),PLN,,,paudarropi2018@gmail.com,,-6.471427000000,107.216057000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,449,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,1,3,2,0,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,2013,XL (Serat Optik)
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA7E4359-206C-493E-81A9-51C68473BFE9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925941,POS PAUD AT TAQWA,69925941,Kp. Jatinunggal,MULANGSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Raudhotul Wildan,AA4150,No. 06,13-02-2014,421.9 / 988.23 / PNFI,20-05-2014,Lihat SK Operasional,2015-12-22 09,C,100,1. Indosat IM3,2. Telkomsel Flash,PLN,,,raudhatul.wildan@yahoo.co.id,,-6.470300000000,107.191600000000,5,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,3,3,5,0,0,0,0,5,0,1,4,4,1,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,PAUD Merdeka,Indosat IM3
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7C5C0DF7-732D-4F6F-9803-521BCDDD40EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925942,POS PAUD CEMPAKA,69925942,Kampung Babakan Jati Rt..12/Rw.04,MEDALSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MUNAWWAROTUL HUDA,AA4144,No. 19,12-11-2013,421.9 / 1812.0031 / PNFI,25-09-2014,Lihat SK Operasional,2015-12-22 09,,"5,000",1. -,2. -,PLN,,,paudcempakabakanjati@gmail.com,,-6.412861300000,107.231417200000,0,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2013,Tidak Ada
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9E41E39-8669-432E-ACA0-56E8B45A792B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846663,POS PAUD CIBEUREUM,69846663,KP. CIBEUREUM,JATILAKSANA,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN CIBEUREUM,AA4141,421.1/YNAS/PD-CB/XII/2010,01-12-2010,421.9/.SK-IO-2513/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-01-13 08,C,0,1. Axis,2. XL (GSM),PLN,,,paudciberem2018@gmail.com,,-5.443757000000,114.421127000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,2,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,2013,Axis
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CDB94EF6-623A-450B-95E3-8AE03C46B581,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846661,POS PAUD DAHLIA,69846661,BAKAN SETU RT.001 RW.001,MULANGSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dahlia Mulangsari Pangkalan,AD6147,AHU-0037277.AH.01.07,22-03-2016,421.9/SK-IO-2514/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-02-06 15,C,300,1. -,2. -,Menumpang,,,pauddahlia84@gmail.com,,-6.486811000000,107.188810000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,1,0,2,2,3,0,0,1,1,3,0,4,0,0,1,0,1,1,0,1,0,4,2,0,0,0,0,0,0,0,2013,Tidak Ada
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E95223E6-E7CF-4F52-8B8C-2E242598DFD7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846658,POS PAUD GERDA,69846658,KP. GEREDEG,KERTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga PAUD Taufik Nurul Iman,AA4145,,,421.9/1732/PNFI,,Silakan Upload SK,,C,150,1. Indosat IM3,2. Telkomsel Flash,PLN,,,gerdagerda@yahoo.com,,-6.451920400000,107.277701600000,2,0,0,0,Pagi/6 hari,,2022/2023-2,899,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,2013,Indosat IM3
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67DB2342-1E20-49FE-978D-5A56BF2DF9C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846668,POS PAUD KHOERUL FALAH,69846668,KP.BAKAN KIRASIMAH RT.11 RW.003,CIPTASARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dahlia Mulangsari Pangkalan,AD6147,31,16-03-2016,421.9/SK-IO-2516/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-03-09 05,C,200,1. -,2. Indosat IM3,Menumpang,,,khoerulfalahp@gmail.com,,-6.436017100000,107.284117900000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
Jawa Barat,Kab. Karawang,Pangkalan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9416148C-F33C-482F-9930-39914C9EE3C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69846657,POS PAUD MAWAR,69846657,KP.PARUNGTANGGULUN RT.07 RW.003,MEDALSARI,KEC. PANGKALAN,KAB. KARAWANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUSSALAM AL DZABANIYYU,AA4140,421.1/YMP/PD-M/III/2011,20-03-2011,421.9/.SK-IO-2517/PAUD-DIKMAS,07-02-2022,Lihat SK Operasional,2023-01-13 08,C,0,1. Telkomsel Flash,2. XL (Serat Optik),PLN,,,paudmawardoang2018@gmail.com,,-5.443757000000,114.421127000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,2,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,2013,Telkomsel Flash
