prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3745DEC-12F5-49D9-BA02-D58B531CC5F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848519,KB A DINAR,69848519,TAMAN DELIMA 2 BLOK C5/8,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,425.1/4133,20-07-2010,421.1/4204,26-04-2019,Lihat SK Operasional,2019-11-14 10,B,273,,2.,,,,adinarku8@gmail.com,,-7.073236000000,110.306947000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B45F57-FEE3-4FB9-844B-0520F4CA5A21,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69949508,KB AL AZZAM,69949508,JL. Perum Jatisari Taliasih Blok DD 1,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL AZZAM JATISARI SEMARANG,AE1559,421.1/5595/2016,21-07-2016,421.1/10547,05-11-2019,Lihat SK Operasional,2020-01-24 14,,150,1. Lainnya,2. Lainnya,PLN,,,kbtk.alazzam@yahoo.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Lainnya
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96B6C8CD-FE06-4F9D-B14B-3175FC9D3347,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69953057,KB AL HIKMAH,69953057,Jl. Muslimin RT 03 RW 01,POLAMAN,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Hikmah Semarang,AE1536,421.1/5590/2016,21-07-2016,421.1/5590/2016,21-07-2016,Lihat SK Operasional,2016-10-27 15,,391,1. -,2. -,PLN,,,kb.alhikmahmijen16@gmail.com,,-7.147527000000,110.334298000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,200",1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Tidak Ada
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6704C499-D3D1-47B9-951E-450E02C480DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848520,KB AL-FIRDAUS,69848520,BUKIT JATISARI PERMAI BLOK AA1 NO. 1 BSB SEMARANG,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Masa Depan Indonesia,AI4599,848/4127,07-12-2015,421.7/4821,22-06-2018,Lihat SK Operasional,2018-12-06 11,B,300,1. -,2. Telkom Speedy,PLN,,,kbalfirdaus4@gmail.com,,-7.071300000000,110.308200000000,2,0,0,0,2013,Double Shift/6 hari,,2022/2023-2,899,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,Tidak Ada
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/455019F0-29B1-46C9-93D0-66AE90E23957,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848516,KB AN NISA,69848516,JL. BANDUNGSARI NO.6,TAMBANGAN,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,AE1556,420/2915,30-06-2011,421.1/13034,16-12-2019,Lihat SK Operasional,2020-01-24 14,B,72,1. -,2. Telkomsel Flash,PLN,,,kbannisamijen1@gmai.com,,-7.068398000000,110.312782000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Tidak Ada
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FECBE718-2D6B-485C-95BF-D936051F8057,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848521,KB AN-NUR,69848521,JATISARI RT.02 RW 03,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/174,28-12-2009,421.7/3630,17-04-2018,Lihat SK Operasional,2019-04-29 09,B,325,1. Smartfren,2. Smartfren,PLN,,,paud_nur@yahoo.com,,-7.062700000000,110.310400000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,Smartfren
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B48BE96-013E-4257-8E7C-8491DDD0D6AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848522,KB BHAKTI ANANDA,69848522,CEMARA ASABRI A12 NO.12 Jatisari BSB,JATISARI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nasional Bhakti,AI4620,848/4181,08-12-2004,421.1/11285,21-11-2019,Lihat SK Operasional,2020-02-10 15,B,120,1. -,2. Telkomsel Flash,PLN,,,kb.bhaktiananda.mijen@gmail.com,,-7.071300000000,110.306900000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,2,0,0,3,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Tidak Ada
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ADB65B35-8524-40CC-8A23-C2A22B059594,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848524,KB ISLAM AL-AZHAR 29 SEMARANG,69848524,JL. RM. HADISOEBENO SOSROWARDOYO,KEDUNGPANI,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL HIMSYA SEMARANG,AA9638,848/0938,24-03-2005,421.7/513/2016,31-01-2017,Lihat SK Operasional,2017-10-16 14,A,"70,000",1. Smartfren,2. Telkom Speedy,PLN,,02476676028,kbi.alazhar29@yahoo.com,,-7.030355000000,110.337591000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"70,000",1,0,1,2,0,0,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Smartfren
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67499E6E-6FF3-4AD8-A40D-D56BB3278E2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69848526,KB IT AS SALAAM,69848526,JL. RM HADISOEBENO SOSROWARDOYO NO. 150 MIJEN,NGADIRGO,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Masjid AsSalaam,AE1530,421.1 / 235,20-01-2014,B/9831/421.1/VIII/2022,15-08-2022,Lihat SK Operasional,2022-09-09 09,B,60,1. Indosat IM3,2. Telkom Speedy,PLN,,,tkitassaalaam_mijen@yahoo.co.id,,-7.050400000000,110.318000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,2,0,0,2,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Indosat IM3
Jawa Tengah,Kota Semarang,Mijen,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1534BAC-B0B8-4D0E-A273-CB96370B7721,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905002,KB IT SANG PEMIMPIN,69905002,Kp. Batok RT 02 RW 02,BUBAKAN,KEC. MIJEN,KOTA SEMARANG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan FI'LAL KHOIROT INDONESIA,AE1537,421.1/1167/2015,05-03-2015,B/5779/421.1/V/2022,30-05-2022,Lihat SK Operasional,2022-06-16 10,,960,1. -,2. Lainnya,PLN,,,juatniumisyarif@gmail.com,,-7.099100000000,110.319000000000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,"2,300",4,0,0,2,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,Tidak Ada
