prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E486BB9-51E5-4DA8-BD24-510B4D006BC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805521,Harapan Bangsa,69805521,Trans Sulawesi Dapurang,KUMASARI,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ5485,,,410/1055/SET/X/2011,,Silakan Upload SK,,,510,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DADCD0F-C7A5-4BE0-B2A3-1AE2E0ADDB9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40604409,PAUD AISYAH BINA BAKTI,40604409,SARUDU,DODA,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK AISYAH BINA BAKTI,AJ5483,410/019/PLS/I/2014,01-06-2011,410/019/PLS/I/2014,01-06-2011,Silakan Upload SK (link file tidak valid) => [472778-727850--],2021-07-12 05,C,360,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,PAUDAISYAH14@GMAIL.COM,,-2.847800000000,119.236300000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/953CB7A9-C5A0-41E5-9871-FFEA0701FFF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805516,PAUD MENTARI,69805516,PATIKA,PATIKA,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD MENTARI,AJ5486,410/010/PLS/III/2015,25-04-2015,420/70/DIKPORA,31-03-2022,Lihat SK Operasional,2023-01-30 08,B,300,1. -,2. -,Menumpang,,,,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2013,Tidak Ada
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3AEE91D9-A51D-4FDC-A272-E634FB24E8FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805519,Paud Pertiwi,69805519,Jln. Pendidikan,BULU MARIO,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK ASTARI BULU MARIO,AJ5488,,,410/077/PNFI/VI/2011,,Silakan Upload SK,,C,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,3,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28ECA198-45E2-4AB8-95C5-99C415E9B995,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993669,RA Al-Huda,69993669,RT. 02 RW. 01 DUSUN SIDOMULYO DESA KUMASARI,KUMASARI,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,RA,Kementerian Agama,Lainnya,,B-3228/KW.31.2.5/PP.00/5/2019,13-05-2019,193 Tahun 2019,13-05-2019,Silakan Upload SK (link file tidak valid) => [410213-321301--],2021-01-15 12,,0,,2.,,,,,,-1.712700000000,119.337200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75C5AAD2-3338-4D43-9A44-24BC85C9673A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69752001,RA/BA/TA AL CHAIRIYAH,69752001,DUSUN MARANGGAPA,SARUDU,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-3.960310000000,119.288428000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FA50571-20D0-45BB-8093-0CE5DC986AE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69752003,RA/BA/TA PERWANIDA VI,69752003,TANAMONI SARUDU,KUMASARI,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-3.960130000000,119.318173000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC2E3BE8-9D79-4E92-B8B8-98319794FC2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40604405,TK ADE IRMA,40604405,BULU MARIO,BULU MARIO,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pondok Pesantren Nurul Huda Bulu Mario,AJ5487,410/003/PLS/1/2015,19-01-2015,410/003/PLS/1/2015,19-01-2015,Lihat SK Operasional,2016-09-06 13,B,"1,575",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,adeirmabulumario@gmai.com,,-1.681434000000,119.341706000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,3,0,0,0,2,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93766C67-08E2-493A-A218-D5460EE1ECBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40604407,TK ASTARI BULU MARIO,40604407,BULU MARIO,SARUDU,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK ASTARI BULU MARIO,AJ5488,39/2018,28-07-2018,420/18/DIKPORA,31-03-2022,Lihat SK Operasional,2022-08-25 00,B,320,1. XL (GSM),2. Telkomsel Flash,PLN & Diesel,,,srltkastari@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,"125,000",2,0,0,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,XL (GSM)
Sulawesi Barat,Kab. Pasangkayu,Sarudu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C45C9BDC-CA2D-4B16-A98A-CFE9DAF839F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69927304,TK NEGERI PEMBINA SARUDU,69927304,Desa Sarudu,SARUDU,KEC. SARUDU,KAB. PASANGKAYU,PROV. SULAWESI BARAT,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,410/049/PAUDNI-BS/V/2017,19-05-2017,410/049/PAUDNI-BS/V/2017,19-05-2017,Lihat SK Operasional,2019-07-24 10,B,"3,500",1. Lainnya,2. -,PLN,,,tkpembinasarudu@gmail.com,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,3,0,0,1,2,0,2,0,2,2,0,3,1,1,2,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,2013,Lainnya
