prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EE1B0B90-6A8C-4811-A8A2-5B6A250FD5D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905408,CITRA JAYA,69905408,Dusun I Desa Suka Damai,TALANG UBI BARAT,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Paud Terpadu Harapan Bunda,AM1946,11.-,18-09-2015,420/141/DISDIKBUD-IV/2015,28-09-2015,Lihat SK Operasional,2015-10-01 02,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3BA2E217-7F30-4D13-BC7F-328E6F3C8014,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031338,KB ABC,70031338,Jl. Raya Pendopo Benakat,TALANG UBI BARAT,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,13,14-06-2021,420/151/DISDIK-IV/2021,20-09-2021,Lihat SK Operasional,2022-07-25 13,,"1,700",1. Telkom Speedy,2. Telkom Speedy,Menumpang,,,paudabc86@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,900,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/38330609-B565-4A43-80B2-4371852DE601,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006465,KB AL-RASYD,70006465,Desa Suka Damai,SUKA DAMAI,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,10-06-2019,420/016/DISDIK-IV/2020,03-12-2020,Lihat SK Operasional,2020-12-29 14,,300,,2.,,,,kbarasyd123@gmai.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C88DDAAD-0594-41B0-A38C-ACE5A08D9944,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986889,KB ANUGERAH ALAM,69986889,Jl. Simpang Bandara Pendopo No.199,HANDAYANI MULYA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,08-05-2017,420/241/DISDIK-IV/2018,13-12-2018,Lihat SK Operasional,2021-07-05 12,B,"20,000",1. -,2. -,PLN,,,paudanugerahalam07@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B45183E2-3F10-40FE-B912-7B33D78CA188,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887248,KB BINA CAKRAWALA,69887248,Jl.Pangkalan Brandan,TALANG UBI BARAT,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bina Cakrawala Aksara,AM1945,,,420/429/UPTD-PEND/2013,,Silakan Upload SK,,B,"1,200",,2.,,,,binacakrawala1@gmail.com,,-3.267400000000,103.817700000000,2,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/920FB8D8-CC31-436C-8E71-613161AD9D28,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995990,KB BINTANG KEJORA,69995990,Talang Jawa Talang Ubi Barat,TALANG UBI BARAT,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,05,23-07-2019,420/021/DISDIKIV/2020,15-01-2020,Silakan Upload SK,,,176,1. -,2. Telkomsel Flash,PLN,,,ningsihwahyu622@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFB77CAB-9A99-4AFF-9756-849A3CE1840D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887259,KB BUNGA BANGSA,69887259,Talang Subur,TALANG UBI SELATAN,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,420/252/UPTD/PEND/TU/2013,,Silakan Upload SK,,C,308,1. -,2. Telkomsel Flash,PLN,,,mutika.bungabangsa@gmail.com,,-3.276860000000,103.827519000000,5,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,4,0,0,1,0,0,0,5,5,0,0,0,0,5,0,0,5,4,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/604B536E-76F8-4F30-BA3C-135E769E10A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70013308,KB CAHAYA PERTIWI,70013308,JL.Benakat Raya Talang Kemang,TALANG UBI SELATAN,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,03,07-12-2015,420/123/DISDIK-IV/2021,29-04-2020,Lihat SK Operasional,2021-09-23 13,,400,1. 3 (Tri),2. Telkomsel Flash,PLN,,,paudcahayapertiwi01@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,3 (Tri),950,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AD59975-AACC-4C05-B673-2ABA2D826D26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984358,KB KASIH BUNDA PERSADA,69984358,DESA TALANG BULANG,TALANG BULANG,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AM1935,07,22-09-2018,420/131/DISDIK-IV/2018,01-11-2018,Lihat SK Operasional,2019-01-08 13,,276,1. Indosat IM3,2. Telkomsel Flash,PLN & Diesel,,,kasihbundapersada@gmail.com,,.000000000000,.000000000000,6,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"2,200",3,0,0,0,0,0,0,6,6,0,0,0,1,5,0,0,6,3,2,1,0,0,0,0,0,6,0,3,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/177582BA-0C50-40BD-AD25-5E4104AE857C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887253,KB KESUMA BANGSA,69887253,PERTAMINA / SIDOREJO,BENAKAT MINYAK,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LPP KUSUMA BANGSA,AM1923,,,489/4798/iv/pls/disdik/20,,Silakan Upload SK,,,0,1. -,2. -,PLN,,,kesumabangsa773@gmail.com,,-3.270703000000,103.674952000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,TALANG UBI,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDD59C38-2E14-4C29-8AA6-015D7A99DDEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69887250,KB PELANGI HARAPAN,69887250,Jl.TAMAN SISWA,PASAR BAYANGKARA,KEC. TALANG UBI,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD TERPADU PELANGI HARAPAN,AM1918,15,20-12-2014,420/159/DISDIKBUD-IV/2015,20-10-2015,Lihat SK Operasional,2017-07-13 17,,0,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,paudt.pelangiharapan@gmail.com,,-3.278200000000,103.819600000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0
