prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/93180E40-1ED5-4999-856B-C487D1FCADCF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832940,AN-NUR,69832940,I DESA SUNGAI DUREN,SUNGAI DUREN,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ANNUR,AH4141,,,64/KDS/SDR,,Silakan Upload SK,,,150,,2.,,,,arii060898@yahoo.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC92F5FE-30F4-47D7-B4B7-F44EC9615B53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963660,KB AL KAHFI,69963660,Dusun III Suka Indah,LUBUK ENAU,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH4139,01,14-11-2016,420/085/UPTD-DIKBUD/2016,05-10-2016,Lihat SK Operasional,2017-06-12 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3A7489D9-62C0-454D-B2F8-D25CF39DB37D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69912331,KB BINA BANGSA,69912331,Desa Alai Selatan,ALAI SELATAN,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB BINA BANGSA,AH4136,07,03-06-2015,420/199/IV/DIKBUD/2015,16-10-2015,Lihat SK Operasional,2015-10-23 00,,150,,2.,,,,pertiandika45@gmal.com,,-5.443757000000,114.421127000000,4,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,2,2,4,0,0,0,0,4,0,0,4,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73442BF5-062C-4D2A-A97F-D6723B963631,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832962,KB HARAPAN BANGSA,69832962,DESA TANJUNG BARU,TANJUNG BARU,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/46/KDS-TJB/VII/2011,01-07-2011,420/194/IV/DIKBUD/2015,12-10-2015,Lihat SK Operasional,2017-02-27 13,,"2,400",,2.,,,,paudhb2011@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53B5384A-98F5-40A4-84E0-BAAB57CC7635,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832943,KB KASIH IBU,69832943,DESA ALAI,ALAI,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KASIH IBU,AH4142,062,08-07-2007,421.1/1131/DISDIKBUD.ME-2/2021,16-09-2021,Lihat SK Operasional,2022-11-14 08,,120,1. XL (GSM),2. Telkomsel Flash,PLN,0,,weliafifah@yahoo.com,http,-5.443757000000,114.421127000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,1,0,0,0,4,4,0,0,0,0,4,2,0,2,1,1,1,0,1,0,0,0,4,3,0,0,0,0,0,0,0,XL (GSM)
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82C0C208-6475-4CAD-BCA4-1803CC4E61FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832942,KB PERMATA HATI IBU,69832942,DESA TALANG NANGKA,TALANG NANGKA,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/01/PAUD-PHI/2010,10-07-2010,420/179/IV/Dikbud/2014,05-11-2014,Lihat SK Operasional,2016-06-06 21,,660,1. Smartfren,2. Telkomsel Flash,PLN,,,paudpermatahatiibu2020@gmail.com,,-3.341300000000,104.239300000000,3,0,0,0,2013,Siang/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,Smartfren
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/939FE425-E06E-473C-86A9-D9D6A0D52BB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832941,KB RAUDHATUL JANNAH,69832941,JALAN RAYA DESA TAPUS DUSUN II,TAPUS,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH4138,30,27-08-2020,420/4002/DISDIKBUD-2/2020,23-10-2020,Lihat SK Operasional,2020-11-20 09,,300,1. Telkomsel Flash,2. Smartfren,PLN,,,cayla3879@gmail.com,,-.001200000000,-.001700000000,3,0,0,0,2013,Siang/6 hari,,2022/2023-2,900,4,0,0,0,0,0,1,3,3,0,0,0,0,3,0,0,3,1,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,Telkomsel Flash
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3259A634-BB43-4DEB-96F5-C7C057DADEED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69784514,SPS QURROTA AYUN,69784514,DUSUN II NO 54,PETANANG,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,03,07-12-2021,421.1/2805/DISDIKBUD.ME-2/2021,07-12-2021,Lihat SK Operasional,2022-11-22 09,,675,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Siang/6 hari,,2022/2023-2,"1,500",2,0,0,2,0,0,0,4,4,0,0,0,0,4,0,1,3,2,0,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,Telkomsel Flash
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/905F75ED-CD5E-4FAA-BD49-697E10CB04C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69965590,TK AISYIAH GARDENA,69965590,Jalan Kemang Lembak Desa Kemang,KEMANG,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK Aisyiah Gardena,AH4137,15,11-06-2014,420/263/IV/DIKBUD/2016,27-12-2016,Lihat SK Operasional,2017-08-22 00,,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-3.401196000000,104.368060000000,2,0,0,0,2013,Siang/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Telkomsel Flash
Sumatera Selatan,Kab. Muara Enim,Lembak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15C51189-A725-4AF4-9272-3B9CFD163922,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69832897,TK NEGERI 1 LEMBAK,69832897,Raya Prabumulih-Palembang KP 1,LEMBAK,KEC. LEMBAK,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,59,30-12-2019,421.1/227/DISDIKBUD.ME-2/2021,18-03-2021,Lihat SK Operasional,2021-04-14 13,B,448,1. Telkomsel Flash,2. -,PLN,,,tknegeripembinalembak@gmail.com,,.000000000000,.000000000000,9,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,5,0,0,1,1,4,0,4,8,0,1,0,0,9,0,7,2,1,2,3,1,1,1,0,0,9,5,0,0,0,0,0,0,0,Telkomsel Flash
