prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C4B5F2F3-930C-41FB-B8FF-C32F240D54D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897455,Asas Al Ulum,69897455,Teluk Pulai Luar,TELUK PULAI LUAR,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,2.406000000000,99.750600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BCD78BEF-4DBD-4693-8825-6779305126EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897456,Fajrul Islam,69897456,Teluk Pulai Luar,TELUK PULAI LUAR,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,2.405600000000,99.750560000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AA47603-E6D4-46C6-BC6B-0038DF9071A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69801716,KB AL-HAMDI,69801716,PANGKALAN LUNANG,PANGKALAN LUNANG,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH2582,,,421.9/013.PNFI/2012,,Silakan Upload SK,,,384,1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,paudalhamdi@yahoo.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,"1,500",1,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2013,Telkomsel Flash
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F607C18-3183-43C8-8DAF-5BFEA764C364,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69801721,KB AR-RAHMAN,69801721,PROTOKOL PASAR 4,AIR HITAM,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH2572,,,421.9/170.PNFI/2012,,Silakan Upload SK,,,"1,260",,2.,,,,sapii_rahmad@yahoo.com,,2.732264000000,99.920740000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2013,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE287F9E-C655-425A-A42A-CDBAB4709C0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69801678,KB BINA BANGSA,69801678,LORONG PASAR VI,AIR HITAM,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH2590,,,421.9/049.PLS/2011,,Silakan Upload SK,,,0,,2.,,,,hadis.siswoyo@gmail.com,,-5.443757000000,114.421127000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9867018D-CBC1-4837-9F2A-BFDEA8D78EE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921698,KB BUNDA PERTIWI,69921698,Jl. Bondar Tanjung Leidong,TANJUNG LEIDONG,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA BUNDA PERTIWI,AH2578,"98, Notaris Tresna Hariadi, SH. M.Kn",23-05-2012,421.9/361/PNFI/2016,07-11-2016,Lihat SK Operasional,2021-07-06 17,,"2,565",,2.,,,,wagitoledong@gmail.com,,-5.443757000000,114.421127000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,1,3,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2013,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8FD5D1F6-682A-4DD4-8E41-B5671241F820,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69801686,KB DHARMA JAYA,69801686,DUSUN SIDORUKUN PASAR X,AIR HITAM,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan DHARMA JAYA,AH2585,,,421.9/047/PNFI/2013,,Silakan Upload SK,,,800,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2013,
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DED8762-8756-4BB0-B79D-F20E53B86F34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69880167,KB KASIH BUNDA,69880167,PENDIDIKAN,PANGKALAN LUNANG,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/002/PNFI/2014,,Silakan Upload SK,,,600,1. -,2. -,PLN,,,paudkasihbunda212@gmail.com,,.000000000000,.000000000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,2,4,0,0,0,0,4,0,0,4,2,1,0,0,1,0,0,0,4,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70E53415-0ACA-4B2E-9016-AFB5D0BECA2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69880170,KB NURUL QOMARIAH,69880170,"JLN, SEI SEMBURUNG",TANJUNG LEIDONG,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD NURUL QOMARIAH,AH2574,,,06/PAUD-NQ/13,,Silakan Upload SK,,,280,1. -,2. Telkomsel Flash,PLN & Diesel,,,kbpaudnq@gmil.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,800,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sumatera Utara,Kab. Labuhan Batu Utara,Kualuh Leidong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/009CE133-AD5E-4D83-ADED-07E55869B2DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69923485,PAUD FITHRI,69923485,Desa Teluk Pulai Dalam,TELUK PULAI DALAM,KEC. KUALUH LEIDONG,KAB. LABUHAN BATU UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan FITHRI,AH2579,09,02-12-2014,421.9/109/PNFI/2014,18-12-2014,Lihat SK Operasional,2015-12-09 22,B,403,1. -,2. Telkomsel Flash,Menumpang,,,iswando48@gmail.com,,-5.443757000000,114.421127000000,5,0,0,0,Pagi/6 hari,,2022/2023-2,"6,000",1,0,0,0,0,0,1,4,5,0,0,0,0,5,0,1,4,3,1,1,0,0,0,0,0,5,0,0,1,1,0,0,0,0,2013,Tidak Ada
