prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/481BEC1B-0B8A-4308-BAB8-B7EE965D4036,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964159,KB LASO,69964159,Desa Gunungtua,GUNUNGTUA,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,422.1/3916-POP/DISDIK/2015,14-08-2015,422.1/3916-POP/DISDIK/2015,06-10-2015,Lihat SK Operasional,2017-07-11 08,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EFBF9FB-CE26-4A71-9593-79D1C9E059ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69918047,KB SEIMAN,69918047,DESA BOTONAAI,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD SEIMAN,AB7583,422.1/3917-POP/DISDIK/201,06-10-2015,422.1/3917-POP/DISDIK/201,06-10-2015,Lihat SK Operasional,2015-11-09 09,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AEAB5FCC-4F7E-4ECA-96EE-F8D8216BE0C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69916601,KB TEOLO,69916601,DESA TEOLO,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan Teolo,AB7587,422.1/3914-POP/DISDIK/201,06-10-2015,422.1/3914-POP/DISDIK/201,06-10-2015,Lihat SK Operasional,2015-11-04 12,,100,,2.,,,,paudtelo@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4E55D315-A407-4AA3-B762-7883144073E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69946222,PAUD BOTO NOYO,69946222,Desa Gunung Tua,GUNUNGTUA,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD BOTO NOYO,AB7585,421.1/3230-POP/Disdik/201,11-08-2015,421.1/3230-POP/Disdik/201,11-08-2015,Lihat SK Operasional,2016-07-15 09,,100,,2.,,,,Paudbotonoyo@yahoo.com,,-5.443757000000,114.421127000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DDC7A2A7-47C2-4E76-B771-9DD6AE6A85C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936186,Paud Kasih,69936186,Desa Ononazara,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PAUD KASIH,AB7589,422.1/4840-POP/Disdik/201,21-12-2015,422.1/4840-POP/Disdik/201,21-12-2015,Lihat SK Operasional,2016-02-26 07,,100,,2.,,,,Paudkasih@gmail.com,,-5.443757000000,114.421127000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEEAD4F5-C90D-433D-A121-5E94D33C89F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69935223,Paud Marturia,69935223,Desa Gunungtua,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD MARTURIA,AB7582,421.1/1352-POP/Disdik/201,09-04-2015,421.1/1352-POP/Disdik/201,09-04-2015,Lihat SK Operasional,2016-02-22 14,,100,,2.,,,,paudmarturianisut@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EBCAE0F-E15A-4A51-96A2-FB8D7BDED280,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69919390,PAUD MUDE,69919390,DESA TEOLO,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD MUDE,AB7584,422.1/3915-POP/DISDIK/201,06-10-2015,422.1/3915-POP/DISDIK/201,06-10-2015,Lihat SK Operasional,2015-11-16 07,,100,,2.,,,,paud.mude@yahoo.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/215044B9-4AE5-4B02-992D-8C67821D6C6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69935222,Paud Nazaret,69935222,Desa Gunungtua,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD NAZARET,AB7588,422.1/1351-POP/Disdik/201,09-04-2015,422.1/1351-POP/Disdik/201,09-04-2015,Lihat SK Operasional,2016-02-22 14,,100,,2.,,,,paudnazaret22@gmail.com,,1.143489000000,97.452850000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF9B0224-07FE-4C42-BAF4-B99A9B6C62B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69916603,PAUD SADAKRIS,69916603,DESA BOTONAAI,HUMENESIHENE ASI,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,422.1/808-POP/DISDIK/2015,26-02-2015,422.1/808-POP/DISDIK/2015,26-02-2015,Lihat SK Operasional,2015-11-04 12,,100,,2.,,0,,murnigulo1986@gmail.com,http,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2013
Sumatera Utara,Kab. Nias Utara,Tugala Oyo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/487EF3E0-E6FE-4FC2-8359-137EDB7460D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905454,PAUD SEPAKAT,69905454,DESA ONONAZARA,ONONAZARA,KEC. TUGALA OYO,KAB. NIAS UTARA,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD SEPAKAT,AB7586,422.1/1881-POP/Disdik/201,13-05-2014,422.1/1881-POP/Disdik/201,13-05-2014,Silakan Upload SK (link file tidak valid) => [807079-509964--],2023-03-27 03,,100,,2.,,,,paudsepakat@yahoo.com,,-5.443757000000,114.421127000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
