prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60564D9F-0DCB-454A-BE9E-2DD0FF137505,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69989655,AISYAH 3 AMBON,69989655,Jl. Wara Dusun Waehelaka,BATU MERAH,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,66 TAHUN 2012,16-12-2012,66 TAHUN 2012,16-12-2012,Lihat SK Operasional,2019-08-15 08,,450,1. Telkomsel Flash,2. -,PLN,,,rifka.annisa.24@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2A889A1-F9BB-4239-9B48-8C97568D91B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985538,KALIFAH,69985538,Jl. dr. Tarmidzi Taher Kebun Cengkeh,BATU MERAH,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,49 TAHUN 2018,05-03-2018,49 TAHUN 2018,05-03-2018,Lihat SK Operasional,2019-02-18 14,B,70,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,paudkalifah_14@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/024FC7E4-CBD1-47A5-8B68-760F5FAF29CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984824,KARTIKA XIII-17,69984824,SKIP,KEL KARANG PANJANG,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kartika Jaya Cabang XIII Pattimura,AM4751,130 TAHUN 2018,26-02-2018,130 TAHUN 2018,26-02-2018,Lihat SK Operasional,2019-01-24 16,B,190,1. -,2. -,PLN,,,tkkartikaxiii17@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD7F22AF-DD42-4076-A18D-BBA046EED3E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945589,KB ANGGREK INDAH 2,69945589,JL PIERE TANDEAN HATIVE KECIL,HATIVE KECIL,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,29 TAHUN 2014,03-03-2014,29 TAHUN 2014,03-03-2014,Lihat SK Operasional,2016-06-24 09,C,0,1. -,2. -,PLN,,0911322108,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B7B70F2-8197-4FCF-9796-5BD3436C9D94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964141,KB BULAN SABIT,69964141,JL SULTAN HASANUDIN,BATU MERAH,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,308 TAHUN 2014,27-08-2014,308 TAHUN 2014,27-08-2014,Lihat SK Operasional,2017-07-10 10,B,150,1. -,2. -,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67DF88CB-F2B3-43E5-9E11-1377B6A46170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950330,KB BUNDA HATI KUDUS,69950330,JL PATTIMURA,URITETU,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AM4826,21 TAHUN 2016,10-02-2016,21 TAHUN 2016,10-02-2016,Lihat SK Operasional,2016-09-28 12,A,180,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,paudbhk.xaveriusambon@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"2,400",2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C83CC3-E617-4CA8-A6C3-0FF65AB2A8A3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000925,KB CAHAYA PELANGI,70000925,JL PUTRI,BATU MERAH,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,07 TAHUN 2020,22-01-2020,07 TAHUN 2020,22-01-2020,Lihat SK Operasional,2020-03-12 20,B,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,paudcahayapelangi19@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,2,0,0,1,0,0,0,3,3,0,0,0,1,2,0,1,2,1,1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CBE29B9-F7CA-4649-935E-BE7FE33FD067,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960869,KB CAMELIA,69960869,Jl. Ina Tuni Raya No 2,KEL AMANTELU,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,55 Tahun 2016,22-03-2016,55 Tahun 2016,22-03-2016,Lihat SK Operasional,2017-03-17 09,C,20,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D59D497A-F593-41EE-BC87-32D949B65170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945935,KB CELTHYA,69945935,JL SIRIMAU,KEL BATU MEJA,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AM4825,12 TAHUN 2016,02-02-2016,12 TAHUN 2016,02-02-2016,Lihat SK Operasional,2016-07-01 09,,325,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0911354639,paudcelthya06@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",5,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,2,2,3,0,0,0,0,0,0
Maluku,Kota Ambon,Sirimau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/706B6033-25C5-4C76-9C80-66721A694DB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69945937,KB CERIA,69945937,Jl. Jed.A.Yani Kompleks Dikpora Promal,KEL BATU GAJA,KEC. SIRIMAU,KOTA AMBON,PROV. MALUKU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,307 TAHUN 2014,27-08-2014,307 TAHUN 2014,27-08-2014,Lihat SK Operasional,2016-07-01 09,Terakreditasi,0,1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,1,0,1,2,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0
