prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F315EAF-D679-4BDA-A96E-62EB106E3B08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039491,KB ANAK BELAJAR CERIA,70039491,JALAN NANGKA UTARA GANG SATAWANA NO 12,TONJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,570/IPS-PAUD/0008/IV/DPMPTSP/2023,17-04-2023,570/IPS-PAUD/0008/IV/DPMPTSP/2023,17-04-2023,Lihat SK Operasional,2023-05-16 22,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C8B62ADF-3D7D-41C7-9F02-3025EC63643B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69780712,KB ANGSA,69780712,BEDAHULU VI NO. 2,PEGUYANGAN,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN TERATAI AGUNG,AC7142,,,421.201/6284/DIKBUD,,Silakan Upload SK,,,0,,2.,,,,paudangsabali@gmail.com,paudangsabali.blogspot.com,-8.634101000000,115.217169000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/19D55989-A572-4D4B-97DC-C0EAE085E062,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928775,KB Astiti,69928775,Jl. Nakula No. 33 Denpasar,DANGIN PURI KAUH,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Banjar Tampakgangsul,AC7120,72,25-07-2011,421.9/3457/Dikpora/2015,30-07-2015,Lihat SK Operasional,2015-12-31 10,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6191D0C1-987E-4FF9-B24A-3D2106D453E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69931875,KB Bali Dewata,69931875,Jl. A. Yani No. 466,PEGUYANGAN KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,01-12-2003,421.9/5972/Dikpora/2015,07-12-2015,Lihat SK Operasional,2016-01-25 15,,"1,290",,2.,,,0361262158,,,-8.598334000000,115.214653000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6BFBFE1F-4F4D-485A-81D4-111155DFF5CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860016,KB BALI KIDS SCHOOL,69860016,JL. IRAWAN II NO 7,UBUNG KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bali Krisna Dewata Semesta,AC7147,Nomor,30-03-2011,421.9/1344/DIKPORA/2013,10-05-2013,Lihat SK Operasional,2016-11-04 11,,300,,2.,,,0361423139,balikidsdps@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31635E57-A759-4882-AAE9-CA6DE51BD96A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69939139,KB Bhuwana Sari,69939139,Jl. Nangka Gg.V No. 36 Denpasar,DANGIN PURI KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BHUWANA SARI,AC7098,61,12-11-1988,421.9/3461/Dikpora/2015,30-07-2015,Lihat SK Operasional,2016-03-17 21,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/025185A7-4D22-4561-968C-AADBE4191BA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69880463,KB BUDI CAKRA KUMARA,69880463,JALAN SENTANU NO. 22,PEGUYANGAN,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BUDI CAKRA ASHRAM,AC7104,Nomor,27-02-2013,421.9/3218/DIKPORA/2013,26-08-2013,Silakan Upload SK,,,800,,2.,,,,,,-8.605777000000,115.215962000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37100BBB-0772-49DD-85DD-DCA2E58536C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860010,KB CANDRA KASIH,69860010,JL AHMAD YANI NO 297,PEGUYANGAN,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DIAN CANDRA KASIH,AC7082,Nomor,15-11-2010,421.9/2673/Dikpora/2014,10-07-2014,Lihat SK Operasional,2016-11-07 09,,0,1. -,2. Biznet (Serat Optik),PLN,,03619008641,paud.candra.kasih@gmail.com,,-8.624812000000,115.208387000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"11,000",3,0,1,2,0,0,3,0,3,0,0,0,0,3,2,1,0,1,2,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,2013,Tidak Ada
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96A54C34-3F21-4979-B30A-462902BAC7D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69859999,KB DHARMA NEGARA,69859999,JL. HIMALAYA II A NO. 5,PEMECUTAN KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Putra Ganeca,AO4127,Nomor,22-06-2011,421.9/402/DIKPORA/2016,01-02-2016,Lihat SK Operasional,2016-11-02 14,B,300,,2.,,,03619005827,pauddharmanegara@gmail.com,,-8.643745000000,115.198238000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9E848F6-5F8F-43B2-A68E-7027CFD330FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69952826,KB Dynata,69952826,Jl. Cokroaminoto No. 61 Denpasar,PEMECUTAN KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dynata,AC7125,11,11-12-2015,421.9/4747/Dikpora/2016,01-09-2016,Lihat SK Operasional,2016-10-25 10,,"3,600",1. Smartfren,2. Biznet (Serat Optik),PLN,,0361434060,dynatascl@gmail.com,http,.000000000000,.000000000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"7,700",1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013,Smartfren
Bali,Kota Denpasar,Denpasar Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B232239-D533-4EAD-A0F6-3609B1C37445,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860000,KB GEMBIRA LOKA,69860000,JALAN GATOT SUBROTO VI L NO 18,DAUH PURI KAJA,KEC. DENPASAR UTARA,KOTA DENPASAR,PROV. BALI,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD TERPADU GEMBIRA LOKA,AC7151,AHU-6838.AH.01.04 tahun 2012,24-10-2012,421.9/3205/DIKPORA/2012,24-09-2012,Silakan Upload SK,,,200,,2.,,,,DIVAYANI3@GMAIL.COM,,-8.638996000000,115.215160000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
