prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/070381A8-479D-4260-82A1-600EB16F42E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896939,KB ALPHA MANDIRI KENOHAN,69896939,TELUK BINGKAI,TELUK BINGKAI,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/143/SK/DP.I/X/2010,28-10-2010,800/143/SK/DP.I/X/2010,28-10-2010,Lihat SK Operasional,2015-06-29 14,,0,,2.,,,,kbalphamandirikenohan@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF2A34BC-EC64-433E-86C6-D87792B7CC99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955158,KB CAHAYA PELANGI KENOHAN,69955158,JL. INPRES RT. 05,KAHALA ILIR,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN DAN PELATIHAN ANAK NEGERI,AC3745,420/9904/SK/DP-IV/X/2016,24-10-2016,420/2019/DPK-IV/10/2018,29-10-2018,Lihat SK Operasional,2018-11-01 13,,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,cahayapelangipaud@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",2,0,0,1,0,0,4,0,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,Telkom Speedy
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A2860BD0-A3C4-48DF-B54B-3BE4647AA713,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860332,KB GLORIA KENOHAN,69860332,JL. PATINGGI BANG RT. 3,LAMIN TELIHAN,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/13702/SK/DP.IV/XII/2015,30-12-2015,420/1808/DP.IV/XII/2015,30-12-2015,Lihat SK Operasional,2016-03-18 12,,250,,2.,,,,kbglorialamintelihan@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28BAAFD8-428D-4CF4-9731-43CE429DF557,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860328,KB MAWAR INDAH KENOHAN,69860328,JL. P. ANTASARI RT. VI,SEMAYANG,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421/0124/SK/DP-IV/VIII/2013,12-08-2013,420/1557/DP.IV/I/2016,25-01-2016,Lihat SK Operasional,2016-03-18 12,Belum Terakreditasi,120,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,marfuah029@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,000",2,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,0,1,2,0,0,0,0,1,2,2,0,0,0,0,0,0,0,Telkomsel Flash
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B105A1B2-AA9C-4FAB-8C4B-A385019CBCF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860329,KB PERMATA KENOHAN,69860329,Jl. KI HAJAR DEWANTARA RT. 03,TUBUHAN,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,420/13703/SK/DP.IV/XII/2015,30-12-2015,B-24204/DPK/PAUD-PNFI-2/SK/421.1/11/2021,08-11-2021,Lihat SK Operasional,2022-01-13 09,,0,,2.,,,,,,-.136700000000,116.414700000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,1,0,2,0,2,0,1,0,1,2,0,1,2,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FCA2DBB6-BBF5-46D5-A4E0-44784DF05631,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69893344,KB TUNAS HARAPAN KENOHAN,69893344,JL. KEMAKMURAN RT. 4,TELUK MUDA,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,B-351/DISDIKBUD/DPK.IV/SK/420/12/2019,19-12-2019,B-19050/DPK/PAUD-PNFI-2/SK/421.1/12/2022,02-12-2022,Lihat SK Operasional,2023-01-30 08,,0,1. -,2. Telkomsel Flash,PLN,,,kbtunasharapan299@gmail.com,,.232257000000,116.280842000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,1,0,2,0,2,0,1,0,0,3,0,1,2,0,0,2,1,0,0,0,1,2,0,2,0,0,0,0,0,0,Tidak Ada
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB355FEA-0B43-4E30-8D60-5A12751BC99D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30407451,TK AT - TAUBAH KENOHAN,30407451,JL. PANGERAN ANTASARI,SEMAYANG,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan At - Taubah,AC3741,420/71/DP-II/V/2007,01-05-2007,421/1387.12/SK/DP.IV/VIII/2013,12-08-2013,Lihat SK Operasional,2016-02-25 14,,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,attaubahtk24@gmail.com,,-.179500000000,116.452000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,1,0,0,4,0,3,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,Telkomsel Flash
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/73A20981-AEF4-4DF3-975C-8D2AE2B76692,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986947,TK KANAAN LAMIN PULUT KENOHAN,69986947,JL. PEMUDA RT.01 DESA LAMIN PULUT,LAMIN PULUT,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AC3742,420/651/SK/DPK.IV/3/2019,25-03-2019,420/1323/DPK.IV/3/2019,25-03-2019,Lihat SK Operasional,2019-04-08 15,,273,1. -,2. Telkomsel Flash,PLN,,,damaibulolo@yahoo.co.id,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Tidak Ada
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE4DF9F5-1B23-4943-9CB0-A7880B674048,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30407450,TK NEGERI 01 KENOHAN,30407450,Jl. Praja Mukti RT. 05,KAHALA,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,397/SK-BUP/HK/2018,09-11-2018,B-6659/DPK/PAUD-PNFI-2/SK/421.1/03/2022,04-05-2022,Lihat SK Operasional,2019-05-21 12,,0,1. -,2. Telkomsel Flash,PLN,,,tkn.1kenohan@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,1,2,0,1,2,0,1,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,Tidak Ada
Kalimantan Timur,Kab. Kutai Kartanegara,Kenohan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1688A7C7-929A-4F8D-9148-11BA61DED5FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69860330,TK NEGERI 02 KENOHAN,69860330,JL. BARU RT. 08,TUANA TUHA,KEC. KENOHAN,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,397/SK-BUP/HK/2018,09-11-2018,B-9706/DPK/PAUD-PNFI-2/SK/421.1/04/2022,06-04-2022,Lihat SK Operasional,2022-07-25 09,B,516,1. -,2. Telkomsel Flash,Tidak Ada,,,tknegeri2kenohan@gmail.com,,-.021100000000,116.424500000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",2,0,0,1,1,0,0,1,1,0,1,0,1,1,0,2,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,Tidak Ada
