prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A3F487F-2078-41ED-A603-77C601DDA4FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901417,KB ADINDA MANDIRI,69901417,JL TG UBAN KM 36 KP JAWA RT 002/ RW 001,TOAPAYA UTARA,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH9331,12,11-08-2011,141/VI/2008,26-06-2008,Lihat SK Operasional,2015-09-08 14,C,400,1. Lainnya (Wavelan),2. Telkomsel Flash,PLN,,,smaysaroh73@yahoo.co.id,,1.059780000000,104.542739000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),900,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5856CF05-FC6F-4A28-B9E8-9B570C15A4DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901398,KB ANANDA,69901398,JL GESEK KM 19,TOAPAYA ASRI,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM ANANDA,AH9333,17,05-05-2009,125/VII/2009,28-07-2009,Lihat SK Operasional,2015-09-08 13,C,400,1. -,2. -,PLN,,,anandapaud82@yahoo.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D865BB3B-04D8-469B-8A8F-235B72A1AA4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69900801,KB KASIH IBU,69900801,KP BUKIT INDAH KM 24 RT 08 RW 03,TOAPAYA ASRI,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,16,07-02-2011,164/VIII/2007,27-08-2007,Lihat SK Operasional,2015-09-02 15,C,0,1. Indosat IM3,2. Telkomsel Flash,PLN,,,kbkasihibu24@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,800,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6756209E-A4CA-4DBB-9B0A-CF76AA21C738,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901405,KB MAWAR ASRI,69901405,KP POKOK BARU RT 10 RW 04 KM 23,TOAPAYA ASRI,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB.MAWAR ASRI,AH9335,01,21-08-2015,108/IV/2014,10-04-2014,Lihat SK Operasional,2015-09-08 14,C,256,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,,saraspravitaningrum123@gmail.com,,.998978000000,104.577929000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),900,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/961A9F6F-CD53-4178-9732-51E89219AE65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901401,KB MUTIARA BUNDA,69901401,JL TG UBAN KM 16 KP SIMPANGAN,TOAPAYA SELATAN,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MUTIARA BUNDA,AH9330,59,22-03-2010,139/VI/2008,26-06-2008,Lihat SK Operasional,2015-09-08 13,C,0,1. -,2. Lainnya (Serat Optik),PLN,,,kbmutiarabunda116@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",1,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,0,1,0,1,0,1,0,3,1,0,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3AE4995A-3956-49BC-BA6C-3566D157D11F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69900796,KB PELITA HATI,69900796,JL. TG.UBAN KM 40 DSKANGBOI,TOAPAYA UTARA,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB PELITA HATI,AG2668,97,22-06-2011,142/VI/2008,26-06-2008,Lihat SK Operasional,2015-09-02 15,,"16,000",1. -,2. Lainnya (Wavelan),PLN,,,,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",2,0,1,0,0,0,0,3,3,0,0,0,0,3,0,1,2,0,0,2,0,1,0,0,0,3,0,2,0,0,0,1,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0239069A-EE21-44B6-9305-7C6F3AB62BB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69900798,PAUD BINA SEJAHTERA,69900798,KP BUKIT GAJAH RT.03 RW.01 TOAPAYA ASRI,TOAPAYA ASRI,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan POS PAUD BINA SEJAHTERA,AG2669,21,08-02-2011,34 tahun 2020,31-08-2020,Lihat SK Operasional,2022-11-21 08,B,300,1. -,2. -,PLN,,,dessybudiarti@gmail.com,,1.016783000000,104.528646000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,2,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E8D5B35-44A5-402E-BACA-0782D263758D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901409,POS PAUD LANGGENG,69901409,JL TG UBAN KM 20 GESEK,TOAPAYA,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,18,05-05-2009,097/VII/2010,23-07-2010,Lihat SK Operasional,2015-09-08 14,B,400,1. -,2. Lainnya (Wavelan),PLN,,,byanca-siswo@yahoo.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CDC6424-EE19-4FDE-8FDA-051B17DF0B30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901421,POS PAUD LESTARI,69901421,KP RAWABANGUN KM 17,TOAPAYA SELATAN,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,56,15-12-2010,152/VI/2008,26-06-2008,Lihat SK Operasional,2015-09-08 14,C,225,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,sujiatin20@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,450,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0
Kepulauan Riau,Kab. Bintan,Toapaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29AA1F5C-151A-4917-838D-1E428DE45B30,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901426,POS PAUD MELATI INDAH,69901426,JL TG UBAN KM 18 MANTRUST,TOAPAYA SELATAN,KEC. TOAPAYA,KAB. BINTAN,PROV. KEPULAUAN RIAU,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SPS POS PAUD MELATI INDAH,AH9334,55,15-12-2010,139/VII/2009,28-07-2009,Lihat SK Operasional,2023-02-11 20,B,0,1. -,2. -,Menumpang,,,pospaudmelatiindah77@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,200",4,0,0,0,0,0,1,2,3,0,0,0,0,3,0,1,2,0,1,0,1,1,0,0,0,3,3,1,0,0,0,0,0,0
