prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23A3B3B1-2928-4856-9A35-FAE889DF3BC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898364,Baitul Aqsha,69898364,Kp. Saga  Rt 001 / 001 Ds. Sukatani,SUKATANI,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.205400000000,106.324600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F60E1BFE-7E0F-4266-BAF5-867444124E7F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69828021,BKB KEMAS MAWAR,69828021,FAMILY KUKUN,PARIGI,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH8941,,,421.9/604-Dis.Pend.10,,Silakan Upload SK,,,88,1. -,2. Axis,PLN,,,bkbkemas.mawar@yahoo.co.id,,-6.205521000000,106.360139000000,2,0,0,0,Siang/6 hari,,2022/2023-2,450,3,0,0,2,0,0,3,0,2,0,0,0,0,2,0,1,1,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,2013,Tidak Ada
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AC58CA0-6AB4-4C2B-808A-02159DBE0D6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898363,DAAR EL MUFLIHIN,69898363,Cikande Permai,NAMBO UDIK,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.199947000000,106.347542000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A4A8A74-F090-40A2-838D-B6043B462433,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69989864,KB AL FITRI,69989864,Kp. Gempol Dampit  RT. 02  RW. 03,KOPER,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/SK.YY.DK/VII/2018,01-07-2018,421.9/SK.17/VII/2019,01-07-2019,Lihat SK Operasional,2019-08-22 12,,200,1. -,2. -,Menumpang,,,alfitria222@gmail.com,,.000000000000,.000000000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,1,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,2013,Tidak Ada
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/318BB683-F821-4C94-9A24-5CFFE16136EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994909,KB AL KHAIRIYAH,69994909,Perum. Senopati Cikande blok F3/47,CIKANDE,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01/YPI-ALKHA/SK/2018,12-11-2018,4219/SK.53/XI/2019,19-11-2019,Lihat SK Operasional,2021-06-12 12,C,60,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,alkhairiyah.2019@gmail.com,,-6.230634000000,106.344124000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,1,0,0,1,3,3,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2013,Telkomsel Flash
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F75C61E7-BDD0-4546-9F92-369C464E99E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69828170,KB AL-IKHLAS CIKANDE,69828170,KP. KOPER MASJID RT. 03/02,KOPER,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL-IKHLAS CIKANDE,AH8949,,,421.9/2491-DISPEND.06,,Silakan Upload SK,,C,432,1. Lainnya (Satelit),2. Telkomsel Flash,PLN,,,koberalikhlas01@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,2,3,3,0,0,0,0,3,0,0,3,2,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,2013,Lainnya (Satelit)
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF658697-7BFA-4A8F-A686-E04A3213F679,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69966732,KB BAITUL HALIM,69966732,Jl. Lanud Gorda Kp. Bakung Turus Ds. Kamurang,KAMURANG,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BAITUL HALIM,AH8931,15,06-11-2014,421.9/SK.33/III/2016,25-08-2017,Lihat SK Operasional,2017-09-14 09,C,"1,000",1. Linknet,2. Linknet,PLN,,,sopiahpaud3@gmail.com,,-6.159700000000,106.372800000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,600,3,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,2,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,2013,Linknet
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD22FE51-DCAE-4E10-B7CA-3F532161F328,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69828011,KB BAITUL MAGHFIROH,69828011,RAAB,LEUWILIMUS,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH8929,,,421.9/305 -Dispend.,,Silakan Upload SK,,,273,,2.,,,,niah.kasniah@yahoo.com,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2013,
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31BD21E6-0F6A-4F5C-AD8E-4CFF4F528F58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69828139,KB BINTUSSALIMAH,69828139,KP. NAGOG,JULANG,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Bintussalimah cikande,AH8964,,,42.1.9/2937- DISDIKBUD.67,,Silakan Upload SK,,,200,1. -,2. Lainnya,PLN,,,kbbintussalimah@gmail.com,,-6.175459000000,106.353599000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,2013,Tidak Ada
Banten,Kab. Serang,Cikande,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8BBAFCEE-C45B-465F-9B87-B79B805BE351,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032657,KB DAARUL QURO,70032657,Kp.Cimasuk RT.02/03 Ds.Cikande Permai Kec.Cikande Kab.Serang,CIKANDE,KEC. CIKANDE,KAB. SERANG,PROV. BANTEN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.1/12/VIII/2021,07-08-2021,"421,9/SK.27/VII/2022",08-08-2022,Lihat SK Operasional,2022-08-30 07,,"1,500",1. -,2. -,PLN,,,daarulquro06@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,903,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
