prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EA203F1-EC22-4838-B3A7-B1D4EE073E7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954898,KB HARAPAN,69954898,Desa Taringen Kec.Manuhing Kab.Gunung Mas,TARINGEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,02/LPKBM-PAUD.KB.H/III/2016,04-03-2016,0246010142456,12-04-2021,Lihat SK Operasional,2016-12-05 12,Belum Terakreditasi,400 m2,1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,kbharapantaringen@gmail.com,,-5.443757000000,114.421127000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3019C943-A80D-4E5F-8C28-8581E76CBFCD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014082,KB PERMATA BUNDA,70014082,"JL. Pelita 11, Kel. Tumbang Talaken, Kec.m Manuhing",TUMBANG TALAKEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-83.AH.02.01 Tahun 2011,27-01-2011,420/842/DISDIKPORA/X/2021,19-10-2021,Lihat SK Operasional,2021-10-25 00,,116 m2,1. Telkomsel Flash,2. Indosat IM3,PLN,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/318154AF-464A-483F-8837-85B1F357F906,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70028287,RA Alwasilah,70028287,Jl. Negara Tumbang Talaken KM. 99 Desa Taringen Kecamatan Manuhing Kabupaten Gun,TARINGEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,RA,Kementerian Agama,,,,,2321 TAHUN 2020,01-10-2020,Silakan Upload SK (link file tidak valid) => [201118-691612-https,2022-04-21 03,,587 m2,1.,2.,,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC97BEB0-2908-40A6-AE91-29FF30F2CCC3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70011343,RA TUNAS MANDIRI,70011343,JL. SP. 5 DESA FAJAR HARAPAN,FAJAR HARAPAN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,RA,Kementerian Agama,Lainnya,,610/Kw.15.2/2-e/PP.00.4/07/2018,02-07-2018,610/Kw.15.2/2-e/PP.00.4/07/2018,02-07-2018,Lihat SK Operasional,2021-07-14 14,,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22E74EC3-BC33-4DD3-AFB6-E7CA81168B83,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30205136,TK BATANG GARING,30205136,TUMBANG JALEMU,TUMBANG JALEMU,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,5024/I.25.B11.U,02-12-1991,5024/I.25.B11.U,02-12-1991,Lihat SK Operasional,2016-03-03 18,C,600 m2,1. Indosat Mentari,2. Indosat IM3,Tidak Ada,,,tkbatanggaring.tbgjalemu@gmail.com,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/702DDF47-8DFC-498B-9A45-DBB36E7621B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30205151,TK DHARMA WANITA TUMBANG TALAKEN,30205151,TUMBANG TALAKEN,TUMBANG TALAKEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,14/DWP-MHG/VI/2016,18-04-2016,422/559/DISDIK/IV/2016,26-04-2016,Lihat SK Operasional,2018-05-03 14,C,288 m2,1. Telkomsel Flash,2. Indosat IM3,PLN,,,tkdwtbgt@yahoo.com,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C73933B-D693-4C19-AA9D-F9D77D890FAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69934930,TK HARAPAN,69934930,Desa Taringen,TARINGEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/YZ/TK-H/X/2012,05-11-2012,0222010142955,25-11-2021,Lihat SK Operasional,2016-05-30 08,Belum Terakreditasi,70 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tkharapantaringen7@gmail.com,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03D05206-05CF-4DB5-985B-634D41614C6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983877,TK IBU SRI,69983877,Dusun Sumber Raya RT..01 RW. 04 Desa Fajar Harapan Kecamatan Manuhing Kabupaten,FAJAR HARAPAN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,Nomor,14-03-2017,Nomor,26-11-2018,Lihat SK Operasional,2018-12-14 17,,600 m2,1.,2.,,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFDD47EF-504E-4174-9426-17F97B641A10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979552,TK NEGERI PEMBINA TUMBANG TALAKEN,69979552,JL. NEGARA NO.   TUMBANG TALAKEN Kode Pos 74562,TUMBANG TALAKEN,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,NEGERI,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,101 TAHUN 2018,21-02-2018,422/432/DIKBUD/V/2018,03-05-2018,Lihat SK Operasional,2018-08-20 15,C,600 m2,1.,2.,,,,tknegeripembina.tumbangtalaken@gmail.com,,-5.443757000000,114.421127000000
Kalimantan Tengah,Kab. Gunung Mas,Manuhing,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DAD91F69-A23B-4B9B-81BF-4C41B6251613,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30205168,TK PANDAN WANGI,30205168,TAKARAS,TAKARAS,KEC. MANUHING,KAB. GUNUNG MAS,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PANDAN WANGI,AJ1437,140/005/PEM-DES-01/1987,15-06-1987,0295010142451,25-11-2020,Silakan Upload SK,,,627 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000
