prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5612AEB5-2D2E-4299-8B15-BA8CCD1784BE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875882,KB AL HAMZAH,69875882,DUSUN BEULO,SATTOKO,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/3977/DISDIKPORA,,Silakan Upload SK,,C,160,1. Axis,2. Telkomsel Flash,PLN & Diesel,,,haslawati123@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Axis,900,2,0,0,1,0,0,2,3,5,0,0,0,0,5,0,0,5,4,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7993F468-76C1-4BD5-B7D7-CCB8107B59B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69889390,KB Al-Ihksan,69889390,Poros Majene,RUMPA,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/2368/Disdikpora,04-06-2013,Silakan Upload SK,,B,225,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,-3.402042000000,119.199946000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,4,1,4,0,0,0,0,4,0,0,4,2,0,1,1,0,0,0,1,3,2,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95C9A465-A548-4E19-80A1-FE6559C8A301,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954816,KB AL-MUNAWAROH,69954816,"Dusun Seppong Batu, Desa Landi Kanusuang",LANDI KANUSUANG,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,AHU-391.AH.02.01,13-11-2009,B-3438.a/Disdikpora/Ka.Di,23-09-2016,Lihat SK Operasional,2016-12-03 12,C,150,1. -,2. -,Tidak Ada,,,kbalmuwanarohmapilli@yahoo.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/548D70FF-66F1-4C89-B3EB-EF38055B3550,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875874,KB ANNISA,69875874,JL.MESJID JAMI DUSUN TALOLO,MAPILLI,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04,08-02-2013,503/100/IO-PAUD/DPMPTSP/XII/2018,31-12-2018,Lihat SK Operasional,2023-02-17 10,B,120,1. -,2. Smartfren,Menumpang,,,paudannisampl@gmail.com,,-5.443757000000,114.421127000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,0,0,4,1,5,0,0,0,0,5,0,1,4,3,2,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C1DAEF63-3EB9-4029-92EA-A2B7DFABD7DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875881,KB ATJO DJALAWALI,69875881,JLN.SUNGAI MALOSO NO. 246 DESA BONRA MAPILLI,BONRA,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,,410.42.1626/DISDIKPORA,,Silakan Upload SK,,B,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEC834CF-E48F-4E48-A5A9-4DABE5F8B540,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69889396,KB DARUL HUDA WAL IHSAN (DHI) GUPPI,69889396,JL.poros majene no 194 lampa,RUMPA,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,410.42 / 3575 /Disdikpora,08-12-2011,Silakan Upload SK,,C,100,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,2,0,0,1,0,0,2,2,3,0,0,0,0,3,0,0,3,0,0,2,0,0,0,1,0,3,2,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/71D72BA3-55A8-477F-9324-7E63C603A641,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875879,KB FLAMBOYAN,69875879,DUSUN BAKKOKO,BONRA,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,421.9/1229/DISDIKPORA,,Silakan Upload SK,,C,60,1. Telkom Speedy,2. Telkomsel Flash,Menumpang,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,2,0,0,0,0,0,1,3,4,0,0,0,0,4,0,1,3,2,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28BAFB23-00DE-468F-A101-9ABCE9C49BBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69889397,KB Melati,69889397,Sila-Sila,MAPILLI,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,410.42/967/Disdikpora,07-03-2012,Silakan Upload SK,,C,156,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,2,2,4,0,0,0,0,4,0,1,3,1,1,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/477E1B9C-7DF7-4B3F-AFD9-15059259F503,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875878,KB NURLIAH NAWAS,69875878,DUSUN TANGNGA-TANGNGA,RAPPANG BARAT,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,410.42/2769/DISDIKPORA,,Silakan Upload SK,,B,156,1. -,2. -,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,0,0,2,2,3,1,0,0,0,4,1,0,3,2,1,1,0,0,0,0,0,4,0,0,0,2,0,0,0,0
Sulawesi Barat,Kab. Polewali Mandar,Mapili,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/174F4633-3E01-484C-8704-AD36D174D97E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69875877,KB NURUL FATIMA,69875877,JL. POROS PAREDEANG DESA KURMA,KURMA,KEC. MAPILI,KAB. POLEWALI MANDAR,PROV. SULAWESI BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/2367/DISDIKPORA,,Silakan Upload SK,,C,180,1. -,2. -,PLN,,,paudnurulfatimah@gmail.com,,-3.374972000000,119.179390000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,2,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0
