prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3322BC88-E990-49FD-9F4A-74356C7B7BAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69785134,KB AL-AMIN,69785134,DUSUN IV,PAGAR DEWA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,1,01-01-2010,421.1/2996/DISDIKBUD.ME-2/2022,28-10-2022,Lihat SK Operasional,2023-01-11 11,,96 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,uwuhnurhayati@yahoo.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44E0C9B5-5BEA-42BE-B963-72842DDA6B96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886653,KB CAHAYA NEGERI,69886653,DESA KARANG AGUNG,KARANG AGUNG,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD CAHAYA NEGERI,AJ0131,51,13-03-2015,421.1/36/DISDIKBUD.ME-2/2022,31-01-2022,Lihat SK Operasional,2023-01-29 14,,300 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,123,,kbcahayanegeri92@gmail.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D30FC90-0D04-4AA1-91CE-CEB180E43487,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886652,KB TRI BAKTI,69886652,JL. SENULING INDAH DESA 2 SUMBER MULYA,SUMBER MULYA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ0136,02,03-09-2013,421.1/1564/DISDIKBUD.ME-2/2022,31-01-2022,Lihat SK Operasional,2023-02-06 10,,500 m2,1. Indosat IM3,2. Telkomsel Flash,PLN,,,paudkbtribhakti@gmail.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6504256-DA2A-426B-A70E-CD66F39E87C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948181,KB TUNAS JAYA,69948181,desa mekar jaya dusun II,MEKAR JAYA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ0129,11,02-07-2013,420/35/IV/DIKBUD/2016,02-07-2016,Lihat SK Operasional,2016-08-26 22,,1.072 m2,1.,2.,,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BB07B5ED-8E04-407E-B625-901DFB569DC7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70008850,RA IZZATUL QUR'AN,70008850,DS. SUMBER ASRI PRABUMENANG,SUMBER ASRI,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,2044 tahun 2020,15-06-2020,2044 tahun 2020,15-06-2020,Lihat SK Operasional,2021-03-16 21,,900 m2,1.,2.,,,,,,-3.863400000000,104.100400000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EC6616CE-C356-44BD-A204-CFDD08A6CB67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883967,RA. Abdur Rahman,69883967,Prabumulih-Baturaja Desa Karang Mulia Kec. Lubai Ulu Kab. Muara Enim,PRABUMENANG,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CEDB70D3-BDC9-4F91-8220-5A190D4E2D57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69883968,RA. Al-Asna,69883968,Dusun 1 Rt.04,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,INDONESIA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61A07958-F145-4292-BB8A-F6214AFA528B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69904197,TK ABDURRAHMAN,69904197,JL RAYA PRABUMULIH-BATURAJA KM 45,KARANG MULYA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Abdul Rachman,AJ0127,01,12-06-2012,421.1/2546/DISDIKBUD.ME-2/2022,09-09-2022,Lihat SK Operasional,2023-01-29 14,,400 m2,1.,2.,,,,tkabdurrahman303@gmail.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E42D78DE-9C98-4465-BDB0-F17068BF2C71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987610,TK AMANAH,69987610,JALAN RAYA BATURAJA - PRABUMULIH,PAGAR DEWA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,503/19.LU/KPTS/DPM-PTSP-4/2018,01-08-2018,421.1/1512/DISDIKBUD ME-2/2022,18-07-2022,Lihat SK Operasional,2023-01-29 14,,150 m2,1. Telkomsel Flash,2. -,PLN,,,paudamanah13@gmail.com,,-3.820800000000,104.158600000000
Sumatera Selatan,Kab. Muara Enim,Lubai Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D5DB05B-A6F8-46BE-AD58-A88FC6307DC0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69784170,TK BABUL ULUM,69784170,DESA MEKAR JAYA,MEKAR JAYA,KEC. LUBAI ULU,KAB. MUARA ENIM,PROV. SUMATERA SELATAN,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DARUL ULUM MEKAR JAYA,AX3554,37,27-03-2018,421.1/126/DISDIKBUD.ME-2/2022,22-11-2021,Lihat SK Operasional,2023-01-30 10,,500 m2,1. Indosat IM3,2. Telkomsel Flash,PLN,,,babululumtk@gmail.com,,-3.896700000000,104.035300000000
