prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/243251BA-DC96-4E7B-8ABF-F9157F216A93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824211,AL-HIDAYAH,69824211,NENGGENG,CIMAYASARI,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL HIDAYAH,AA3972,,,421.10/177-PNF,,Silakan Upload SK,,,200,1. -,2. Telkomsel Flash,PLN,,,,,-5.443757000000,114.421127000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,4,1,4,0,0,0,0,4,0,0,4,0,1,0,0,2,1,0,1,3,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79A48E25-9899-4D7E-9230-1391E97493B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976143,BAHRUSSA`ADAH,69976143,KP. KEMBANG SARI RT 31/11,SAWANGAN,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,,,907 TAHUN 2017,16-06-2017,907 TAHUN 2017,16-06-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,B,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B2141F8-CD13-4C6C-8C22-46F92A45AEA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861482,KB BAROKATUL HASANAH,69861482,CIKUDA,LENGKONG,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nusa Indah Lestari,AA3966,,,421.10/215-DISDIK,,Silakan Upload SK,,,0,1. -,2. Telkomsel Flash,PLN,,,barokatulhasanah.cipeundeuy@gmail.com,,-6.489622200000,107.620584800000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,1,0,0,1,0,0,1,2,2,0,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5DD694FC-9E31-49BF-BF6A-8A6F84D8FAB2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861509,KB THORIQUL HUDA,69861509,CIHUNI,CIMAYASARI,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Thoriqul Huda Cimayasari,AA3983,,,421.10/150-DISDIK,,Silakan Upload SK,,B,300,1. -,2. Telkomsel Flash,PLN,,,,,-6.538884900000,107.580299400000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2A4BAB6-FD0D-4A42-AC0D-69FABA731115,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824210,KIDANG KENCANA I,69824210,SAWANGAN,SAWANGAN,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AA3971,,,421.10/174-PNF/2009,,Silakan Upload SK,,C,200,1. -,2. Telkomsel Flash,PLN,,,paudkidangkencana1@gmail.com,,-6.449575000000,107.627673000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,1,0,0,3,3,0,1,0,0,4,0,3,1,0,0,1,0,2,1,0,0,4,0,0,1,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B062AA30-B31D-47A7-A6C8-8F2189C03228,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824199,KIDANG KENCANA III,69824199,SUKASARI,SAWANGAN,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KIDANG KENCANA III CIPEUNDEUY,AA3978,,,421.10/175-PNF/2009,,Silakan Upload SK,,C,200,1. -,2. Telkomsel Flash,PLN,,,Paudkidangkencana3@gmail.com,,-7.057964000000,107.795019000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,2,0,0,1,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82BD8A34-42CE-4323-814A-91EF32392CC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988640,Kober ADZ DZAARIYAAT,69988640,Dsn Wantilan RT.07 RW.03 Desa Wantilan Kec. Cipeundeuy Kab. Subang,WANTILAN,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/407-Disdikbud/2018,02-08-2018,421.10/407-Disdikbud/2018,02-08-2018,Lihat SK Operasional,2019-07-11 10,B,0,1. -,2. -,PLN,,,,,-6.511976900000,107.582544700000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,2,1,0,3,0,2,0,0,1,1,2,0,1,2,1,0,0,0,0,2,0,0,3,1,1,1,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/39598143-600A-4A4C-96E9-F5FD0070472C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861628,MANDIRI,69861628,CIISTAL,CIMAYASARI,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,TPA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.10/171-PNF/2009,,Silakan Upload SK,,,100,1. -,2. Telkomsel Flash,PLN,,,paudmandiri.cipeundeuy@gmail.com,,-6.509227000000,107.625770100000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5CBB3D3-EE2C-4F5C-8489-0A308AA7AC5A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824179,NUSA INDAH IV,69824179,BABAKAN SITU,CIPEUNDEUY,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AA3966,,,421.10/173-PNF/2009,,Silakan Upload SK,,,100,1. -,2. Telkomsel Flash,PLN,,,paudnusaindahiv.cipeundeuy@gmail.com,,-6.485610700000,107.613119500000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D2626A4-50F8-491B-8A09-81D796165FCD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824191,NUSA INDAH VI,69824191,CIPEUNDEUY,CIPEUNDEUY,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.10/170-PNF/2009,,Silakan Upload SK,,B,0,1. -,2. Telkomsel Flash,PLN,,,nusaindahiv.cpdy@gmail.com,,-6.556790700000,107.557363300000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,2,2,4,0,0,0,0,4,1,1,2,0,1,1,1,0,1,0,0,4,0,0,1,0,0,0,0,0
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2124FE3C-10AF-4EF1-877A-60B40CA5E9F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70004460,RA AL-KAUTSAR,70004460,DUSUN KOSAR II,KOSAR,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,,,Nomor 963 Tahun 2019,15-07-2019,Nomor 963 Tahun 2019,15-07-2019,Lihat SK Operasional,2020-09-18 16,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3DE83645-8845-44B9-8178-4EE1279E3CF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027320,RA RIYADHUL AHKAM,70027320,DUSUN PASIRJADI RT 12 RW 05,WANTILAN,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,,,,,643 TAHUN 2021,28-05-2021,Silakan Upload SK (link file tidak valid) => [198197-837631-https,2022-03-28 14,,48,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Subang,Cipeundeuy,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DB4E250-24A0-44FD-8CFB-4191927C0AC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69737342,RA/BA/TA AL AMANAH,69737342,Dusun Cibeunying Rt. 22 Rw. 08,CIPEUNDEUY,KEC. CIPEUNDEUY,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,RA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.505776000000,107.600943000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
