prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B71F15B-50A9-4DE4-B8A5-F4360F8100DD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897377,AL HIDAYAH DATUK KABU,69897377,"DATUK KABU NO, 37 PASAR III",BANDAR KLIPPA,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,3.674460000000,99.061446000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DA2BB56-8194-470E-BE3A-D772A143F2E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963229,Al-Ihsan,69963229,Bandar Khalipah,BANDAR KHALIPAH,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B892EE06-B9FC-40E0-8FBA-A447742AAE5F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69957798,Daarul Jannah,69957798,Jl. Karya Niaga Pasar X Tembung,CINTA RAKYAT,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8493A7E1-B10D-433F-85EF-5F79AF58661E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963235,Darun Najwa,69963235,Bandar Khalipah,BANDAR KHALIPAH,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/956892D9-CD92-46F7-9009-784C70D30DC6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897374,Hidayatul Jannah Nurul Khoiria Percut,69897374,Pasar XV Dusun XX Pondok Kelapa,LAUT DENDANG,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,3.674230000000,99.061423000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F3724A1-639E-4E8E-A347-BF2C7B9C2580,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921983,KB AAMIN,69921983,JL. LEMBAGA DUSUN IV LORONG MULIA DESA TANJUNG REJO,TANJUNG REJO,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,07,07-05-2015,421.9/9068/PLS/2015,17-11-2015,Lihat SK Operasional,2015-12-01 06,Belum Terakreditasi,240,1. -,2. Telkom Speedy,PLN,,,paudaamin12@gmail.com,,3.662045000000,98.732672000000,4,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,2,0,0,5,1,4,0,0,0,0,4,1,0,3,1,1,0,1,0,0,1,0,4,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7672E111-8660-4788-A927-358D7CDECDD9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69905206,KB AISYAH WARDHANI SCHOOL,69905206,JL. H. SARIMAN DUSUN I KAMBOJA NO.92,LAUT DENDANG,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK SWASTA AISYAH,AE8267,AHU-0030203.AH.01.04. Tahun 2021,23-12-2021,503.570/0006/DPMPTSP-DS/P6F-TK/DU/VI/2022,24-06-2022,Lihat SK Operasional,2022-08-30 16,C,411,1. Telkom Speedy,2. Telkom Speedy,PLN,,,paudaisyah15@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,450,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2013,Telkom Speedy
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D6F5C48-AEC7-466B-A230-8822CB08339A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987066,KB AL-A RIFIYYAH,69987066,Jl. Muara Selambo Dusun III-A,AMPLAS,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,05,17-09-2018,421.9/1956/PAUD & PNF/2019,20-03-2019,Lihat SK Operasional,2019-04-12 10,,900,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,1,2,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2013,
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2CFF8897-ABFA-4DB9-800C-39687FED4964,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69763112,KB AL-BAHRI,69763112,JL. PEMBANGUNAN KOMP. MASJID BAITUL ATIQ,KOLAM,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/6077/PLS/2011,13-05-2011,421.9/8462/PLS/2016,06-10-2016,Lihat SK Operasional,2021-06-10 00,B,"1,924",1. Telkom Speedy,2. Telkom Astinet,PLN,,,paudalbahri1@gmail.com,http,3.662773100000,98.801173600000,7,0,0,0,Pagi/6 hari,,2022/2023-2,900,4,0,0,2,0,0,9,0,7,0,0,0,0,7,0,4,3,6,0,0,1,0,0,0,1,6,1,3,0,0,0,0,0,0,2013,Telkom Speedy
Sumatera Utara,Kab. Deli Serdang,Percut Sei Tuan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A624A0E-16AE-4A7C-BBF8-49F6D3E41CC1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69763096,KB AL-FALAH,69763096,JL. PENDIDIKAN II NO. 247 DUSUN II DESA SEI ROTAN,SEI ROTAN,KEC. PERCUT SEI TUAN,KAB. DELI SERDANG,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL-FALAH,AE8245,421.9/1673/PLS/2014,27-02-2014,421.9/1673/PLS/2014,27-02-2014,Silakan Upload SK,,Terakreditasi,200,,2.,,,,paudalfalah2008@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,2013,
