prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7DAD611-A55B-4306-8192-9115DB520735,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69982170,KB  BETESDA INGGONI SOWI,69982170,Jl.Trikora Sowi IV Pantai,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,Nomor,21-09-2018,Nomor,21-09-2018,Lihat SK Operasional,2018-11-16 08,,225,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15E2C89C-018D-4B97-8251-13A74A728C68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70030868,KB BERKAT KEKAL,70030868,Jl. Kampung Barey Timur Warmomi,ANDAY,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,002/SIP-PAUD(KB)/DPMPTSP/03/2022,12-03-2022,421/813/SIO-PAUD-KB/MKW/III/2022,21-03-2022,Lihat SK Operasional,2022-07-14 13,,600,,2.,,,,,,.000000000000,.000000000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,2013,
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/504097D8-CCAE-40D0-BF97-EA30F31241C1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69771614,KB CENDRAWASIH,69771614,JLN.TRIKORA SOWI IV,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SKB,AO5159,,,421/12/SIO-PAUD-KB/MKW/20,,Silakan Upload SK,,A,0,,2.,,,,kbcendrawasih34@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/11757A13-0493-431C-97A4-D4A1FE391F22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69771570,KB HARAPAN BUNDA,69771570,Sowi Gunung Permai II Blok R No. 4 dan 5,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD KB HARAPAN BUNDA,AO5123,AHU-0017469.AH.01.04.Tahun 2019,22-11-2019,421/41/SIO/PAUD-KB/MKW/2017,15-02-2017,Lihat SK Operasional,2021-07-02 11,B,160,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,febbyymambrasar1351@gmail.com,,.000000000000,.000000000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2013,Telkomsel Flash
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B52FB337-9B18-426A-8B9F-9EA89F699ADB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69771613,KB NELAYAN,69771613,JLN.WASIDORI SOWI IV PANTAI,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD NELAYAN,AO5161,KELOMPOK BERMAIN,15-02-2017,421/96.P/SIO-PAUD-KB/MKW/,15-02-2017,Lihat SK Operasional,2022-08-29 05,C,0,1. -,2. -,PLN,,,elizabethtien_sainyakit@yahoo.com,,.913900000000,134.039800000000,0,0,0,0,Pagi/6 hari,,2022/2023-2,"13,000",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2013,Tidak Ada
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0AD37A6-5E7A-4E6C-9F14-1C7FA764E77C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69857884,KB ROCK KIDS,69857884,JL. Drs Esau Sesa Kel. Manokwari Selatan,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan GBI ROCK MINISTRI,AO5163,,,421/07/SIO/PAUD-KB/MKW/20,,Silakan Upload SK,,C,247,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,2,1,0,0,2,3,0,0,0,0,3,0,1,2,0,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,2013,Telkomsel Flash
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9ED41DCF-DA86-4572-A8DB-60D27BBCFD1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69954989,KB TUNAS PAPUA,69954989,Jl. Drs. Esau Sesa Sowi Gunung,SOWI,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421/037/SIO-PAUD-KB/Mkw/2016,21-11-2016,421/037/SIO-PAUD-KB/Mkw/2016,21-11-2016,Lihat SK Operasional,2016-12-06 10,,0,1. -,2. Telkomsel Flash,PLN,,,kbtunaspapua@gmail.com,,-.890242000000,134.043552000000,1,0,0,0,Sehari Penuh/3 hari,,2022/2023-2,"2,300",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,Tidak Ada
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2985465D-72A1-4814-A1B7-8326033A67DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69771609,KB WAMESA CERIA,69771609,JLN.KURI RT.1 KAMPUNG WAMESA KEL.ANDAI,NIMBIAUW / WAMESA,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421/12/SIO-PAUD-KB/MKW/2O,,Silakan Upload SK,,,500,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,Telkomsel Flash
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/246E434E-1FF6-44E9-B6BC-566DA5FBCAC6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70014591,RA DARUL FIKRI,70014591,JL. TRIKORA KAMPUNG BUTON,ANDAY,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,RA,Kementerian Agama,,,AHU0002339AH0104,20-02-2018,131 TAHUN 2021,04-05-2021,Lihat SK Operasional,2022-03-01 13,,0,,2.,,,,,,-.939600000000,134.006800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Papua Barat,Kab. Manokwari,Manokwari Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D4106DC-37E7-45B0-A989-DB4E61F3A1D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70026642,TK BINA INSAN NUSANTARA 2,70026642,JL. Kampung Buton Anday,ANDAY,KEC. MANOKWARI SELATAN,KAB. MANOKWARI,PROV. PAPUA BARAT,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/SIP-PAUD(TK)/DPMPTSP/01/2022,21-01-2022,421/571/SIO-PAUD-TK/MKW/V/2022,23-01-2022,Lihat SK Operasional,2022-03-10 22,,240,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,Telkomsel Flash
