prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/632F65D4-974D-42AA-B699-E96B2B5BEAEA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69889681,KB   AL-HUSEN,69889681,JLN. H IKSAN  RT  02/10,RANCAHILIR,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AG5580,,,421.10/107-DISDIK,26-03-2012,Silakan Upload SK,,,42,,2.,,,,kbalhusen@gmail.com,,-6.285663000000,107.820408000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,1,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92F37A7A-A2ED-488B-9CE3-2FA51559F5A5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824057,KB AS-SAJIDAH,69824057,KARANG SAMBUNG,LENGKONGJAYA,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AD5803,,,421.10/10-DISDIK/2012,,Silakan Upload SK,,,130,1. -,2. -,PLN,,,kbassajidah@gmail.com,,-6.309135800000,107.825601800000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1B8C7AC1-FD2D-4173-9E93-D959961188D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69911044,KB AT TAFWID,69911044,DS JEJERUKAN RT 03 RW 01,RANCAHILIR,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan At Tafwid As Sahidah,AG5572,DISDIK/PAUD.SB.23.01-00205/2013,21-11-2013,DISDIK/PAUD.SB.23.01-00205/2013,21-11-2013,Lihat SK Operasional,2016-12-27 11,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,koberattafwid2@gmail.com,,-6.277955100000,107.798903300000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,0,0,0,2,0,0,3,1,3,0,0,0,0,3,0,1,2,0,1,1,0,0,1,0,1,2,0,0,0,2,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E60E7505-AEC3-4CD7-802C-EA9958EFE830,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824021,KB AZ ZAHRA,69824021,BABAKAN KEPUH RT 11 RW 02,BONGAS,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AD5796,DISDIK/PAUD.SB.23.01-00071/2009,07-12-2009,DISDIK/PAUD.SB.23.01-00071/2009,07-12-2009,Lihat SK Operasional,2016-12-27 11,,0,1. -,2. Telkomsel Flash,PLN,,,bongaskoberazzahra@gmail.com,,-6.275115800000,107.813659900000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,4,0,0,0,0,0,4,1,4,0,0,0,0,4,0,0,4,1,0,0,0,1,2,0,0,4,0,0,4,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8352A7E9-61EC-46F2-86DB-391E9536CAD5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824063,KB BINA KENCANA,69824063,SUKAMAHI,PAMANUKAN,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AD5805,,,421.10/111-PNF/2009,,Silakan Upload SK,,,0,1. -,2. Telkom Speedy,PLN,,,koberbinakencana@gmail.com,,-6.301413200000,107.801591100000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,2,0,1,1,0,0,0,0,4,0,0,0,2,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1AE91BCE-EF14-413E-8720-AFDD7BDAAB3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824035,KB BUSTANUL WILDAN,69824035,BONGAS RT 03 RW 01,BONGAS,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL BARKAH,AI1743,DISDIK/PAUD.SB.23.01-00089/2009,07-12-2009,DISDIK/PAUD.SB.23.01-00089/2009,07-12-2009,Lihat SK Operasional,2022-01-16 02,C,450,1. -,2. Telkom Speedy,PLN,,,bwbongaspmk@gmail.com,,-6.308042000000,107.828938000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,6,0,4,0,0,0,0,4,0,0,4,1,1,2,0,0,0,0,0,4,0,2,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C887E992-8452-47C9-AAB5-58C0C98BA8E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878463,KB DARUL ILMI,69878463,DSN BARU,MULYASARI,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AD5792,Disdik/Paud.sb.23.01-00726/2014,25-06-2014,Disdik/Paud.sb.23.01-00726/2014,25-06-2014,Lihat SK Operasional,2023-01-11 13,,160,1. -,2. Telkomsel Flash,PLN,,,darulilmi34@yahoo.com,,-6.291542000000,107.820897000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,4,0,3,0,0,0,0,3,0,0,3,0,1,0,0,1,0,1,0,3,0,2,0,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CC89102-41A1-4583-B7DF-4636F00DFE85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878480,KB MADYASIN AL-BAROKAH,69878480,PANGADANGAN RT.15/06,RANCASARI,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN MADYASIN AL BAROKAH,AG5582,,,421.10/204-DISDIK/2013,,Silakan Upload SK,,,0,,2.,,,,kbmadyasinalbarokah@gmail.com,,-6.284384700000,107.828154400000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/667E32E7-811C-4D17-B5B7-A3C97AAD076D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69911024,KB TERATAI II,69911024,JL RANCASARI DALAM RT 08 RW 03,RANCASARI,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN TERATAI BANI MUSTOFA,AD5797,DISDIK/PAUD.SB.23.01-00013/2010,18-11-2010,DISDIK/PAUD.SB.23.01-00013/2010,18-11-2010,Lihat SK Operasional,2016-12-27 11,A,288,,2.,,,,koberteratai2@gmail.com,,-6.298310400000,107.822770600000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Subang,Pamanukan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/913900FE-1E26-4980-818E-5CD8A2D8A485,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69824070,KB TUNAS BARU,69824070,JLN. GUDANG GARAM RT.03/02,LENGKONGJAYA,KEC. PAMANUKAN,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL-HUSNA LENGKONG JAYA,AD5802,,,421.10/109-PNF/2009,,Silakan Upload SK,,B,630,1. -,2. Telkom Speedy,PLN,,,paudtunasbaru08@gmail.com,,-6.274346000000,107.821468000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,0,3,0,0,0,1,2,0,1,2,0,2,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,Tidak Ada
