prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/69DBB6E5-FB79-4276-B911-1975C8A56A6C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963276,Azharani,69963276,Bindu,BINDU,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,0,26-10-2017,0,26-10-2017,Silakan Upload SK,,C,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/34923037-4325-49E2-BF52-E958E499F9B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69960821,KB AMANAH,69960821,Desa Kedondong,KEDONDONG,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,420/55/UPTD.PJN/XIV/2011,14-11-2011,420/31/IV/XXI/2012,09-01-2012,Lihat SK Operasional,2017-03-16 20,C,625 m2,1. Indosat IM3,2. Indosat IM3,PLN,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC5EDCD5-A149-4313-BF4C-DE76D5AA0F06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69809015,KB AN NUR,69809015,Jl. Lingkar Desa Saung Naga,SAUNG NAGA,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,AX2415,594/01/SPE/2013,31-05-2013,420/07/IV/XXI/2013,15-08-2013,Lihat SK Operasional,2020-09-23 21,C,300 m2,1. -,2. Telkomsel Flash,PLN,,,annurpaud46@gmail.com,,-3.861100000000,104.412400000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/273BAA23-E90C-4560-ADDC-E4ED00A72DDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69808996,KB ASSALAM,69808996,PENILIKAN,PENILIKAN/MITRA OGAN,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ASSALAM PENILIKAN,AF1983,,,420/02/IV/XXI/2013,,Silakan Upload SK,,B,1.200 m2,1. -,2. Telkomsel Flash,PLN,,,as315119@gmail.com,,-3.857918000000,104.348273000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D70ED60-F723-4B33-B4BC-70A9FBB7E114,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69766379,KB AULA DUNA,69766379,BLOK K,PENINJAUAN,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB AULA DUNA,AC0311,,01-01-1900,420/482/IV/XXI/2008,01-01-1900,Silakan Upload SK (link file tidak valid) => [414741-970138--],2021-01-28 13,B,600 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,ernyambarwatie13031976@gmail.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/129A2AAC-4ADF-41FD-9E36-45982619C70A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69766371,KB CENDIKIA,69766371,JL.RAYA BATURAJA-PENINJAUAN,DURIAN,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AF1988,05/KPTS/2009,10-07-2009,420/123/II/XV/2018,24-10-2018,Lihat SK Operasional,2018-11-07 08,B,300 m2,1. -,2. -,PLN,0,0,dheen_qyent@yahoo.com,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6E82F5F-2928-437B-A6DE-3C09B7F26006,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69766370,KB KAMBOJA,69766370,SUKA PINDAH,KEDONDONG,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan arafa firjatulah cemerlang,AF1989,,,04/KB-PAUD.08,,Silakan Upload SK,,,450 m2,1. -,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/41DDDB01-8E83-47C1-B36C-4C4E8283EFD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69956818,KB NUSANTARA,69956818,DESA PENILIKAN,PENILIKAN/MITRA OGAN,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,04/KB-PAUD/N/2008,18-03-2008,420/481/IV/XXI/2008,09-04-2008,Lihat SK Operasional,2017-01-05 14,C,375 m2,1.,2.,,,,,,.000000000000,.000000000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C279F800-A0D7-4C6B-BF03-26E075DE5A39,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69766382,KB YOGA TAMA,69766382,kopel tanjung makmur,PENINJAUAN,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,01-01-1900,08/KB-PAUD/YT/2009,01-01-1900,Silakan Upload SK (link file tidak valid) => [373814-106466--],2020-09-12 13,B,625 m2,1. -,2. Smartfren,PLN,,,ninarofiah197@gmail.com,,-4.131400000000,104.176500000000
Sumatera Selatan,Kab. Ogan Komering Ulu,Peninjauan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7162675A-5C57-46CE-A291-583358D1852B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69907950,PAUD CAHAYA ANANDA,69907950,desa kepayang,KEPAYANG,KEC. PENINJAUAN,KAB. OGAN KOMERING ULU,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,DINAS PENDIDIKAN KAB OKU,13-01-2015,DINAS PENDIDIKAN KAB. OKU,13-01-2015,Silakan Upload SK (link file tidak valid) => [794676-389781--],2023-03-09 04,,150 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,cahaya.ananda13@yahoo.co.id,,.000000000000,.000000000000
