prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1636F86C-F9CF-4740-839E-3AD42FD3E1FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69995563,AL-ARIFIN,69995563,Jalan Taib,KURAU BARAT,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/695BEFBD-31FF-421D-BDAE-46BCD2E4FD49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769530,PAUD AL-ANNISA BEROK,69769530,JL. KOMPLEK GURU RT 03,BEROK,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/725/DINDIK/2014,01-01-2014,503/018/iopsek-kb/dpmptk/2019,28-06-2019,Lihat SK Operasional,2019-10-08 15,B,0,1. Axis,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,4,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,1,0,0,0,4,4,0,0,0,0,4,0,2,2,0,0,1,0,0,2,1,0,4,0,2,0,0,0,0,0,0,2013,Axis
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F51A1E0-C588-4060-BABD-F9B24B24609E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769526,PAUD AL-HIKMAH KURAU TIMUR,69769526,JL. TRAN KURAU TIMUR,KURAU,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AD0613,140/8015/KRT/2010,10-01-2010,503/023/IPSP-NONFORMAL/DPMPTK/2020,20-06-2022,Lihat SK Operasional,2023-02-19 19,C,0,1. -,2. -,PLN,,,paudalhikmah2019@gmail.com,,-2.373398000000,106.261139000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,2,0,0,0,3,3,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2013,Tidak Ada
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3CD9C2B1-2FC0-4BA4-850A-B9769D6045E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769531,PAUD ARRAISYAH BEROK,69769531,JL. RAYA BEROK NO.1066 KOBA,BEROK,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ARRAISYAH ALHAMS CENTER,AD0604,02/KPTS/SK-KD/MKL/2010,18-08-2010,503/008/IPSP-NONFORMAL/DPMPTK/2022,21-03-2022,Lihat SK Operasional,2023-02-16 20,B,"1,692",1. Telkomsel Flash,2. Telkom Speedy,PLN,,071861414,kb.arraisyah@gmail.com,,-2.487793000000,106.406279000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"3,500",2,0,1,2,0,0,1,2,2,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2013,Telkomsel Flash
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26A0460A-7AC3-4D50-B147-3F6D2AC12977,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769519,PAUD AYYAS KID`S CENTER KOBA,69769519,KERANGGAN RT 04,KOBA,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Permata Ilmu Insani,AD0608,421.1/82/DIDIKPARBUD/2005,05-08-2005,503/022/IPSP-NONFORMAL/DPMPTK/2021,28-10-2021,Lihat SK Operasional,2022-09-21 09,B,611,1. Telkomsel Flash,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,2013,Telkomsel Flash
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3945FA1-365E-4F3B-8BD0-4F2848DE2C3B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769523,PAUD CINTA BUNDA GUNTUNG,69769523,DESA GUNTUNG,GUNTUNG,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan paud cinta bunda,AD0617,188.45/02/GT/2010,05-01-2010,503/005/IOPSEK-KB/DPMPTK/2020,16-03-2020,Lihat SK Operasional,2022-04-13 09,C,162,1. Telkomsel Flash,2. Axis,Menumpang,,,rustari1212@gmail.com,,-2.480585000000,106.389751000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,4,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,1,1,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,2013,Telkomsel Flash
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86C5A714-4914-4789-9CEB-27DA6C870AA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70005485,PAUD KEMILAU INDAH,70005485,Jl. Lingkar Sawit RT. 05,ARUNG DALAM,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,SK/001/YAH/XII/2019,17-07-2019,503/11/IOPSEK-KB/DPMPTK/2020,25-08-2020,Lihat SK Operasional,2020-11-10 15,,"619,369",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kemilauindah45@gmail.com,,.000000000000,.000000000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,5,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2013,Telkomsel Flash
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F9E2289-7122-4520-AB66-7E6B193A31CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769532,PAUD KEMUNING SIMPANG PERLANG,69769532,K.H WAHID HASYIM NO. 501,SIMPANG PERLANG,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Kemuning Simpang Perlang,AD0600,421.1/109/1005/2010,12-05-2010,503/012/IPSP-NONFORMAL/DPMPTK/2021,16-04-2021,Lihat SK Operasional,2022-08-09 14,C,462,1. -,2. Axis,PLN,,,paudkemuningkoba@gmail.com,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"2,200",1,0,1,0,0,0,1,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,2013,Tidak Ada
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90929AC7-50DA-457A-9F70-877E7609F2FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769533,PAUD KHOIRUNNISA SIMPANG PERLANG,69769533,JL. PESANTREN,SIMPANG PERLANG,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/Y.KH/2004,18-07-2004,503/002/IPSP-NONFORMAL/DPMDPK/2023,27-01-2023,Lihat SK Operasional,2023-02-17 06,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2013,Telkom Speedy
Kepulauan Bangka Belitung,Kab. Bangka Tengah,Koba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53D2BFDA-A76F-42A3-887A-B09DB3B9950D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69769518,PAUD KOSGORO KOBA,69769518,JL. POS KOBA,KOBA,KEC. KOBA,KAB. BANGKA TENGAH,PROV. KEPULAUAN BANGKA BELITUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN KOSGORO,AD0619,67/YYSN.PEND.KOSGORO/VII/2005,19-07-2005,503/004/IPSP-NONFORMAL/DPMPTK/2022,16-02-2022,Lihat SK Operasional,2022-03-18 05,B,0,1. -,2. Telkom Speedy,PLN,,,paudkosgoro01@gmail.com,,-6.225500000000,106.802100000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,200",1,0,0,2,0,0,3,0,2,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2013,Tidak Ada
