prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2133B217-C5B5-4E7B-81A3-D65D8B979845,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967313,KB EMBUN PAGI,69967313,Desa Ulusawa,ULUSAWA,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/733/DPK/2017,26-09-2017,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01ED102-83FA-40FE-A2E7-6444FD61FBCC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69906220,PAUD TK AZ ZAHRA,69906220,JALAN DESA PUUPI,PUUPI,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN5899,005/DS.P/I/2015,03-01-2015,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,120,1. -,2. Telkomsel Flash,Tidak Ada,,,,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59177626-4F29-4F46-B71C-C059AB27DCBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69906221,PAUD TK HARAPAN BARU,69906221,Jalan Trans Sulawesi,MATANGGONAWE,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AF7803,421.9/260/DPK/TAHUN 2014,21-03-2014,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,120,1. -,2. Telkomsel Flash,Tidak Ada,,,tkharapanbaru6782@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D17E1591-DA9F-43AD-B7C6-E802DE7B7259,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892364,PAUD TK MEKAR SARI,69892364,Jl. WISATA,PUDONGGALA,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA PENDIDIKAN PAUD TK MEKAR SARI,AF7806,07/DP/2014,21-01-2014,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,300,1. XL (GSM),2. Telkomsel Flash,PLN,,,tkmekarsari.konut@gmail.com,,-3.766430000000,122.442749000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,3,0,2,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,XL (GSM)
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72A8A0BE-DD2B-4CB8-A103-4FC9075C35C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69906217,PAUD TK NUR ALIYAH,69906217,Jalan Trans Sulawesi,TONGAUNA,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AF7804,400/29/2014,15-03-2014,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,132,1. -,2. Telkomsel Flash,Tidak Ada,,,,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54AD6351-C5A5-4B4A-993B-A386E2319DF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69906218,PAUD TK TERATAI,69906218,Jalan Trans Sulawesi,LALEMBO,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga PAUD TK Teratai,AF7802,02/30/DS/TAHUN 2014,02-02-2014,421.9/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tkteratai.konut@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,2013,Telkomsel Flash
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7EEC7948-7982-4259-A47C-CAFFFA39A32A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69898854,Shohibul Fiqri NW,69898854,Desa Wawoluri,WAWOLURI,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-3.625001000000,122.655001000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/213CD950-905B-4DEE-B746-1EDBEAB1AEAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993138,TK CERIA ANAWAI,69993138,Jalan Poros Motui,KOKAPI,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.9/1544/DPK/2018,26-11-2018,421.9/717/DPK/2021,28-06-2021,Lihat SK Operasional,2021-06-28 13,B,750,1. -,2. Telkomsel Flash,Tidak Ada,,,,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C093B90F-5F24-4209-8BB1-26B14D61E2FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69987047,TK KARYA BAHARI,69987047,Desa Laimeo,LAIMEO,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK KARYA BAHARI,AF7805,421.9/624/DPK/2018,29-03-2018,421.9/625/DPK/2019,29-03-2019,Lihat SK Operasional,2019-04-11 14,C,750,1. -,2. Telkomsel Flash,PLN,,,tk.kon.as.a.ra1@gmail.com,,.000000000000,.000000000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,Tidak Ada
Sulawesi Tenggara,Kab. Konawe Utara,Sawa,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/77CB0EEB-F472-4FCC-AC64-8900D22443D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69763321,TK MAWAR,69763321,Jalan Pelabuhan,SAWA,KEC. SAWA,KAB. KONAWE UTARA,PROV. SULAWESI TENGGARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga PAUD TK Mawar,AN5900,090/23/KS/2008,01-12-2008,491.1/665/DPK/2020,06-10-2020,Lihat SK Operasional,2020-10-15 08,B,300,1. -,2. Telkomsel Flash,PLN,,,mawartk2020@gmail.com,,.000000000000,.000000000000,3,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,1,0,2,0,2,0,1,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2013,Tidak Ada
