prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06F0BF58-9C02-42F5-9662-9CBE2A24F30C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805490,KB AL - HIKMAH PLUS,69805490,JL. SIBUHUAN - GUNUNG TUA,TANGGA BOSI,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AB7525,,,421.9/11/P/2009,,Silakan Upload SK,,,"2,048",,2.,,,,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/236D2D87-371F-482A-94DB-F17AD5EFFFE1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861755,KB AL - ROHANI,69861755,JALUR DUA,HUTA NOPAN,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Paud Al Rohani,AB7528,,,421.9/0901/PLS/2014,,Silakan Upload SK,,C,"1,250",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,paudrohani@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,2,0,0,1,2,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,1,2,0,6,0,0,0,0,0,0,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDE363CC-678B-49D1-90BF-952DBE341ADC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805425,KB ANIQA,69805425,JL. Lintas Gunung Tua,HUTA LOMBANG,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AB7516,,,421.9/716/P/2010,,Silakan Upload SK,,C,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8879C613-E71D-48F0-A070-0F10DCF76827,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805446,KB KASIH BUNDA,69805446,SANGKILON,SANGKILON,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/3575,,Silakan Upload SK,,,360,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,aualubis1998@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FBDB8B0C-2490-45A1-A4D2-645D958F8A65,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805426,KB MAJU BERSAMA,69805426,BATANG BULU TANGGAL,BATANG BULU TANGGAL,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AE9227,,,421.9/3975/PLS/2011,,Silakan Upload SK,,,360,1. -,2. Telkomsel Flash,Lainnya,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,0,2,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,1,0,1,1,0,0,0,0,3,0,2,0,0,0,0,0,0,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/31BDC680-403D-494A-8390-14A97BAB371B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805410,KB PELITA HARAPAN,69805410,PASAR LATONG - BATANG BULU TANGGAL,PASAR LATONG,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,421.9/2294/P/2011,,Silakan Upload SK,,,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"2,200",1,0,0,1,0,0,2,2,4,0,0,0,0,4,0,0,4,2,0,1,1,0,0,0,1,3,0,1,0,0,0,0,0,0,Telkomsel Flash
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E1BACD9-3762-458D-BC31-5F44B5E9257E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805442,KB PUTRA KEMBAR,69805442,PARSOMBAAN,PARSOMBAAN,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,421.9/0883/PLS/2013,,Silakan Upload SK,,,450,1. -,2. -,Menumpang,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,45,1,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,3,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Tidak Ada
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6009FDC5-F557-4D2F-9970-93670B1220A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861758,KB SUMBER SAWIT MAKMUR,69861758,SIALI - ALI,SIALI ALI,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,421.9/014/PLS/2014,,Silakan Upload SK,,,100,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/015650BE-5546-494D-A6DA-227BA25BA40B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861756,KB SUTAN SINALOAN,69861756,LINTAS GUNUNG TUA,PASAR LATONG,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/3945/PLS/2012,,Silakan Upload SK,,,240,,2.,,,,paudsutansinaloanlubis@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE34384C-7B92-4EBF-9DEC-62264229EB6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70011576,TK AL - ROHANI,70011576,HUTANOPAN,HUTA NOPAN,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,12,22-03-2021,421.9/603/PNFI/2021,26-03-2021,Lihat SK Operasional,2021-07-27 13,,660,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,dewispane1988@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,Telkom Speedy
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/81F50A88-55D7-44A8-B7FA-770FE66C279E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69805465,TK AL HIKMAH PLUS,69805465,JL. SIBUHUAN - GUNUNG TUA,TANGGA BOSI,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AB7525,,,503/005/2010,,Silakan Upload SK,,,"2,048",,2.,,,,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Sumatera Utara,Kab. Padang Lawas,Lubuk Barumun,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/301C7062-C321-4C16-9711-9186CF52A344,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036090,TK DAARUL JARIYAH,70036090,DESA BONAL,BONAL,KEC. LUBUK BARUMUN,KAB. PADANG LAWAS,PROV. SUMATERA UTARA,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,04,07-10-2022,421.9/3754/PNFI/2022,30-11-2022,Lihat SK Operasional,2022-12-14 14,,0,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,,,,,,,,,
