prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B1F8F9A9-3048-4F2A-A4CA-146D357E0F93,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886639,KB HARAPAN IBU,69886639,PEKON RINGIN JAYA,BERINGIN JAYA,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DHARMA CENDEKIA ADIKARYA,AF3176,,,420/1158/II.01/V/2014,,Silakan Upload SK,,,135,,2.,,,,,,.000000000000,.000000000000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F0EF13E-EF15-47E3-80D8-EBA461C52835,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69973313,KB KARTINI,69973313,PEKON BUMI HANTATAI,HANTATAI,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DHARMA CENDEKIA ADIKARYA,AF3176,0,01-02-2018,420/370/II.01/I/2016,28-01-2016,Lihat SK Operasional,2018-02-22 11,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,Kbkartinihantatai@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Telkomsel Flash
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43F1977B-B7A2-493C-845A-616F2A22BAFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69886641,KB PERMATA BUNDA,69886641,PEKON TANJUNG SARI,TANJUNG SARI,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DHARMA CENDEKIA ADIKARYA,AF3176,,,420/1157/II.01/V/2014,,Silakan Upload SK,,Belum Terakreditasi,96,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbpermatabundabns@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Telkomsel Flash
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F9C82C0-A060-48F8-9F40-169398EEC1AE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69753825,RA AL HIKMAH,69753825,Jalan Raya Sukajadi Suoh,SUOH,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,-kd.08.04/4/PP.01.1/124/2013,14-02-2013,Kd.08.04/4/PP.01.1/124/2013,14-02-2013,Lihat SK Operasional,2017-11-21 10,C,500,,2.,,,,,,-5.231486000000,104.300000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/663FA4F8-C774-461B-B2D7-9CD9071C11F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975976,RA AL ISLAMIYAH,69975976,Jalan Lintas Suoh,SRI MULYO,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,KW.08.2/HK.00.8/151/2017,14-06-2017,KW.08.2/HK.00.8/151/2017,14-06-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/674499DE-2C7B-4717-BF46-A2A66CE79B86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69884025,RA AL ISTIQOMAH,69884025,Jalan Lintas Sukabumi,GUNUNG RATU,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.08.04/04/PP.01.1/762.c/2013,22-11-2013,Kd.08.04/04/PP.01.1/762.c/2013,22-11-2013,Silakan Upload SK,,C,"1,750",,2.,,,,,,-5.191606000000,104.360161000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F5165648-C98F-40FD-82F5-91B7DFDBB3C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69731858,RA AL MAARIF,69731858,Jalan Wisata Lintas Suoh,TRI MEKARJAYA,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,Kd.08.04/4/PP.01.1/064/2012,10-02-2012,Kd.08.04/4/PP.01.1/064/2012,10-02-2012,Lihat SK Operasional,2016-02-28 19,C,500,,2.,,,,,,-5.240020000000,104.300000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48EED138-5E45-40F4-B410-622437AC91E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69940902,RA AL MUNAWAROH,69940902,Jalan Raya Suoh Sekincau,NEGERI JAYA,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.08.04/4/PP.01.1/762.f/2011,22-11-2013,Kd.08.04/4/PP.01 .1/762.f/2013,22-11-2013,Lihat SK Operasional,2017-11-21 10,C,150,,2.,,,,,,-5.390000000000,103.550000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABB7D176-8761-42A0-BEC5-CF5EFC50D902,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69884026,RA DARUSSALAM,69884026,Jalan Talang Kudus,SUOH,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.08.04/04/PP.01.1/762.e/2013,22-11-2013,Kd.08.04/04/PP.01.1/762.e/2013,22-11-2013,Silakan Upload SK,,C,450,,2.,,,,,,-5.219998000000,104.297030000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Barat,Bandar Negeri Suoh,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C352795-4EDF-4260-8B20-30486F60BD87,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69753824,RA NAHDHATUT THOLABAH,69753824,Jalan Wisata Bandar Agung,BANDAR AGUNG,KEC. BANDAR NEGERI SUOH,KAB. LAMPUNG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,,,Kd.08.04/4/PP.01.1/123/2013,14-02-2013,Kd.08.04/4/PP.01.1/123/2013,14-02-2013,Lihat SK Operasional,2017-12-04 13,C,420,,2.,,,,,,-5.250969000000,104.333333000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
