prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/322EBF08-8180-47A9-A0D6-10E884B3572F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984226,KB Al - Husni,69984226,Desa Cot Asan Kec. Nurussalam Kab. Aceh Timur,COT ASAN,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA PENDIDIKAN ISLAM AL - HUSNI,AL4938,351/PAUD/2018,13-11-2018,351/PAUD/2018,13-11-2018,Lihat SK Operasional,2018-12-31 17,,540,1. -,2. -,PLN & Diesel,,,kbalhusnibagok@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,1,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7E6CE65-7551-4247-A058-404A68D841BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69812518,KB AMANAH BANGSA,69812518,Jalan Medan - Banda Aceh Dusun Persada Desa Keude Bagok Dua,KAMPUNG KEUDE BAGOK,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD AMANAH BANGSA,AE7620,07 (Tujuh ),06-08-2016,503.04/44/PaudVIII/2021,18-08-2021,Lihat SK Operasional,2021-09-14 14,,60,1. -,2. Telkomsel Flash,PLN,,,paudamanahbangsa69@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Siang/6 hari,,2022/2023-2,Tidak Ada,2,2,0,0,0,0,0,2,2,4,0,0,0,0,4,0,1,3,1,1,1,1,0,0,0,0,4,0,2,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/594CFD0F-8C86-46A4-8388-B6B08B0B0A29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69986663,KB BOH HATEE BUNDA,69986663,Desa Alue Siwah Serdang Kec. Nurussalam Kab. Aceh Timur,ALUE SIWAH SERDANG,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,302 / PAUD / 2018,12-07-2018,302 / PAUD / 2018,12-07-2018,Lihat SK Operasional,2019-03-28 10,,400,1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,500,2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2466BB5-328B-48A4-8900-32ADFC0802EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984247,KB Bunga Kembar,69984247,Desa bantayan Kec. Nurussalam Kab. Aceh Timur,BANTAYAN,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,325/PAUD/2018,15-08-2018,325/PAUD/2018,15-08-2018,Lihat SK Operasional,2018-12-31 17,,400,1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,500,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF969806-BC1F-4861-9B2B-F16DE7BEDA06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003864,KB GAMPONG PEULAWI,70003864,Gampong Peulawi Kec. Nurussalam Kab. Aceh Timur,PEULAWI,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,19 / PAUD / 2019,20-12-2019,503.04 / 52 / PAUD / IX /2022,08-09-2022,Lihat SK Operasional,2020-08-31 12,,0,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,1,0,0,1,1,2,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B78CC758-31B4-41A8-AEC2-0001C39B182D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69990549,KB GENERASI CERDAS,69990549,Desa Meunasah Teungoh Kec. Nurussalam Kab. Aceh Timur,MEUNASAH TEUNGOH,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,269/PAUD/2019,19-08-2019,269/PAUD/2019,19-08-2019,Lihat SK Operasional,2020-10-22 11,,0,1. -,2. Telkomsel Flash,PLN,,,cerdasgenerasi86@gmail.com,,.000000000000,.000000000000,5,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,1,0,4,0,4,0,0,1,1,4,0,0,5,2,1,0,1,0,1,0,0,5,0,2,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13320E2C-B812-41B7-868F-592E964FEB36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69968835,KB PAUD AL - HANIF,69968835,Desa Matang Kunyet Kec. Nurussalam Kab. Ace Timur,MATANG KUNYET,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AE7626,160/PAUD/2017,17-10-2017,160/PAUD/2017,17-10-2017,Lihat SK Operasional,2017-10-26 10,,225,1. Lainnya,2. Lainnya,PLN,,,paudalhanif2020@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya,4,4,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F29D7AD6-5F78-421C-8B22-7997C9066096,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818245,KB PAUD AL - RIZKI,69818245,TEUPIN PUKAT,TEUPIN PUKAT,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AE7601,30,26-11-2010,106 /PAUD /2018,02-05-2018,Lihat SK Operasional,2023-02-14 12,,400,1. -,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,0,0,0,2,3,4,0,0,0,0,4,0,1,3,1,1,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B4B8144-E7D6-4DEF-AD05-0231860903F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69812387,KB PAUD TERPADU NURUL IMAN,69812387,Jl. Ulee Gajah,SEUNEUBOK RAMBONG,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Nurul Iman,AE7621,250/PAUD/2016,01-12-2016,503.04/02/PAUD/I2021,08-01-2021,Lihat SK Operasional,2021-09-18 07,,400,1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,500,3,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,0
Aceh,Kab. Aceh Timur,Nurussalam,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF608284-0694-454D-A3AB-E4BB39C975E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818235,KB TERPADU TAMAN CERIA,69818235,Jalan Ulee Gajah,BLANG PANJOU,KEC. NURUSSALAM,KAB. ACEH TIMUR,PROV. ACEH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TAMAN CERIA,AE7602,02,24-07-2012,503.04 / 43 / PAUD / VIII / 2021,19-08-2021,Lihat SK Operasional,2021-12-31 12,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,mardiatiyahya@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,3,0,0,1,0,0,1,3,4,0,0,0,0,4,0,1,3,3,1,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
