prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D665D19C-9CBE-4B0A-ACC8-A0B15F786305,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70034976,KB MELATI,70034976,Desa Talio,TALIO,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,503/57/PAUD/PTSP/DPMPTSP-PP/XII/2021,30-12-2021,503/57/PAUD/PTSP/DPMPTSP-PP/X/2022,17-10-2022,Lihat SK Operasional,2022-10-28 15,,0 m2,1.,2.,,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85416679-A7D0-46CC-9F61-A2830BE34992,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70032213,KB. MAWAR MERAH,70032213,Jl. Poros C,GADABUNG,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,503/01/PAUD/PTSP/DPMPTSP-PP/I/2022,05-01-2022,503/01/PAUD/PTSP/DPMPTSP-PP/I/2022,06-01-2022,Lihat SK Operasional,2022-08-16 16,,400 m2,1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFCAD528-D2DF-4EBE-A302-F1B39545AF4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69853105,KBA MEKAR SARI,69853105,RAYA MELATI,MULIA SARI,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KARTIKA,AJ1491,,,490/53/DISDIK-PLS/2014,,Silakan Upload SK,,,150 m2,1. -,2. Lainnya,PLN,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BCB3D294-7397-4AA7-AC96-60AE58A85ADC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69885861,RA. Al Ikhwan - 2,69885861,JL PEMBANGUNAN 1 DESA PANGKOH HULU,DANDANG,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0 m2,1.,2.,,,,,,-2.250010000000,113.630010000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A348EA3B-4769-4291-8385-01EA2F458A2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861072,TK AISYIYAH BUSTANUL ATHFAL,69861072,JL. BUDI UTOMO,TALIO MUARA,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO5621,490/136/DIKDIS-PLS/2014,02-07-2014,503/17/PAUD/PTSP/DPMPTSP-PP/VIII/2021,16-08-2021,Lihat SK Operasional,2023-03-29 11,B,1.600 m2,1. Lainnya,2. Indosat IM3,PLN,,,tk.aisyiyahpandihbatu@gmail.com,,-3.094900000000,114.125000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6DCB003-A189-4E4D-B358-947900932153,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69901712,TK AL IKHWAN-1,69901712,Jalan tawes 1,PANGKOH SARI,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Ikhwan,AJ1493,490/010/disdik-PLS/2015,05-03-2015,503/10/PAUD/PTSP/DPMPTSP-PP/II/2022,21-02-2022,Lihat SK Operasional,2022-03-31 15,C,500 m2,1. -,2. Lainnya,PLN,,,alikhwan1pangkoh@gmail.com,,-3.056286000000,114.135658000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/16810A95-BF2B-4707-A6E3-159F9F3382D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000042,TK AL-IKHWAN-3,70000042,Dusun Palambahen,PANGKOH HULU,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,503/47/PAUD/PTSP/DPMPTSP-PP/XII/2019,02-12-2019,503/79/PAUD/PTSP/DPMPTSP-PP/XII/2021,20-12-2021,Lihat SK Operasional,2022-05-12 15,,120 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tkalikhwan03@gmail.com,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4C720F20-E833-40DD-8155-F2BCE981BF37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950504,TK BINA HARAPAN,69950504,Desa Dandang,DANDANG,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BINA HARAPAN,AJ1494,503/10/PAUD/PNP/BPMPTSP-PP/II/2016,12-02-2016,503/12/PAUD/PTSP/DPMPTSP-PP/II/2020,17-02-2020,Lihat SK Operasional,2021-07-23 08,B,394 m2,1. -,2. -,PLN,,,tkbinaharapan.pb@gmail.com,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6181B65-4724-4A68-B2F5-0B43D2FB8B74,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937976,TK BUDI UTOMO,69937976,Desa Kantan Atas,KANTAN ATAS,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BUDI UTOMO,AJ1490,503/43/PAUD/PNP/BPMPTSP-PP/III/2016,03-03-2016,503/80/PAUD/PTSP/DPMPTSP-PP/XII/2021,20-12-2021,Lihat SK Operasional,2022-05-12 15,C,900 m2,1. -,2. Lainnya,PLN,,,,,.000000000000,.000000000000
Kalimantan Tengah,Kab. Pulang Pisau,Pandih Batu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFB87668-0876-4D01-9390-438B77EA2F02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69853089,TK DEWI SARTIKA,69853089,BARITO V,BELANTI SIAM,KEC. PANDIH BATU,KAB. PULANG PISAU,PROV. KALIMANTAN TENGAH,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK DEWI SARTIKA,AJ1486,490/124/DISDIK-PLS/2014,02-01-2014,503/09/PAUD/PTSP/DPMPTSP-PP/III/2020,17-02-2020,Lihat SK Operasional,2021-07-23 08,B,1.200 m2,1. -,2. Lainnya,PLN,,,,,-3.134852000000,114.188972000000
