prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/940E143A-95F8-4946-AEFD-DC2DD3984B36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797723,KB Al - Hidayah,69797723,Marisa VI,UPT.MARISA VI,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,420/Prnd/    /PNFI/I/2009,,Silakan Upload SK,,C,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kbalhidayahtaluditi2020@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/59AE523B-69CD-4306-B0D2-F43E7BCA1551,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797706,KB ANGSANA,69797706,TRANS TALUDITI,PANCA KARSA I,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,800/PEND/235/III/2017,27-03-2017,800/PEND/235/III/2017,27-03-2017,Lihat SK Operasional,2021-07-04 15,C,400,1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,kbangsanataluditi@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/480DEADC-5A0A-48B8-914B-1CAEA69F97F1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797738,KB Anugrah,69797738,Tiro asri,TIRTO ASRI,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,808/Pend/  /PNFI/I/2010,,Silakan Upload SK,,B,225,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5F2B123-6C37-4FDB-B518-D65512B4AB4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867710,KB Cempaka Putih,69867710,Marisa VI,UPT.MARISA VI,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB Cempaka Putih,AG2507,,,808/Pend/       /PNFI/VI/,,Silakan Upload SK,,C,700,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,cempakaputihtaluditi@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/957940E2-3516-4A0A-969F-CA9BA3432713,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797724,KB Ceria,69797724,Malango,MALANGO,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB Ceria,AG2502,,,808/Pend/238/PNFI/VI/2010,,Silakan Upload SK,,C,300,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,kbceriataluditi@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",2,0,0,1,0,0,0,3,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/740045E6-D51E-4CF9-BD6B-A2E0AABE1D61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797713,KB KARTINI,69797713,Jl. AGROPOLITAN,KALIMAS,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,36,20-04-2009,800/PEND/170/III/2017,27-03-2017,Lihat SK Operasional,2019-05-15 11,B,600,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,kbkartinitaluditi@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85FF2A20-2B0D-4B5B-8571-16A4F5AEA03E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867709,KB MANDIRI,69867709,Jl. POROS,MEKARTI JAYA,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,38,20-04-2009,800/PEND/831/IV/2022,22-04-2022,Lihat SK Operasional,2023-03-17 08,C,300,1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,kbmandiritaluditi@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EFA24F60-6A30-4A98-BAE0-85910C6BCB36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797746,KB MELATI,69797746,SUNGAI TALUDITI,PANCA KARSA II,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AG2505,37,20-04-2009,800/PEND/808/IV/2022,22-04-2022,Silakan Upload SK (link file tidak valid) => [788301-546446--],2023-02-28 12,C,0,1. Telkom Speedy,2. Lainnya (Serat Optik),Menumpang,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,900,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C41177D8-4DDD-4327-A01A-CCDCCBB86C08,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797721,KB Pelangi,69797721,Trans Taluditi,MALANGO,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB Pelangi,AG2511,,,808/Pend/057/PNFI/VI/2010,,Silakan Upload SK,,B,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kb.pelangimalango@gmail.com,,-5.443757000000,114.421127000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Gorontalo,Kab. Pohuwato,Taluditi,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/53E07D9F-A6C9-4B94-B88C-2D1B30B0E97A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69918140,PAUD MANDIRI TITIK BKB,69918140,JL POROS,PANCA KARSA I,KEC. TALUDITI,KAB. POHUWATO,PROV. GORONTALO,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/PEND/179/III/2017,27-03-2017,800/PEND/179/III/2017,27-03-2017,Lihat SK Operasional,2021-07-03 14,B,200,1. -,2. Telkomsel Flash,PLN,,,spsmandiritaluditi@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,1,4,4,0,0,0,0,4,0,1,3,3,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0
