prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/220EA2FA-70B5-4CE2-99B1-BB976528A9B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69950267,KB AL HAMZAR SUNTALANGU,69950267,BATU BASONG,SUNTALANGU,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MARAQITTA'LIMAT,AF9040,421.9/2115/DIK. IV.3/2016,15-09-2016,421.9/2115/DIK. IV.3/2016,15-09-2016,Lihat SK Operasional,2016-09-27 11,,"2,700",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,hamzarsuntalangu@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3378773-94B6-4816-A40E-C2F83E44F460,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70025383,KB AL HIJRAH,70025383,Dusun Iting,PERIGI,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,503/4982/PMPTSP-PAUD/11/2021,18-11-2021,503/16/PMPTSP-PAUD/01/2022,04-01-2022,Lihat SK Operasional,2022-02-04 00,,300,1. -,2. -,PLN,,,paudalhijrahperigi@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sore/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,5,0,3,0,0,0,0,3,0,1,2,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/590AEC1E-047E-41CF-B405-E3B021FA911D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69844057,KB BAHRUL ULUM,69844057,Jln. Jurusan Makam Selaparang Suntalangu,SUNTALANGU,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM BAHRUL ULUM,AC7603,,13-02-2012,421.9/238/DIK IV.3/2012,06-08-2012,Silakan Upload SK,,C,0,1. XL (GSM),2. Lainnya (Serat Optik),PLN,,,paud.kbbu@gmail.com,,-8.527700000000,116.584200000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,XL (GSM),900,5,0,0,0,0,0,3,1,2,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0,1,1,1,4,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F806C25D-140B-4B6E-A3A3-CC4577642D67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69844056,KB BINTANG,69844056,KARANG KATON SELAPARANG TIMUR,SELAPARANG,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PAUD BINTANG,AC7605,,10-05-2011,421.9/2365/DIK IV.3/2011,21-12-2011,Silakan Upload SK,,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.547889000000,116.602739000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,3,0,0,2,0,0,4,0,3,0,0,0,1,2,0,2,1,0,0,1,1,0,1,0,0,3,3,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E447ACA0-2092-40D9-9777-4957B9215BBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69961178,KB CEMPAKA PUTIH,69961178,Dusun Cempaka Putih Desa Suela,SUELA,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LSM Cempaka Putih,AF9034,825/PLS/2015,09-06-2015,421.9/3259/Dik IV.3 /2016,13-10-2016,Lihat SK Operasional,2017-03-25 07,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudcempaka78@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,3,2,4,0,0,0,0,4,0,1,3,1,0,1,1,1,0,0,0,4,0,0,2,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCAF34B6-8945-454B-851A-6ABF18A7D26B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000234,KB DARUL QURAN,70000234,Limbungan,PERIGI,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1901.1/Dikbud.IV.3/2019,06-09-2019,421.9/2310.3/Dikbud.IV.3/2019,29-10-2019,Lihat SK Operasional,2021-09-23 14,,0,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,darulquranlimbungantimuk@gmail.com,http,-8.481800000000,116.611900000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",2,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,3,1,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1625562-D279-4B07-B80B-D72F744AEFBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010296,KB HI TANAK GADANG,70010296,Dusun Gubuk Baru,SAPIT,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,3444/503/PM/09/2020,17-09-2020,503/611/PMPTSP-PAUD/02/2021,11-02-2021,Lihat SK Operasional,2021-05-25 11,,234,1. Linknet,2. Linknet,Menumpang,,,paudhitanakgadang@gmail.com,,-6.211500000000,106.833000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Linknet,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0821DFD-B7A9-43FA-9257-16D18BF8933C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69908738,KB IHYAUDDIN,69908738,Dusun Aik Beta Desa Perigi,PERIGI,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PENDIDIKAN SOSIAL DAN DAKWAH IHYAAUDDIN,AF9037,730/PLS/2014,22-02-2014,421.9/1598 /Dik IV.3 /201,22-08-2014,Lihat SK Operasional,2015-10-12 22,,320,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,,Wirjaniminwtejong@yahoo.com,,-8.507047000000,116.627539000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),450,2,0,0,0,0,0,5,0,4,0,0,0,0,4,0,2,2,1,1,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E29E87B8-1AEF-442E-9FAB-8ED2E081BBB9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69844054,KB INGIN TERAMPIL,69844054,"JALAN KEBUN RADEN, DUSUN DASAN KOAK MEKAR SARI",MEKAR SARI,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/4369.6/DIKIV.2/2009,07-04-2009,421.9/2131.2/dikbud.IV/2018,21-07-2009,Silakan Upload SK (link file tidak valid) => [481963-146303--],2021-08-02 16,B,300,1. Telkom Speedy,2. Telkom Speedy,PLN,,,paudterampil49@gmail.com,,-8.510700000000,116.574500000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,1,0,0,0,0,0,5,0,4,0,0,0,0,4,0,0,4,3,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Lombok Timur,Suela,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/444CCB3E-3AF7-47E2-939B-93742462A4B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70000993,KB JIBALUL ULUM NW SEMPOL,70000993,Dusun Sempol,PERIGI,KEC. SUELA,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1927.1/Dikbud.IV.3/2019,12-09-2019,421.9/2319.21/Dikbud.IV.3/2019,31-10-2019,Lihat SK Operasional,2020-03-16 10,,200,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudkbjibalululumnw@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Sehari Penuh/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
