prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7CB7CF3E-F5A3-4C3E-AD69-2CDEF4788B05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69897566,ISLAM HABLILLAH,69897566,Jalan Angakatan 66 Kelurahan Pipa Reja Kecamatan Kemunig Palembang,PIPA REJA,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-2.944865000000,104.752589000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E50D9900-9493-463C-86F4-B67B56C8FCBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964232,KB AL - AMIN KIDS,69964232,JL. MAYOR SALIM,20 ILIR II,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD AL AMIIN,AH4457,421.9/605/SK/26.8/PN/2016,27-12-2016,421.9/605/SK/26.8/PN/2016,27-12-2016,Lihat SK Operasional,2017-07-14 07,C,30,,2.,,,,,,-5.443757000000,114.421127000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F002DB38-5F1E-41DB-813A-DFA1A0727D1F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69773156,KB Al-Ikhwan,69773156,Jl. Sekip Bendung No. 1301 RT.18 RW.05,20 ILIR II,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD AL-IKHWAN,AH4473,421.9/510/SK/26.8/2008,26-02-2008,421.9/016/SK/26.8/PN/2017,18-01-2018,Lihat SK Operasional,2018-03-22 08,B,322,1. Indosat IM3,2. Lainnya,PLN,,,smilepants@ymail.com,,-2.959700000000,104.759900000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,900,6,0,0,1,0,0,3,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,2013,Indosat IM3
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D619CBC-9B77-482C-83FF-C6DAB68CC838,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69773158,KB Amalia,69773158,Lebak Mulyo,20 ILIR II,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB AMALIA,AJ0375,,,321.9/250-SK/26.8/PN/2011,,Silakan Upload SK,,C,"1,350",,2.,,,,chairiahuntung@gmail.com,,-2.960227000000,104.754510000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9E0E5E8-26AE-4189-AB84-B8AEBB9EB9B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69892887,KB AZZAKIAH,69892887,JL. R SUKAMTO LR RAWA SARI NO. 2439 RT. 38 RW. 11,20 ILIR II,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AZZAKIAH,AJ0383,23,17-02-2015,421.9/378/SK/26.8/PN/2014,03-12-2014,Lihat SK Operasional,2015-04-02 22,C,72,1. -,2. Telkom Speedy,PLN,,,paudazzakiah@gmail.com,,-2.952389000000,104.758893000000,2,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,2,1,2,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C9A646C4-E919-4227-8ED8-F092C8560146,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69932223,KB KAISAH,69932223,JL. PELITA NO. 19-1449 RT. 22 RW. 06,20 ILIR II,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD KAISAH,AJ0386,421.9/231/SK/26.8/PN/2012,11-06-2012,440/IONF/026/DPTMPTSP-PKK/2020,10-03-2020,Lihat SK Operasional,2021-10-03 20,B,272,1. -,2. Telkom Speedy,PLN,,,paudkaisah@gmail.com,http,-2.958176000000,104.756501000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2013,Tidak Ada
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18551110-E0DE-43A7-A759-03DCA4BD32DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69877598,KB LARASATI,69877598,JL. SUPERSEMAR,PIPA REJA,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ0385,421.9/286/26.8/DK/2013,06-11-2013,40/IONF/0073/DPMPTSP-PPK/2019,04-10-2019,Lihat SK Operasional,2022-08-01 05,B,150,1. Smartfren,2. 3 (Tri),PLN,,,paudlarasati76@gmail.com,,-2.944053000000,104.750755000000,1,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2013,Smartfren
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FA64078D-ECD5-4DC3-9F7F-C2A0717B767D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69996116,KB RAUDHATUZ ZAHRA,69996116,JL. SIRNA RAGA RT. 25 RW. 07,PIPA REJA,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/3800/SK/DISDIK/2019,08-02-2019,421.9/3800/SK/DISDIK/2019,08-02-2019,Lihat SK Operasional,2020-01-28 13,,"1,500",,2.,,,,paudraudhatuzzahra@gmail.com,,.000000000000,.000000000000,1,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25897D0F-7619-40FF-A232-CC5CDAE15353,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876051,KB TASYA CERIA,69876051,JL. AKBP H.UMAR RT 21 NO 56 GUA JEPANG,ARIO KEMUNING,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AH4458,,,421.9/144/SK/26.8/PN/2014,,Silakan Upload SK,,C,200,1. Smartfren,2. XL (GSM),PLN,,,lembagapaud.tasyaceria01@gmail.com,,.000000000000,.000000000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,1,0,0,4,1,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2013,Smartfren
Sumatera Selatan,Kota Palembang,Kemuning,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB08D427-882D-4F51-9F05-467A972AF4CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69940870,RA Al-Islami,69940870,Jl. AKBP H. Umar No. 1 Rt. 01/02 KM%,PAHLAWAN,KEC. KEMUNING,KOTA PALEMBANG,PROV. SUMATERA SELATAN,SWASTA,RA,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
