prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D3CC7BF-9130-43A4-A3D1-2D888BB101F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69821891,AL-HIKMAH,69821891,kalapa sewu,MANGUNREJA,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AA3128,,,421.9/1685,,Silakan Upload SK,,B,450,,2.,,,,paudalhikmahmgrj@gmail.com,,-7.366159000000,108.093973000000,3,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,1,2,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/44B43E5B-7F13-4434-918B-29BA486DB16B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69821839,KB AL HIKMAH,69821839,Kaum Selatan,MANGUNREJA,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Hikmah Mangunreja,AA3118,,,421.9kep344,,Silakan Upload SK,,,360,,2.,,,,abdumalikibrahim79@gmail.com,,-7.380209000000,108.078000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B07E08E7-9D00-425D-8FA2-FE1CBB7E30D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69821877,KB AL-IHSAN,69821877,Kp. Lebak Gede,PASIRSALAM,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/kep.158-Disdik/2012,10-04-2012,421.9/kep.158-Disdik/2012,10-04-2012,Lihat SK Operasional,2023-01-17 08,,60,1. Telkomsel Flash,2. -,PLN,,,koberalihsan17@gmail.com,,-7.366592400000,108.107720100000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,2,0,0,1,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E892A69-C8BA-4DDB-92DB-4AF873B8A4AC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69991769,KB AL-IKHLAS,69991769,Jl. Dalem Wirawangsa Kp. Babakan Kaliki RT 3 RW 7,MANGUNREJA,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,503/1430/Kep.16/DPMPTSP/2019,16-09-2019,503/1430/Kep.16/DPMPTSP/2019,16-09-2019,Lihat SK Operasional,2019-10-28 17,,100,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,,,-7.384359900000,108.075067400000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64F61F7A-65B3-4CEB-865E-AA0D2FE49699,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822025,KB AL-MUAWANAH,69822025,Kp. Ciwidara RT.09/01,SALEBU,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/Kep.532-DISDIK /2011,12-12-2011,421.9/Kep.532-DISDIK /2011,12-12-2011,Silakan Upload SK,,,0,,2.,,,,ima.nurmayatin@yahoo.com,,-7.396713300000,108.057790600000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47F20305-94B9-4A54-B5BF-A447E46CBF20,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822032,KB ARMILA,69822032,Kp. Joglo,MARGAJAYA,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan alsitiqomah,AA3122,421.9/KEP.144 DISDIK/2011,31-05-2011,421.9/KEP.144 DISDIK/2011,31-05-2011,Silakan Upload SK,,,64,1. -,2. Telkomsel Flash,PLN,,,paud_armila@yahoo.co.id,,-7.372038000000,108.120870000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,0,1,0,1,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,Tidak Ada
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4072D67C-995C-4497-BBEE-39BAB3E7DBD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822011,KB HIDAYATUL MUBTADIIN,69822011,Jl Singaparna-Garut Km 10 Warung Cikopi RT 05 RW 05,SALEBU,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HIDAYATUL MUBTADIIN WARUNG CIKOPI,AA3129,01/YHM//III/2010,01-03-2010,421.9/0816-Disdik/2010,18-03-2010,Lihat SK Operasional,2020-11-18 06,B,252,1. Lainnya,2. Lainnya,PLN,,,kbhidmubwrc@gmail.com,,-7.374900000000,108.061900000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,399",2,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,Lainnya
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/070101DE-F77C-4252-A0B7-B161CA5C0268,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69971265,KB Hidayatul Mubtadiin,69971265,Kp. Pasirsalam,PASIRSALAM,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.1/Kep.01795.a-Disdikbud/2017,30-10-2017,421.1/Kep.01795.a-Disdikbud/2017,30-10-2017,Lihat SK Operasional,2017-12-22 16,,150,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,paudkoberhidayatulmubtadiin@gmail.com,,-7.404653700000,108.058832600000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,1,0,0,0,0,0,3,1,3,0,0,0,0,3,0,0,3,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,Telkomsel Flash
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4790EB0B-885F-4575-9F93-0D9EE1B87840,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012522,KB MANUK HEULANG,70012522,Kp. Jojok,MANGUNREJA,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,503/0476/Kep.001/SPNF/DPMPTSP/2021,28-06-2021,503/0476/Kep.001/SPNF/DPMPTSP/2021,28-06-2021,Lihat SK Operasional,2021-08-30 15,,150,1. Telkom Speedy,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,500",1,0,0,0,0,0,2,1,2,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Telkom Speedy
Jawa Barat,Kab. Tasikmalaya,Mangunreja,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B944DF12-67C0-48BF-94C7-861410686D90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822056,KB MIFTAHUL KHOER,69822056,Kp. Garunggang,PASIRSALAM,KEC. MANGUNREJA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AA3132,421.9/Kep.345-Disdik/2011,16-09-2011,421.9/Kep.345-Disdik/2011,16-09-2011,Silakan Upload SK,,,136,,2.,,,,Mmiftahulkhoerpaud@gmail.com,,-7.364444800000,108.103170800000,2,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,
