prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A64F87A-2B37-4008-A8B1-8620B133F032,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975604,KB ASUH TARUNA JAYA,69975604,"Dusun III Sungai Laja, RT. 05/RW. 03 Desa Alam Pakuan Kec. Sandai",ALAM PAKUAN,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KB ASUH TARUNA JAYA,AO2965,187/DISDIK-E.2/2018,20-03-2018,187/DISDIK-E.2/2018,20-03-2018,Lihat SK Operasional,2018-04-27 23,,150,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36AB425B-9D77-429D-9115-A0C4997B4C38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896458,KB BUAH HATI,69896458,Dusun Tobak,PENJAWAAN,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Cinta Kasih Sandai,AO2969,,01-01-1900,421.9/120/PAUD,13-05-2014,Lihat SK Operasional,2015-06-15 13,,960,1. -,2. -,PLN,,,,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A116219B-A0D3-4DAF-BCC6-F83BD7A57A53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69959132,KB CEMPAKA 02,69959132,DEsa Patai Patah,PETAI PATAH,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN CEMPAKA,AO2966,18,21-11-2015,421.9/903/PAUD,10-11-2016,Lihat SK Operasional,2017-02-09 09,,625,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,theresaeyulitaelistika@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,2,0,0,1,0,0,2,1,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5667FB85-0D77-44CB-B632-1CC4F8179343,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896617,KB CINTA KASIH SANDAI,69896617,"Dusun Kinun, Rt, 006/Rw 003",PENJAWAAN,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Cinta Kasih Sandai,AO2969,,01-01-1900,421.9/112/PAUD,13-05-2014,Lihat SK Operasional,2015-06-18 11,B,460,1. -,2. -,PLN,,,Cintakasih@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Sore/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,2,0,0,0,4,4,0,0,0,0,4,0,0,4,1,0,0,0,0,2,1,0,4,0,3,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6F2D10F-22FB-4AAC-92C0-00F0F7FDB8DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69974289,KB ISLAM AN NUR,69974289,Jln. Bina Desa Gg. Pasundan RT. 001/RW. 001 Desa Sandai Kecamatan Sandai Kabupat,SANDAI,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA PONDOK PESANTREN AN-NUR,AO5301,415/ DISDIK-E.2 / 2018,04-07-2018,415/ DISDIK-E.2 / 2018,04-07-2018,Lihat SK Operasional,2019-06-20 10,,750,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/3 hari,,2022/2023-2,Telkom Speedy,"2,400",1,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4AE64CF7-91DC-4A9E-9AAF-7A877019C085,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896620,KB KARANG CAHAYA,69896620,Desa Randau Jungkal,RANDAU JUNGKAL,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan KARANG CAHAYA,AO2963,,01-01-1900,421.9/122/PAUD,13-05-2014,Lihat SK Operasional,2015-06-18 11,,0,,2.,,,,karangcahaya230690@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/582304E5-8107-4401-B8F9-0E663F1FE456,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896601,KB KARTINI,69896601,Dusun Kuala Laur,PENJAWAAN,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD KARTINI,AO2970,,01-01-1900,421.9/101/PAUD,18-06-2015,Lihat SK Operasional,2015-06-18 10,B,"1,564",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,kualalaur@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/947A8597-CBBA-4275-A22F-E7034D3B4C63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896621,KB MAWAR SANDAI,69896621,Desa Sandai Kiri,SANDAI KIRI,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO2968,,01-01-1900,421.9/098/PAUD,16-05-2013,Lihat SK Operasional,2015-06-18 11,,"3,000",1. Telkomsel Flash,2. -,PLN,,,paudmawar026@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/939DD6DB-29D9-4287-A6F5-D4971358B0F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896144,KB MELATI,69896144,Jln Istana Jaya RT/RW 15/08 Sandai Kiri,SANDAI KIRI,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO2967,372 tahun 2008,13-10-2008,380/DISDIK-E.2/2019,18-07-2019,Lihat SK Operasional,2022-09-02 02,C,350,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudmelatisk@gmail.com,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,1,0,0,1,3,3,0,0,0,0,3,0,1,2,1,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0
Kalimantan Barat,Kab. Ketapang,Sandai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1108E3E9-213C-46A2-B5FF-AF281ECE61E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984479,KB PELITA HATI,69984479,Jl. Putra Singar Rt. 004 Rw. 001,JAGO BERSATU,KEC. SANDAI,KAB. KETAPANG,PROV. KALIMANTAN BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PAUD PELITA HATI,AO2962,09,10-10-2018,713/DISDIK-E.2/2018,06-11-2018,Lihat SK Operasional,2019-01-14 09,C,"1,250",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pelitahati2021@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
