prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/21E0B07A-D506-4363-A3D0-F5DBA799A957,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69802020,KB  AZ-ZAHRA,69802020,Jl. TRANS SUMATRA LUBUK KAMAL,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AZ ZAHRA,AK6421,06,19-04-2011,421/1430/III.01/2011,10-05-2011,Lihat SK Operasional,2016-01-18 19,,484,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A629B62B-677B-4750-9390-805477A469D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921614,KB AISYIYAH,69921614,JL. PESISIR PAUH TANJUNG IMAN,PAUH TANJUNG IMAN,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lampung Selatan,AO5582,23,23-01-2016,421/905/IV.02/2020,10-08-2020,Lihat SK Operasional,2021-06-10 13,B,0,1. 3 (Tri),2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,3,1,3,0,0,0,0,3,1,0,2,0,0,0,0,1,2,0,0,3,1,1,0,0,0,0,0,0,3 (Tri)
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1DE818B3-90F8-42EA-8E4C-7336165B371A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69782200,KB AL-HIDAYAH,69782200,Jl. PRATU M AMIN No. 033,KALIANDA,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AL-HIDAYAH,AM2086,11,17-01-2011,421/1150/III.01/2011,06-06-2011,Lihat SK Operasional,2016-04-19 11,,200,1. 3 (Tri),2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,1,1,0,0,0,1,0,0,3,1,1,0,0,0,0,0,0,3 (Tri)
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24945715-801E-4F9C-A87F-9050E16595C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921609,KB ANANDA,69921609,DUSUN KENJURU RT.03 RW.05,MERAK BELANTUNG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ANANDA,AK6409,03,15-08-2013,421/2609/IV/2022,15-12-2022,Lihat SK Operasional,2023-05-17 14,B,250,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,1,1,0,1,1,2,0,1,0,1,2,0,2,1,0,0,1,0,0,2,0,0,3,2,0,0,0,0,0,0,0,Telkomsel Flash
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D09C096-C8CC-48F2-A1C4-D5A081A1D37F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69921615,KB ANANDA CERIA,69921615,JL. VETERAN PASAR BARU BUMI AGUNG,BUMI AGUNG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Ananda Ceria,AM2049,19,18-01-2016,421/1616/IV.02/2018,21-09-2018,Lihat SK Operasional,2019-02-20 13,C,"1,750",1. -,2. -,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,4,0,3,0,0,0,0,3,1,0,2,0,0,0,1,1,1,0,1,2,2,0,0,0,0,0,0,0,Tidak Ada
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26D2B724-15A6-4560-A1DF-AE18456D041D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69778652,KB ANANDA MULIA,69778652,JL. TRANS SUMATRA,KEDATON,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ANANDA MULYA,AM2069,91,23-04-2012,421/405/III.01/2016,01-02-2016,Lihat SK Operasional,2016-04-26 11,,400,1. Telkomsel Flash,2. 3 (Tri),PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,Telkomsel Flash
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABE4A93F-05A6-4522-9C1F-65CCD9FD39A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70011845,KB ANDAN JEJAMA,70011845,Jl. LETTU ROCHANI 2 DUSUN IV,TAJIMALELA,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,04,27-05-2021,421/964/IV.02/2021,26-07-2021,Lihat SK Operasional,2021-08-05 19,,340,1. -,2. -,PLN,,,kbandanjejamakld@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,Tidak Ada
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/22C60DA5-A6D2-49A4-991E-602FC98E9AF5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69925962,KB BINA WARGA,69925962,Jl. KEDATON RAYA NO.56 B,KEDATON,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lampung Selatan,AO5582,1,18-12-1998,421/597/IV.02/2019,01-04-2019,Lihat SK Operasional,2021-06-10 11,Belum Terakreditasi,625,1. -,2. -,PLN,,,jurtinikbbinawarga@gmail.com,,.000000000000,.000000000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,Tidak Ada
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1456AF17-91B2-4188-B573-284CC1480B46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964377,KB CEMPAKA CERIA,69964377,Jl. VETERAN ATAS PENENGAHAN PIOS,BUAH BERAK,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,26,24-12-2021,421/891/IV.02/2022,02-03-2022,Lihat SK Operasional,2022-07-11 10,,126,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Lampung,Kab. Lampung Selatan,Kalianda,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6EB008B4-969A-4784-AE86-0C47A6A960DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69927035,KB CHAIRUNNISA,69927035,JL. PENGAYOMAN NO.02,WAYURANG,KEC. KALIANDA,KAB. LAMPUNG SELATAN,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Chairunnisa,AK6417,31,19-01-2016,421/2203/IV.02/2018,12-11-2018,Lihat SK Operasional,2021-06-10 13,,400,1. Telkomsel Flash,2. 3 (Tri),PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,900,2,0,0,1,0,0,1,3,3,0,0,0,0,3,1,0,2,1,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,0,Telkomsel Flash
