prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF0E8005-DFC2-4F52-A6FF-3C383E5C0E88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69742684,BA AISYIYAH,69742684,Jln  Mujahidin Gg IV NO 36,GIYANTI,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,Wk/5-b/0901/BA/Pgm/1984,15-10-1984,Wk/5-b/0901/BA/Pgm/1984,15-10-1984,Silakan Upload SK,,,0,,2.,,,,,,-7.320749000000,110.173600000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EECAE526-1A3F-425D-9897-7190B4182D91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69742686,BA AISYIYAH,69742686,jl. Kertosari no. 2 komplek PAYM,KERTOSARI,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,Wk/5-b/0898/BA/Pgm/1984,15-10-1984,Wk/5-b/0898/BA/Pgm/1984,15-10-1984,Lihat SK Operasional,2021-06-08 11,,0,,2.,,,,,,-7.320552000000,110.189458000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/811E57F9-2DA2-4962-968A-F031C46706E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69742685,BA AISYIYAH KOWANGAN,69742685,Jl.Kauman Rt 02 Rw 03,KOWANGAN,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,Wk/5-b/171/RA/Pgm/1989,17-10-1989,Wk/5-b/171/RA/Pgm/1989,17-10-1989,Silakan Upload SK,,B,0,,2.,,,,,,-7.324724000000,110.195903000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01EADF5E-1ABC-4124-8C68-AEE87C1036D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69742687,BA AISYIYAH PURI KENCANA,69742687,PURI KENCANA,MANDING,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,RA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,D/MK.25/5.c/PP.004/02/2003,01-04-2003,D/MK.25/5.c/PP.004/02/2003,01-04-2003,Silakan Upload SK,,A,0,,2.,,,,,,-7.310986000000,110.163233000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/77FC264A-67AE-457F-BEA0-40DF030ADC17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69742689,BA PERWANIDA,69742689,Dusun Jampirejo barat 006/001,JAMPIREJO,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,RA,Kementerian Agama,,,Wk/5-b/152/BA/Pgm/1989,17-10-1989,Wk/5-b/152/BA/Pgm/1989,17-10-1989,Silakan Upload SK,,,0,,2.,,,,,,-7.321366000000,110.184504000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/053785BC-E81E-49DE-B7F5-1F2E8E23D3EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797495,KB AISYIYAH AL ASHR,69797495,JLN . GAJAH MADA,SIDOREJO,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,421.1/136/2018,07-05-2018,421.1/136/2018,07-05-2018,Lihat SK Operasional,2022-09-01 02,B,0,1. -,2. Indosat IM3,PLN,,0293490162,kbalashr@gmail.com,,-7.320055700000,110.173925000000,2,0,0,0,Siang/6 hari,,2022/2023-2,420,2,0,0,2,0,0,3,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2013,Tidak Ada
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A462D5A1-7A52-4E0B-9A73-40F216830406,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69974346,KB AISYIYAH PELANGI,69974346,JL. KERTOSARI NO 2 KOMPLEKS PAYM PUTRA,KERTOSARI,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Temanggung,AE0704,036/SKPDA/A/IX17,02-09-2017,420/0002/I/2023,25-01-2023,Lihat SK Operasional,2023-02-20 15,,80,1. -,2. 3 (Tri),Menumpang,,,kbapelangitemanggung@gmail.com,,-7.320859000000,110.189661000000,1,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,450,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2013,Tidak Ada
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/86593699-EE5F-442A-8D63-9A7DF00F67E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797498,KB ALKAUTSAR,69797498,JL. KADAR SKIP BARU,SIDOREJO,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Alkautsar Temanggung,AE0698,1779/103.43.06/DS/2000,01-05-2000,421.1/165/2019,16-06-2014,Silakan Upload SK (link file tidak valid) => [707210-307818--],2022-09-09 09,,120,1. Telkomsel Flash,2. Telkom Speedy,PLN,02934901607,02934901067,kbalkautsar.tmg@gmail.com,,-7.316198600000,110.203286800000,2,0,0,0,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,4,0,2,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2013,Telkomsel Flash
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF718842-1181-469D-A566-E1377B9449D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69797434,KB BINA ANAK SHOLEH,69797434,JL. GAJAH MADA NO. 130,SIDOREJO,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",yayasan bina anak sholeh,AE0678,421.1/137 TAHUN 2011,19-07-2011,420.4453/TAHUN2022,08-09-2022,Lihat SK Operasional,2022-09-22 11,,360,1. -,2. Telkom Speedy,PLN & Diesel,,491608,biastmg@gmail.com,,-7.301600000000,110.178300000000,3,0,0,0,Sehari Penuh/5 hari,,2022/2023-2,"1,300",1,0,1,2,0,0,5,0,3,0,0,0,0,3,0,1,2,0,2,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2013,Tidak Ada
Jawa Tengah,Kab. Temanggung,Temanggung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ABD62D04-CBDD-4A1F-BC3A-FFA3F7663D9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69871863,KB BUDI RAHAYU,69871863,LINGKUNGAN NGLANGON,WALITELON UTARA,KEC. TEMANGGUNG,KAB. TEMANGGUNG,PROV. JAWA TENGAH,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PERKUMPULAN PENDIDIKAN ANAK USIA DINI TERPADU BUDI RAHAYU,AX5895,421.1/01/YBR/IV/2012,06-04-2012,421.1/260 TAHUN 2019,08-08-2019,Lihat SK Operasional,2022-08-25 00,,60,1. Indosat IM3,2. -,PLN,,,kbbudirahayu87@gmail.com,,-7.298500000000,110.187100000000,2,0,0,0,Pagi/6 hari,,2022/2023-2,898,2,0,0,1,0,0,2,1,2,0,0,0,0,2,0,1,1,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2013,Indosat IM3
