prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8EE7F077-7A44-427B-874A-FC120B5F3AD4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69917400,KOBER BAITUL ROHIM,69917400,SETIA AGUNG,SETIA AGUNG,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AM2463,028/SKPL/KYJ-LK/TBB/IV/2010,14-04-2010,421.9/049/II.01/PAUD/TBB/2016,14-03-2016,Lihat SK Operasional,2018-03-01 08,C,0,1. -,2. Telkomsel Flash,PLN,,,patimah.ridho@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03B1B513-E562-4780-864D-8116C3E93A80,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70009470,PAUD MUTIARA ABADI,70009470,"Rt 01, Rw 03, Suku Terang Agung",GUNUNG TERANG,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,02-01-2018,503/084/II.17/TUBABA/2019,17-09-2019,Lihat SK Operasional,2021-04-07 07,,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,Menumpang,,,,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/541DF1C6-324B-4457-A257-B4CBB11755F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882534,PAUD NUSA INDAH,69882534,JLN. BERINGIN NO.1,SETIA BUMI,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM SUWAY UMPU,AN4466,,,006/PAUD-NI/SB/GT/TBB/201,,Silakan Upload SK,,C,24,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,heri@yahoo.com,,-5.443757000000,114.421127000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,2,1,3,0,0,0,0,3,0,0,3,1,0,2,0,0,0,0,0,3,2,0,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C979996A-0BAA-4FE2-A3CF-2CF42EF13E7B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69864923,RA AL HIDAYAH,69864923,Jalan Beringin No. 02,SETIA BUMI,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,RA,Kementerian Agama,Lainnya,,Kd.08.05/4/PP.004/7294/2006,14-08-2006,Kd.08.05/4/PP.004/7294/2006,14-08-2006,Lihat SK Operasional,2015-10-27 11,C,"4,500",,2.,,,,,,-4.317312000000,105.086775000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42984D07-CAF7-485D-96BB-14B31B2346B4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882540,TK ANGGREK,69882540,MULYO JADI,MULYO JADI,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,08/15.PAUD.ANGGREK/GT/VIII/2006,18-08-2006,503/007/II.17/PAUD/TUBABA/2022,19-01-2022,Lihat SK Operasional,2022-07-28 11,C,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,paudanggerk@gmail.com,,-4.333560000000,105.064831000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61A8146D-F412-49D1-BF77-B58BBC46FC70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811499,TK BUDI ASIH,10811499,SETIA BUMI,SETIA BUMI,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01/TK/DW/GT/SKOP/1995,01-07-1995,503/002/II.17/PAUD/TUBABA/2022,14-12-2021,Lihat SK Operasional,2022-12-21 16,C,800,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tkbudiasih305@gmail.com,,.000000000000,.000000000000,4,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,1,0,0,5,0,4,0,0,0,0,4,0,0,4,1,1,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B42EAA18-11AA-48A9-B291-44BEB93A5B57,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811512,TK KARTIKA MANDIRI,10811512,KAGUNGAN JAYA,KAGUNGAN JAYA,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,122/KJ/GT-TBB/VII/2014,02-07-2014,421.9/008/II.01/PAUD/TBB/2015,02-02-2015,Lihat SK Operasional,2015-11-06 08,C,"2,500",1. -,2. Telkomsel Flash,PLN,,,tkkartikamandiri@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,50,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/708F723C-1F80-48E9-99C5-700E33DE952F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811502,TK PGRI GUNUNG AGUNG,10811502,GUNUNG AGUNG,GUNUNG AGUNG,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN4465,,11-04-2014,503/047/II.17/PAUD/TUBABA/2019,14-12-2018,Silakan Upload SK (link file tidak valid) => [389524-310350--],2020-10-14 06,Belum Terakreditasi,450,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pgrit@gmail.com,,-4.296578000000,105.096685000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,4,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,2,0,1,0,0,0,0,0,3,2,2,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FB27CC18-CE80-4594-BE37-13691D737832,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811509,TK PGRI GUNUNG TERANG,10811509,TERANG MAKMUR,TERANG MAKMUR,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN4465,01/TK.PGRI/GT/VII/2002,22-07-2002,421.9/290/II.01/PAUD/TBB/2015,14-12-2015,Lihat SK Operasional,2018-01-15 22,C,"1,250",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,3,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,1,0,0,0,0,0,0,3,3,0,0,0,0,3,0,2,1,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45C0684D-52ED-4C9E-8165-3623DB4BC0B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69882478,TK PGRI TERANG MULIA,69882478,TERANG MULIA,TERANG MULYA,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN4465,N0,01-01-1900,503 /050 / II.17 .PAUD/TUBABA/2019,19-02-2019,Silakan Upload SK (link file tidak valid) => [471701-474702--],2021-07-05 07,B,0,1. -,2. -,PLN,,,sutarni44@yahoo.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3E12972-C1FC-40B4-BDC0-364199EE135A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811498,TK PUTRA MANDIRI,10811498,TOTO MULYO,TOTO MULYO,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,005/DW/TM/06/1989,15-06-1989,500/046/II.17/PAUD/TUBABA/2019,19-02-2019,Lihat SK Operasional,2020-09-09 13,B,"1,750",1. Telkomsel Flash,2. -,PLN,,,pmandiri450@gmail.com,,-4.325600000000,105.063300000000,6,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,5,0,0,2,0,0,6,0,6,0,0,0,0,6,0,3,3,2,2,1,0,0,1,0,0,6,4,0,1,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAEC718F-5840-4E7E-9D81-C64F0C8C9DAA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10811511,TK SWAY UMPU,10811511,TERANG AGUNG,GUNUNG TERANG,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,01/SU/GT/2002,08-07-2002,503/056/II.17/PAUD/TUBABA/2019,19-02-2019,Lihat SK Operasional,2020-10-05 07,C,"2,500",1. Telkomsel Flash,2. -,PLN,,,tksua0124@gmail.com,,-4.266517000000,105.014816000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,2,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Lampung,Kab. Tulang Bawang Barat,Gunung Terang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/55F3CD71-8704-46EA-BAF0-B951D184A00C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10813510,TK TRI BHAKTI,10813510,GUNUNG TERANG,GUNUNG TERANG,KEC. GUNUNG TERANG,KAB. TULANG BAWANG BARAT,PROV. LAMPUNG,SWASTA,TK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AN4461,011/KGT/VIII/TB/2001,26-08-2001,503/004/II.17/PAUD/TUBABA/2022,19-01-2022,Lihat SK Operasional,2022-12-01 16,C,625,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
