prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4FC3B48-7942-49E2-966B-C897CEE4BF29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818466,KB ANGGREK GLAGAH,69818466,KENJO,KENJO,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/1403/14.PAUD/429.10,,Silakan Upload SK,,,0,,2.,,,,anggrekkenjo@gmail.com,,.000000000000,.000000000000,0,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBD4A423-11CB-4B5D-A206-65C996AB88FC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818377,KB BAKUNG LESTARI,69818377,JL. Gembrung No. 100,BAKUNGAN,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PERKUMPULAN PENDIDIKAN GLAGAH ASRI,AK2563,421.9/87.Js/429.102/2006,11-10-2006,421.9/5162.95PAUD/429.101/2017,26-09-2017,Lihat SK Operasional,2020-05-14 14,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,estikristi@gmail.com,,-8.217300000000,114.345500000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Telkomsel Flash
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2374526B-CDBA-41E4-8F50-34F987EAB2F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818441,KB BHAKTI BANGSA,69818441,Jl. Seblang No. 17 RT.2 RW.2,OLEHSARI,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BHAKTI BANGSA,AW7910,421.9/3232 75.PAUD/429.101/2009,22-03-2009,421/6681/429.101/2022,05-09-2022,Lihat SK Operasional,2023-01-05 13,,260,1. -,2. Linknet,PLN,,,kb17bb@gmail.com,,-8.215244000000,114.323130000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tidak Ada
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/726C8189-3041-4B31-BB38-9252A9A0747A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818542,KB DARUL FALAH GLAGAH,69818542,WIDURI GG. MASJID NO. 1,BANJARSARI,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Banyuwangi,AO1176,421.9/113.Js/429.102/2006,29-11-2006,503/82/429.111/2021,05-03-2021,Lihat SK Operasional,2021-10-29 11,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,kb.mawardany2015@gmail.com,,-8.212881000000,114.347342000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Telkomsel Flash
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58053EBB-B08B-4D0F-8E65-05DD27EE63E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818517,KB HARAPAN BUNDA GLAGAH,69818517,JL. RAYA LICIN NO. 4,BANJARSARI,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,429.9/866/73 PAUD/429.101,,Silakan Upload SK,,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,kbharapanbunda16@gmail.com,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,"1,300",1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Telkomsel Flash
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7D83D5A1-A1B9-4F9E-BF3D-6E8246911962,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894367,KB LESTARI,69894367,JL. RAYA PASAR GLAGAH NO. 25,GLAGAH,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/412.001.PAUD/429.10,06-02-2015,503/122/429.113/2019,25-07-2019,Lihat SK Operasional,2019-07-26 08,,0,1. -,2. Telkomsel Flash,PLN,,,kblestari125@gmail.com,,-8.218483000000,114.311403000000,0,0,0,0,2013,Pagi/6 hari,,2022/2023-2,450,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Tidak Ada
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27183909-7D17-4159-ABF1-73202FBFF3D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818283,KB MEKARSARI GLAGAH,69818283,GURU JUPRI NO. 2 SUKOSARI,PASPAN,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/1152/95.PAUD/429.10,,Silakan Upload SK,,,0,,2.,,,,paudmekarsari11@yahoo.com,,-8.231008000000,114.309360000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/56C0ED64-BDE6-45EC-B904-4B04D68BF27A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818379,KB MELATI GLAGAH,69818379,REJOSARI,REJOSARI,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/101.72.PAUD/429.101,,Silakan Upload SK,,,9,,2.,,,,kbrejosari401@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDD77DFD-98F3-49CA-85CD-14B018A81539,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818288,KB MENTARI GLAGAH,69818288,KH. MAHMUD ALI,PASPAN,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan TK PASPAN,AK2571,,,421.9/3598.82.PAUD/429.10,,Silakan Upload SK,,,15,,2.,,,,PAUDMENTARI257@GMAIL.COM,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Jawa Timur,Kab. Banyuwangi,Glagah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2078DE6-B873-4C1F-AE1F-6749D9309265,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69818280,KB PINANGSARI GLAGAH,69818280,DSN GADOG RT. 01 RW. 01,TAMANSURUH,KEC. GLAGAH,KAB. BANYUWANGI,PROV. JAWA TIMUR,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421.9/905.30.PAUD/429.101,,Silakan Upload SK,,,72,1. -,2. Telkomsel Flash,Menumpang,,,,,.000000000000,.000000000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,900,2,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,Tidak Ada
