prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9776A712-4C00-44FF-8E6F-D4F0CEE23DB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868715,AISYIYAH II,69868715,KAMPUNG CIBEBER IV,CIBEBER II,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,421126301501K-2009,,Silakan Upload SK,,Belum Terakreditasi,187,1. Smartfren,2. Lainnya (Serat Optik),PLN,,,paudasiyiyahcibeberIV@yahoo.co.id,,-6.656288300000,106.623994200000,1,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Smartfren,450,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2E87A71B-2775-4C56-84B6-5EDC287ED3AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868714,ASY - SYUHADA,69868714,KP.MEKAR GALIH RT.05/02,CIBEBER II,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ANGSANA LEUWILIANG,AG4013,421.1/319-DISDIK/2011,25-07-2011,421.1/444/Kpts/Kec.Leuwiliang/X/2021,25-07-2011,Lihat SK Operasional,2022-08-01 05,Belum Terakreditasi,312,1. -,2. Lainnya (Kabel),PLN,,,paudasysyuhadacibeber2@gmail.com,,-6.625495700000,106.632234500000,5,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,4,0,0,2,0,0,0,5,5,0,0,0,0,5,0,0,5,2,1,1,1,0,0,0,0,5,0,1,3,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9340D62-131D-4291-ABD5-B0F8978E6253,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69869733,GELATIK,69869733,MOCH NOCH NOOR KM 11/KAMPUNG GUDANG RT 01/01,PURASEDA,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,SPS,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AG4004,421.1/91-disdik/2010,19-01-2010,421.1/91-disdik/2010,19-01-2010,Lihat SK Operasional,2016-06-01 12,Belum Terakreditasi,300,1. -,2. -,PLN,,,paudgelatik01@gmail.com,,-6.654100000000,106.616971000000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4162176B-76B9-442D-A25B-B0C6FC63EC37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868719,KB AISYIAH AL ITTIHAD,69868719,KP.PAMAGARSARI RT.04 RW.12,LEUWIMEKAR,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.1/159-Disdik/2011,17-06-2011,421.1/159-Disdik/2011,17-06-2011,Lihat SK Operasional,2016-06-01 12,Belum Terakreditasi,120,1. -,2. -,PLN,,,paudalittihad@yahoo.co.id,,-6.574982000000,106.631788000000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/42DDF6B0-C32A-48EB-AAA2-43E87FB1EECA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868712,KB AISYIYAH BAITURRAHMAN,69868712,KP CITEUREUP I RT 01/04,BARENGKOK,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.1/23-Disdik/2009,02-03-2009,421.1/23-Disdik/2009,02-03-2009,Lihat SK Operasional,2016-06-01 12,Belum Terakreditasi,891,1. -,2. -,PLN,,,paudaisyiyahbaiturrahman@yahoo.com,,-6.608537500000,106.623846700000,1,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/997F3673-6009-43BE-A3DD-1A9A34F0B308,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868713,KB AISYIYAH BUSTANUL KAMIL,69868713,KP. BARENGKOK RT.01 RW.01,BARENGKOK,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AO5383,421.I/165-Disdik/2011,17-06-2011,421.I/165-Disdik/2011,17-06-2011,Lihat SK Operasional,2016-06-01 12,Belum Terakreditasi,80,1. -,2. -,PLN,0,,bustanulkamil950@gmail.com,http,-6.575131800000,106.616504400000,2,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,450,3,0,0,3,0,0,2,1,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE4D0261-6B9D-4C73-8C39-BB8368252BE0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868722,KB AL FAAIQ,69868722,KP.PUTRA HARAPAN RT.01 RW.05,LEUWILIANG,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Jannah,AG4004,421.III/183-Disdik/2013,13-03-2013,421.III/183-Disdik/2013,13-03-2013,Lihat SK Operasional,2016-06-01 12,Belum Terakreditasi,72,1. Indosat Mentari,2. Indosat IM3,PLN,,,kbpaudalfaaiq@gmail.com,,-6.573400000000,106.636700000000,3,0,0,0,2013,Sehari Penuh/5 hari,,2022/2023-2,Indosat Mentari,450,1,0,0,2,0,0,2,2,3,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E95218F-DE01-4907-8671-C6C4C949A79E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868704,KB AL HASANAH,69868704,KP.CIATEUL RT.02 RW.04,PURASEDA,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,,,421.V/297-Disdik/2012,,Silakan Upload SK,,,150,,2.,,,,,,-6.673562800000,106.610162100000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C3E7EA-5F2D-4DF3-B894-7746FCE252BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963769,KB AL IMAN,69963769,Kp. Barengkok RT.03/02,BARENGKOK,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AG4044,421.1/08/Kpts/PAUD-AI/Kec.Lw.iliang/2017,15-03-2017,421.1/08/Kpts/PAUD-AI/Kec.Lw.iliang/2017,15-03-2017,Lihat SK Operasional,2017-06-15 09,,100,1. -,2. -,PLN,,,paudaliman0302@gmail.com,,-6.641522100000,106.584357800000,2,0,0,0,2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,1,0,0,1,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0
Jawa Barat,Kab. Bogor,Leuwiliang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06D569A8-7223-4129-8B2C-5120A6361E71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69868718,KB AL INTISAB,69868718,KP.KANDANGSAPI RT.02/01,LEUWIMEKAR,KEC. LEUWILIANG,KAB. BOGOR,PROV. JAWA BARAT,SWASTA,KB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AG4056,421.1/295-Disdik/2011,19-01-2011,421.1/295-Disdik/2011,19-01-2011,Lihat SK Operasional,2016-06-01 13,Belum Terakreditasi,300,,2.,,,,paudalintisab@gmail.com,,-6.681821300000,106.600945600000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
