prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/809D2C53-90FA-E111-BD8C-C7064BBF28B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20223825,SLB BC MANUNGGAL BHAKTI,20223825,JL.H.SALEH No. 1 RT.07 RW 07,PANGKALAN JATI,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Manunggal Bhakti Depok,AG6661,25 Junto 101,25-07-1995,1087/1.02/KEP/E/1994,31-03-1994,Lihat SK Operasional,2015-08-17 22,,0,1.,2.,PLN,,,gugus_IV@yahoo.com,,-6.322935000000,106.795925000000,3,24,20,12,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"2,300",7,0,0,1,0,0,6,0,3,0,0,0,1,2,0,3,0,0,1,1,0,0,1,0,0,3,2,0,1,1,1,2,1,1,1,0,0,2,7,0,0,0,0,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E3DFD5F-9A0E-47D2-AA14-873526870198,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70025375,SMA AR-RIDHA AL SALAAM,70025375,Jl. PLN Raya No 79 RT 045 RW 005,GANDUL,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan AR-RIDHA AL SALAAM,AG6663,2/011050/DPMPTSP/I/2022,21-01-2022,2/011050/DPMPTSP/I/2022,21-01-2022,Lihat SK Operasional,2022-02-04 00,,"2,532",1. XL (GSM),2. Lainnya (Serat Optik),PLN,,0217536707,info.arridha@gmail.com,http,.000000000000,.000000000000,10,27,48,5,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,XL (GSM),"23,000",5,1,1,0,0,0,8,3,10,0,0,0,0,10,0,10,0,4,5,1,0,0,0,0,7,3,,,,,,,,,,3,1,1,5,0,0,0,1,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5B14BE10-C8FF-449E-B935-2C1AFBEEDE9F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276187,SMAN 9 DEPOK,20276187,JL. BALI RT 03/013 MEGAPOLITAN VILLAGE,CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,503/331/Kpts/DPKA/HUK/2012,04-06-2012,Perlu Update,01-01-1900,Lihat SK Operasional,2022-04-13 00,A,"5,420",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0217532444,0217532555,sman9depok@yahoo.co.id,http,-6.346980000000,106.780031700000,37,371,445,22,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"65,000",21,1,0,2,17,6,3,11,21,0,13,3,14,23,0,31,6,9,3,5,9,2,6,3,15,22,,,,,,,,,,6,9,7,20,1,0,0,0,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DF0FDD7-7D48-47C4-AB49-804253BFF922,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229160,SMAS AVICENA CINERE,20229160,FLAMBOYAN BLOK F,CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Avicenna Prestasi,AD2064,316/102.1/kep./OT/1996,20-05-1996,2683/KU.03.04-Cadisdik.Wil.II,24-08-2022,Lihat SK Operasional,2022-09-08 09,A,"2,725",1. -,2. Lainnya (Kabel),PLN,7537981,7546953,smaavicennacinere12@gmail.com,http,-6.340621700000,106.781170000000,19,102,143,9,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"14,000",10,4,1,2,0,0,24,2,17,0,0,2,10,9,0,18,1,2,4,1,2,4,3,3,11,8,,,,,,,,,,3,3,3,10,0,0,0,1,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E16755A1-A773-4418-B03C-878EF663C7F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20246430,SMAS ISLAM DIAN DIDAKTIKA,20246430,"Jl. RAJAWALI BLOK F NO 10 Cinere Estate, Cinere",CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dian Didaktika,AI2688,421.3/126/Disdik/2007,30-01-2007,421.3/Ops.462/VIII/Cadisdik/2020,03-08-2020,Lihat SK Operasional,2023-02-10 07,A,"2,723",1. Firstmedia,2. Telkom Speedy,PLN,7533865,7533318,sma@diandidaktika.sch.id,http,-6.343965000000,106.784050000000,32,234,205,15,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Firstmedia,"105,000",15,4,1,2,0,0,40,0,26,0,5,1,14,18,0,30,2,3,8,11,4,3,1,2,14,18,,,,,,,,,,5,5,5,15,0,0,0,1,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8350FADD-605A-4330-9EF4-A629BBE18F23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229176,SMAS TADIKA PERTIWI,20229176,JL. H. JAERAN NO. 1,CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Tadika Pertiwi,AD2201,3118/I02.1/Kep/OT/1999,02-08-1999,421.3/07/Disdik/2016,26-10-2016,Lihat SK Operasional,2016-12-02 09,A,"2,900",1. Lainnya,2. Telkom Speedy,PLN,,0217530057,tadikapertiwi@yahoo.co.id,http,-6.340200000000,106.782000000000,13,102,117,8,SMA 2013 MIPA,Sehari Penuh/6 hari,,2022/2023-2,Lainnya,0,8,1,1,1,0,0,14,4,13,0,0,0,6,7,1,10,2,2,2,3,2,0,4,0,6,7,,,,,,,,,,3,2,3,8,0,0,0,1,0,0,0,
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2309A347-B523-4996-B356-AD9F58C2503F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69826562,SMK ATLANTIS PLUS,69826562,JLN. BUKIT SIKUMBANG NO. 103 RT. 04/09,PANGKALAN JATI BARU,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kebangkitan Peradaban Nusantara,AD7710,421-4/917/Disdik/2014,26-02-2014,421.3/Ops.463/VIII/Cadisdik/2020,03-08-2020,Lihat SK Operasional,2021-02-08 14,B,"1,824",1. Telkom Speedy,2. Telkom Speedy,PLN,,02122779687,smkatlantisplus@yahoo.com,http,-6.397100000000,106.776200000000,27,181,161,16,SMK 2013 REV. Teknik Komputer dan Jaringan,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"22,000",19,0,0,2,0,0,15,15,27,0,0,0,0,27,5,17,5,6,8,3,3,1,4,2,17,10,,,,,,,,,,5,5,6,19,0,0,0,0,0,0,0,0
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1BCDCF58-C991-457F-B185-FFE576E2B906,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229191,SMKS AL HIDAYAH DEPOK,20229191,JL. MASJID AL-MUHAJIRIN CINERE  DEPOK,CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN ISLAM AL - HIDAYAH CINERE,AI2697,2645/102.1/KEP/out/2000,13-12-2000,2645/102.1/KEP/out/2000,13-12-2000,Lihat SK Operasional,2020-08-28 07,A,"4,192",1. -,2. Telkom Speedy,PLN,02122762342,02122762342,smkalhidayah30cn@yahoo.com,,-6.336111700000,106.783855000000,29,289,146,14,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Siang/6 hari,,2022/2023-2,Tidak Ada,"16,000",21,0,1,2,0,0,33,0,29,0,0,0,12,17,1,25,3,1,5,4,5,7,2,5,17,12,,,,,,,,,,4,5,5,0,21,0,0,0,1,0,0,0
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D548931C-E487-4F0F-9B47-B2A0E9ED34C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276115,SMKS DARUR ROJA,20276115,JL. ISMAYA NO. 31 RT 04/07,CINERE,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan DARUR ROJA KHOLILIYAH,AI2702,421/1570/disdik/2012,19-06-2012,421.5/Ops.175/X/Cadisdik/2018,18-10-2018,Lihat SK Operasional,2020-08-27 15,A,"1,500",1. XL (GSM),2. Telkom Speedy,PLN,,7532080,anwarnoy87@gmail.com,,-6.328900000000,106.781900000000,14,85,71,6,SMK 2013 REV.  Bisnis Daring dan Pemasaran,Pagi/6 hari,,2022/2023-2,XL (GSM),"11,000",12,0,1,2,0,0,16,0,14,0,0,0,0,14,0,10,4,3,7,1,2,0,0,1,9,5,,,,,,,,,,2,2,2,12,0,0,0,1,0,0,0,0
Jawa Barat,Kota Depok,Cinere,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BF6735EB-1B89-4B94-9552-0E9CA23E47A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276114,SMKS MEDIA KREATIF,20276114,JL. BUKIT CINERE RAYA 152 A-D,GANDUL,KEC. CINERE,KOTA DEPOK,PROV. JAWA BARAT,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pengembangan Kewirausahaan Indonesia,AI2699,421.4/379/Disdik/2012,14-05-2012,421.5/Ops.175/X/Cadisdik/2018,18-10-2018,Lihat SK Operasional,2020-09-04 11,A,720,1. -,2. Telkom Speedy,PLN,7536676,7536676,smkmediakreatif@yahoo.co.id,http,-6.336380000000,106.790365000000,15,38,15,3,SMK 2013 REV. Multimedia,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,200",3,0,1,1,0,0,15,4,15,0,0,0,2,13,0,13,2,6,1,4,0,2,2,0,5,10,,,,,,,,,,1,1,1,3,0,0,0,1,0,0,0,0
