prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BED20597-3E8C-4C7F-95F9-1961AC84683D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280485,MAS AL MA ARIF,20280485,Pontren Nurul Falah Kp. Sindangrasa Rt.10 Rw.04,CIBALANARIK,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/5349/2010,09-08-2010,Kw.10.4/4/PP.00.6/5349/2010,09-08-2010,Lihat SK Operasional,2020-01-17 09,B,0,,2.,,,,,,-7.402900000000,108.138200000000,0,33,33,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E8DE3ED-5483-44C9-ACB3-6654726ACC47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976336,MAS AL-ISHLAH PANUGARAN,69976336,Kp.Panugaran RT.001 RW.001 Cikeusal-Tanjungjaya-Tasikmalaya-Jawa Barat,CIKEUSAL,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,975 TAHUN 2017,16-06-2017,975 TAHUN 2017,16-06-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,B,0,,2.,,,,,,.000000000000,.000000000000,0,11,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D3A6F014-F422-4F7F-8C4E-BBEF38DE2395,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276769,MAS AL-MUAWANAH,20276769,Jl.Inpres Gunungpayung Ciheras RT007/RW005,SUKANAGARA,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/4384/2007,24-09-2007,32.06/MA/0021/2010,28-04-2010,Lihat SK Operasional,2020-01-09 08,,0,,2.,,,,,,-7.397800000000,108.104000000000,0,4,4,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D13D550-7F49-4D6B-A833-1CF7FE15F315,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276777,MAS BUNGURSARI,20276777,Jl.pasir Jaya,TANJUNGJAYA,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,WI/I/HK.008/03/1997,06-01-1997,WI/I/HK.008/03/1997,06-01-1997,Lihat SK Operasional,2023-01-06 07,Sertifikat Kedaluwarsa,0,,2.,,,,,,-7.383800000000,108.126600000000,0,64,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72908189-7D13-4E1E-8B4D-DCD1DD3C9626,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20229514,SMAS ITTIHADUL UMMAT,20229514,JL. CIKUMPAY,CIKEUSAL,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Ittihadul Umat,AA2992,421/2235/Disdik/2006,17-11-2006,421/2235/Disdik/2006,17-11-2006,Silakan Upload SK (link file tidak valid) => [19581-246476-433429-847730-1472306581.PDF],2015-08-17 22,B,"2,599",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,sma.ittihadul.umt@gmail.com,,-7.455200000000,108.110000000000,18,50,64,4,Pagi/6 hari,,2022/2023-2,"2,250",7,1,1,0,0,1,18,1,18,0,0,0,5,13,1,14,3,2,4,1,3,2,3,3,10,8,2,0,5,0,1,0,0,0,SMA 2013 MIPA,Telkomsel Flash,1,1,2,
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/84790D32-6D50-4281-84F3-01A9116ADFAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69878672,SMK NURUL FITRI,69878672,KP. TEGALPANJANG,SUKANAGARA,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUL FITRI,AX2332,421.5/Kep.2531/Disdik,20-11-2014,421.5/Kep.2531/Disdik,20-11-2014,Silakan Upload SK (link file tidak valid) => [19580-11448-503162-116942575-1257825152.PDF],2015-08-17 22,B,"4,400",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smknurulfitri@gmail.com,,-7.398447000000,108.111684000000,11,68,74,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,2,0,0,11,2,11,0,0,0,2,9,0,5,6,1,5,2,2,1,0,0,5,6,0,5,0,0,0,1,0,0,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Telkomsel Flash,2,2,2,0
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B394E34-08E7-478A-B9FB-D989A37382F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20258084,SMKS AL AMIN,20258084,Kp. CIBUNIGEULIS,SUKASENANG,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL-AMIN TANJUNGJAYA,AA2996,421.5/3973/disdik/2009,27-10-2009,421.5/3973/Disdik,27-10-2009,Silakan Upload SK,,A,"3,250",1. Telkomsel Flash,2. -,PLN,,,smkalamintanjungjaya@gmail.com,http,-7.401500000000,108.118000000000,9,47,48,4,Pagi/6 hari,,2022/2023-2,249,0,0,0,0,0,0,10,0,9,0,0,0,0,9,0,4,5,4,2,0,1,1,0,1,7,2,0,0,0,5,0,0,0,0,SMK 2013 REV. Rekayasa Perangkat Lunak,Telkomsel Flash,1,1,2,0
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/52E7361E-9C68-4A4A-B53B-C885DC10544C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254606,SMKS AL FALAH TANJUNGJAYA,20254606,"Jl. Kh. Ahmad Faqih, Kp. Kebonkalapa, Cibalanarik",CIBALANARIK,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Falah Tanjungjaya,AO5264,05/YAF/Kd.01/V/2008,01-05-2008,421.5/0177/Disdik/2008,29-12-2008,Lihat SK Operasional,2020-08-28 15,A,"160,000",1. -,2. Telkom Speedy,PLN,02657552660,02657552660,smkaf_tanjungjaya@yahoo.co.id,https,-7.392100000000,108.146200000000,57,556,512,38,Pagi/6 hari,,2022/2023-2,"42,200",60,0,2,11,0,0,59,3,57,0,0,0,7,50,0,32,25,23,21,6,4,3,0,0,31,26,60,0,0,0,2,0,0,0,SMK 2013 REV. Teknik dan Bisnis Sepeda Motor,Tidak Ada,12,14,12,0
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70AB87B8-7348-4809-95C2-EC6DAC21E92A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20268016,SMKS AL MUAWWANAH,20268016,JL.INPRES GUNUNGPAYUNG CIHERAS,SUKANAGARA,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL-MUAWANAH TASIKMALAYA,AD4560,421.5/3973/Disdik/2009,27-10-2009,421.4/4284/disdik,25-11-2009,Lihat SK Operasional,2020-08-28 10,B,"5,401",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smkalmuawanah@ymail.com,http,-7.397800000000,108.104100000000,30,126,108,12,Pagi/6 hari,,2022/2023-2,"2,199",12,0,1,2,1,0,31,2,29,0,1,0,8,22,0,28,2,9,4,11,4,2,0,0,16,14,0,12,0,0,1,0,0,0,SMK 2013 REV. Teknik Komputer dan Jaringan,Telkomsel Flash,4,4,4,0
Jawa Barat,Kab. Tasikmalaya,Tanjungjaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0BBEF301-3C42-47A0-AD16-C6D5A992EAEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69786374,SMKS SUKAPURA,69786374,Jalan Dalem Wirawangsa KM 3 Cikalapa,TANJUNGJAYA,KEC. TANJUNGJAYA,KAB. TASIKMALAYA,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Ghina Cikalapa Tanjungjaya,AA3003,421.5/Kep.2127/Disdik,10-10-2013,421.5/KEP.2127/DISDIK,10-10-2013,Lihat SK Operasional,2020-08-28 15,B,"90,000",1. -,2. Telkom Speedy,PLN,02657540257,02657540257,smksukapurakabtasikmalaya@gmail.com,http,-7.380100000000,108.120000000000,74,610,542,36,Pagi/6 hari,,2022/2023-2,"13,200",36,1,1,8,0,0,70,7,74,0,0,0,8,66,0,62,12,30,23,12,4,3,1,1,38,36,0,36,0,0,0,1,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Tidak Ada,12,12,12,0
