prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC2FA27E-76DB-47CF-BC86-B9113D526918,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320474,MAS AN NAHDLAH LAYANG,40320474,JL. TINUMBU DALAM LR.1 NO.9,LAYANG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,B-  677 /Kk.21.12/2/PP.00.4/VI/2019,14-06-2019,B-  677 /Kk.21.12/2/PP.00.4/VI/2019,14-06-2019,Lihat SK Operasional,2020-01-27 12,B,0,,2.,,,,,,-5.120500000000,119.422000000000,0,102,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A97F921-D8C4-464D-A508-16EFC1FB3DB3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320475,MAS AN NAHDLAH SUDIANG,40320475,JL. TINUMBU NO.272,LAYANG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,B-  677 /Kk.21.12/2/PP.00.4/VI/2019,14-06-2019,B-  677 /Kk.21.12/2/PP.00.4/VI/2019,14-06-2019,Lihat SK Operasional,2020-01-21 10,C,0,,2.,,,,,,-5.119200000000,119.420500000000,0,71,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/85691E08-52F3-4051-B550-1E10E17CC755,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320472,MAS ASADIYAH 170 LAYANG,40320472,JL. TINUMBU LR.149 NO.23,LAYANG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,021/DP/YMQ/VII/1990,01-07-1990,75 Tahun 2013,05-03-2013,Lihat SK Operasional,2021-11-10 12,B,0,,2.,,,,,,-5.121700000000,119.421900000000,0,71,55,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/43FB5F51-BEFB-4924-B8C9-A1CBE77F0501,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320476,MAS MDIA BONTOALA,40320476,JL. LAMURU NO.65,BONTOALA TUA,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,06,01-04-1992,C/Wt/MA/611/2002,15-05-2002,Lihat SK Operasional,2021-11-08 01,A,0,,2.,,,,,,-5.126900000000,119.420100000000,0,43,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/111952F1-EF99-46F6-82C1-DA2DD62DACE3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320473,MAS TAMAN PENDIDIKAN ISLAM,40320473,JL. MENTIMUN NO.31,WAJO BARU,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,MA,Kementerian Agama,,,No. 3/I-Al/79,01-11-1979,No. 3/I-Al/79,01-11-1979,Lihat SK Operasional,2021-11-24 06,C,0,,2.,,,,,,-5.133300000000,119.424400000000,0,105,163,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/735DA2F5-A691-4BEE-9712-1B728A7D281A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307371,SMA KI HAJAR DEWANTARA MAKASSAR,40307371,JL. DATUK DI TIRO NO. 9 / 13,TIMUNGAN LOMPOA,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NOMOR 018/C/Kep/I 83,23-02-1983,NOMOR 018/C/Kep/I 83,23-02-1983,Lihat SK Operasional,2015-11-29 00,A,96,1. 3 (Tri),2. Telkom Speedy,PLN,,,smakihajardewantara055@gmail.com,http,-5.124100000000,119.412600000000,8,120,84,4,Pagi/6 hari,,2022/2023-2,"2,200",6,1,1,0,0,0,9,2,8,0,0,0,1,7,0,7,1,2,2,0,1,1,1,1,1,7,0,5,1,0,0,1,0,0,SMA 2013 IPS,3 (Tri),1,1,2,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0126D309-49CE-4FC7-BD3B-4FFA6972E12E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40312010,SMAN 1 MAKASSAR,40312010,JL. GUNUNG BAWAKARAENG NO. 53,GADDONG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,99 Tahun 2017,26-01-2017,99 Tahun 2017,26-01-2017,Silakan Upload SK (link file tidak valid) => [412906-70563--],2021-01-25 07,A,0,1. Telkom Speedy,2. Telkomsel Flash,PLN,36332220,3624440,smansa_jagungbakar@yahoo.com,http,-5.134700000000,119.418500000000,63,556,734,36,Double Shift/6 hari,,2022/2023-2,"30,000",59,3,1,1,36,8,1,18,27,0,16,20,38,25,0,53,10,11,7,4,8,11,10,12,25,38,0,0,59,0,1,0,0,0,SMA 2013 MIPA,Telkom Speedy,12,12,12,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51F65250-B75F-4ADA-BC74-8CE33F9F3C9D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40313821,SMAS ABDI PEMBANGUNAN,40313821,JL. KANGKUNG TIMUR NOL 38,TOMPO BALANG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN ABDI PEMBANGUNAN,AC5894,421.3/6154/S.KEP/DPK/X/2016,11-10-2016,422/SMA-PAP/VIII/2020,27-08-2020,Lihat SK Operasional,2023-06-17 20,B,64,1. Telkomsel Flash,2. Telkomsel Flash,PLN,08534069,443827,smaabdipembangunan04@gmail.com,,-5.132800000000,119.426400000000,13,77,62,4,Siang/6 hari,,2022/2023-2,240,7,1,1,1,1,1,10,3,12,0,1,0,4,9,0,10,3,1,1,2,3,1,1,4,2,11,0,0,7,0,0,0,1,0,SMA 2013 MIPA,Telkomsel Flash,1,2,1,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3D213FD-6A85-4078-A5B5-FF0C3A009E61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70011101,SMAS BAMBINI,70011101,Jl. Mesjid Raya No. 68 I-L Makassar,WAJO BARU,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Cerdas Bangsa,AC5889,15/K.02/PTSP/2020,12-10-2020,15/K.02/PTSP/2020,12-10-2020,Lihat SK Operasional,2021-07-02 09,,484,1. Smartfren,2. Telkom Speedy,PLN & Diesel,0411450619,0411450616,bambinisma@gmail.com,http,-5.130900000000,119.422100000000,10,11,12,5,Sehari Penuh/5 hari,,2022/2023-2,"10,000",10,4,1,0,0,0,8,3,10,0,0,0,0,10,0,9,1,3,4,2,1,0,0,0,5,5,10,0,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,Smartfren,2,3,0,
Sulawesi Selatan,Kota Makassar,Bontoala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8945C134-ADB8-44D2-A9E0-8CFCD0DB6B2D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307350,SMAS IRNAS,40307350,JL. KUBIS NO. 64,TOMPO BALANG,KEC. BONTOALA,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan IRMA SURYANI NASUTION,AO3870,421.2/0520/DP/II/1997,09-09-1997,421.3/6152/DPK/X/2016,11-10-2016,Silakan Upload SK,,C,"5,824,000",1. -,2. -,PLN,,442494,irnas7266@gmail.com,http,-5.133600000000,119.426300000000,13,63,22,4,Sehari Penuh/5 hari,,2022/2023-2,"2,300",8,2,1,0,0,4,6,3,13,0,0,0,6,7,0,12,1,1,3,1,2,0,2,4,3,10,5,3,0,0,0,1,0,0,SMA 2013 MIPA,Tidak Ada,1,2,1,
