prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/360585BB-1467-46CE-8E3C-2527DAF0B776,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955698,MAS Riyadlul Huda,69955698,Jl. Kebudayaan Lingk Cibumur Rt.05 Rw.06,WINDUHAJI,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,0345/IPM/2016,27-06-2016,602 tahun 2016,27-06-2016,Silakan Upload SK (link file tidak valid) => [415998-333685--],2021-02-01 12,B,0 m2,1.,2.,,,,,,.000000000000,.000000000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0DAE115-2CF5-E011-831D-8F5EC32DCBF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20256691,SLB A PERWARI,20256691,Jln. Moh. Toha No.04,KASTURI,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Anak - Anak Luar Biasa Perwari,AD4912,N0. 034/SLB/JB/III/1988,02-03-1988,421.9/1761-DISDIK,02-03-1998,Lihat SK Operasional,2020-08-28 10,B,238 m2,1. Lainnya,2. Telkom Speedy,PLN,0,02328912353,slbaperwarikuningan@gmail.com,,-6.953900000000,108.489900000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60EAE115-2CF5-E011-8641-75B04728ABBE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20256689,SLB B YPALB PERWARI,20256689,Jalan Moh. Toha No. 04,KASTURI,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Anak - Anak Luar Biasa Perwari,AD4912,035/SLB/JB/III/1988,02-03-1988,035/SLB/JB/III/1988,02-03-1988,Lihat SK Operasional,2020-08-27 15,B,3.200 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,875914,slbbypalbperwarikuningan@gmail.com,,-6.954000000000,108.489600000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80CCE115-2CF5-E011-A541-E3419648E279,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20256803,SLB C YPALB PERWARI KUNINGAN,20256803,Jl. RE. Martadinata No. 80A Ancaran Kuningan,ANCARAN,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Anak - Anak Luar Biasa Perwari,AD4912,021/SLB/JB/III/1987,08-01-2004,035/SLB/JB/III/1988,02-03-1988,Silakan Upload SK,,,1.043 m2,1. 3 (Tri),2. Telkom Speedy,PLN,,0232876432,grahita.perwari@ymail.com,,-6.972400000000,108.516000000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/89297E7D-7DF7-4B42-8C70-E44047B957A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70039210,SMA ISLAM PLUS BAITUSSALAM KUNINGAN,70039210,Jl. Ir. Soekarno Blok Cikedung RT.001 RW.001,CIRENDANG,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Islam Baitussalam Kuningan,AA3411,16/011050/DPMPTSP/III/2023,31-03-2023,16/011050/DPMPTSP/III/2023,31-03-2023,Lihat SK Operasional,2023-05-04 15,,0 m2,1.,2.,,,,,,.000000000000,.000000000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002F0024-8567-424E-BC24-79660BCE1094,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20212961,SMA NEGERI 1 KUNINGAN,20212961,JL. SILIWANGI NO. 55 KUNINGAN,KUNINGAN,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,30,20-08-1960,421/116-Disidik/2004,14-01-2004,Lihat SK Operasional,2019-11-08 15,A,5.570 m2,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,0232871594,smankuningan1@gmail.com,http,-6.977800000000,108.482300000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AC38802-BEB5-4444-8E64-65E92056B0FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20212956,SMA NEGERI 2 KUNINGAN,20212956,JL. ARUJI KARTAWINATA NO. 16,KUNINGAN,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0298/0/1982,09-10-1982,0298/0/1982,09-10-1982,Lihat SK Operasional,2018-05-11 08,A,8.290 m2,1. XL (GSM),2. Telkom Speedy,PLN,0232871063,0232871063,sman2_kuningan@yahoo.co.id,http,-6.979300000000,108.485300000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8BFF824-8EA1-46B4-9E47-A61CDB14DC03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20212955,SMA NEGERI 3 KUNINGAN,20212955,JL. SILIWANGI NO.13,KUNINGAN,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0426/0/1991,15-07-1991,0426/0/1991,15-04-2014,Lihat SK Operasional,2022-02-04 00,A,5.092 m2,1. -,2. Telkom Speedy,PLN,02328900050,0232871066,tu@sman3kuningan.sch.id,http,-6.976700000000,108.483900000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A8336A-5F3B-4DCB-A933-305D04387485,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254696,SMK BHAKTI HUSADA KUNINGAN,20254696,Jl. Dr. Ir. Soekarno / Lingkar Purwawinangun Cijoho - Cirendang Kab. Kuningan,CIRENDANG,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BHAKTI HUSADA KUNINGAN,AA3350,642/KPTS.99-IMB/2012,08-02-2012,642/KPTS.99-IMB/2012,08-02-2012,Lihat SK Operasional,2016-03-22 13,A,3.306 m2,1. 3 (Tri),2. Telkom Speedy,PLN,02328881770,02328881770,smk.bhk3@gmail.com,http,-6.956400000000,108.476600000000,
Jawa Barat,Kab. Kuningan,Kuningan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B4F02885-203A-4DDE-823C-7EBA4E15B9EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20212952,SMK BINA KUNINGAN,20212952,JL. PRAMUKA NO. 67A,PURWAWINANGUN,KEC. KUNINGAN,KAB. KUNINGAN,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN SANG ADIPATI KUNINGAN,AD4964,02/SK-SA/VII/1979,15-07-1979,318/I02.5/M.80,17-04-1980,Lihat SK Operasional,2022-01-14 06,A,3.740 m2,1. -,2. Telkom Speedy,PLN & Diesel,0232871198,0232871198,smkbinaswasta_kng67a@yahoo.com,http,-6.976500000000,108.478800000000,
