prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99C7C6B8-AB85-4835-B29D-6862FEE6A0CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728321,MAS AISYIYAH,60728321,JL. DEMAK NO. 3,SEI RENGAS PERMATA,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara,AM0308,MA.007564,01-01-1900,,,Silakan Upload SK,,B,"2,318",,2.,,,,,,3.577577000000,98.706231000000,0,43,44,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A9D49E9B-6E22-4342-B488-8BFBA743352C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728322,MAS AL-ITTIHADIYAH,60728322,JL. BROMO NO. 25,TEGAL SARI III,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,,,002834,01-01-1900,,,Silakan Upload SK,,B,"41,517",,2.,,,,,,3.583293000000,98.695895000000,0,48,26,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A09B14F-36D6-4867-B0FE-7359EB374D2C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728323,MAS AL-WASHLIYAH,60728323,JL. ISMAILIYAH NO. 82,KOTA MATSUM II,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,Yayasan PERKUMPULAN AL JAMI'ATUL WASHLIYAH,AI8674,22/Not/2002/PN.Mdn,01-01-1900,,,Silakan Upload SK,,B,694,,2.,,,,,,3.575529000000,98.697657000000,0,215,110,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0340D20-4AA0-4BAE-A942-35DA70F6224F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728324,MAS PLUS AL-ULUM,60728324,Jl. Puri No. 154,KOTA MATSUM II,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,MA,Kementerian Agama,Yayasan Pembangunan dan Pendidikan Jihadul Ilmi,AI8665,Nomor 1051 Tahun 2019,06-09-2019,Nomor 1051 Tahun 2019,06-09-2019,Lihat SK Operasional,2020-12-28 11,A,323,,2.,,,,,,3.577500000000,98.697100000000,0,182,236,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/640C1357-866D-4E23-8AD1-2E7F355AA7E9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984151,SMA Swasta Carnegie Medan,69984151,Jl. Emas No. 10,SEI RENGAS II,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BINA INSAN NEGARA,AH2737,NO,22-05-2018,NO,22-05-2018,Lihat SK Operasional,2019-02-25 09,A,0,1. Lainnya,2. Lainnya,PLN,,,smacarnegie@gmail.com,,3.585231000000,98.697870000000,10,33,25,3,Sehari Penuh/6 hari,,2022/2023-2,"20,000",3,4,1,2,0,0,4,7,10,0,0,0,0,10,0,6,4,7,2,0,1,0,0,0,6,4,3,0,0,0,1,0,0,0,SMA 2013 MIPA,Lainnya,1,1,1,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/689A4F55-505A-43A5-8F14-299CE9D5FD34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003196,SMA Swasta Pengharapan,70003196,Jl. Bromo Lorong Sosial No. 35,TEGAL SARI III,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Indonesia-Jerman,AK4537,421.3/927,21-07-2020,421.3/927,21-07-2020,Lihat SK Operasional,2020-09-03 11,C,"1,171",1. 3 (Tri),2. 3 (Tri),PLN,,,smapengharapanmedan@gmail.com,,3.579674700000,98.703040200000,10,13,6,3,Pagi/6 hari,,2022/2023-2,0,3,1,1,1,1,0,8,2,9,0,1,0,2,8,1,7,2,6,2,1,0,0,1,0,4,6,3,0,0,0,1,0,0,0,SMA 2013 MIPA,3 (Tri),1,1,1,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51A55E5B-C17B-4C6E-BF8F-7CED00D57198,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210861,SMAN 8 MEDAN,10210861,JL. SAMPALI NO. 23,PANDAU HULU II,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,I.7317/B2/WILSU/75,01-01-1900,4769/II/SKPT/AKM/1980,01-01-1900,Silakan Upload SK (link file tidak valid) => [614026-276369--],2022-04-07 04,A,"2,641",1. Telkom Astinet,2. Telkom Speedy,PLN,4530335,0614530343,smanegeri8medan2012@gmail.com,http,3.589200000000,98.698100000000,71,402,566,28,Pagi/6 hari,,2022/2023-2,"23,000",28,3,2,5,53,0,0,18,23,0,30,18,43,28,1,65,5,11,7,14,10,8,9,12,23,48,7,21,0,0,2,0,0,0,SMA 2013 MIPA,Telkom Astinet,9,11,8,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6BEFF22-4F0B-4700-AAE1-9826821395F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210818,SMAS AL ULUM MEDAN,10210818,JL. CEMARA NO.10,KOTA MATSUM IV,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pembangunan dan Pendidikan Jihadul Ilmi,AI8665,114/I05/A/1990,24-04-1990,420/14698/DIKMENJUR/2016,03-10-2016,Lihat SK Operasional,2020-08-25 13,Sertifikat Kedaluwarsa,328,1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN & Diesel,7354717,7355535,alulumsma@yahoo.co.id,http,3.575600000000,98.695600000000,38,298,332,19,Pagi/6 hari,,2022/2023-2,"15,000",22,4,1,2,2,0,48,3,36,0,1,1,22,16,0,32,6,5,5,7,6,3,4,8,15,23,22,0,0,0,1,0,0,0,SMA 2013 IPS,Telkomsel Flash,7,5,7,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D24D926-532F-46F5-9C1C-654637FB8099,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210723,SMAS BUDI UTOMO,10210723,JL. JURUNG NO. 33,PANDAU HULU II,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN BUDI UTOMO,AI8685,5678,20-07-2016,420/12930/Dikmenjur/2014,17-12-2014,Lihat SK Operasional,2020-08-31 13,A,600,1. -,2. Telkom Speedy,PLN & Diesel,4555314,4528473,,http,3.661800000000,98.686900000000,12,30,27,6,Pagi/6 hari,,2022/2023-2,"4,500",6,1,1,2,0,0,12,0,12,0,0,0,6,6,1,10,1,3,0,0,2,2,0,5,8,4,6,0,0,0,1,0,0,0,SMA 2013 IPS,Tidak Ada,2,2,2,
Sumatera Utara,Kota Medan,Medan Area,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F4223E2-3D82-4752-8FA4-924462AB539A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210738,SMAS KESATRIA MEDAN,10210738,JL. GEDUNG ARCA NO. 24,PASAR MERAH TIMUR,KEC. MEDAN AREA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Kesatria Medan,AI8631,083/I.05/A.05,22-03-1956,9120321003806,30-10-2019,Lihat SK Operasional,2020-08-24 19,B,"1,106",1. -,2. Lainnya,PLN,,0617332473,smakesatria.medan@gmail.com,http,3.582700000000,98.708300000000,20,27,34,3,Pagi/6 hari,,2022/2023-2,"60,000",7,1,1,2,2,0,18,5,18,0,1,1,5,15,1,13,6,6,3,3,1,1,3,3,6,14,7,0,0,0,1,0,0,0,SMA 2013 Bhs&Budaya,Tidak Ada,1,1,1,
