prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/606C4B9A-DFD6-E111-92CF-8F3CA569DB55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534107,SLB Bhakti Luhur,20534107,Jl. A. Yani No.17,PANGONGANGAN,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BHAKTI LUHUR MALANG,AE7248,17/18.08/01/XI/2022,10-11-2022,17/18.08/01/XI/2022,10-11-2022,Lihat SK Operasional,2022-11-10 11,B,"2,808",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,472621,slbbhaktiluhurmadiun@gmail.com,https,-7.624900000000,111.516200000000,6,25,14,14,PAUD Merdeka,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"3,500",9,0,1,0,0,0,7,0,6,0,0,0,2,4,0,3,3,0,2,0,1,0,0,3,3,3,1,1,0,1,1,0,2,1,1,2,2,2,9,0,0,0,0,1,0,0,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F676AB52-41B5-4744-A481-30C3ECF7D362,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964487,SLB NUR HUSNINA,69964487,Jalan Sido Rukun,MANGUHARJO,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SLB,"TKLB, SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan NUR HUSNINA,AH1402,421.8/2269.27/101.4/2017,20-07-2017,19.14/197/III/II/2020,18-03-2020,Silakan Upload SK (link file tidak valid) => [352912-680386--],2020-08-29 08,C,540,1. -,2. Telkom Speedy,PLN,,03514472927,slbnurhusnina@gmail.com,,-7.621500000000,111.500500000000,1,14,12,9,PAUD Merdeka,Sore/6 hari,,2022/2023-2,Tidak Ada,"1,300",1,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3FB2A22-3F54-4160-A739-683692BA4C2E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534124,SMAN 2 MADIUN,20534124,JL. BILITON 24 MADIUN,MADIUN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,443/I04.3/SMA.16/C/1993,01-09-1953,443/I04.3/SMA.16/C/1993,31-12-1993,Lihat SK Operasional,2019-01-09 18,A,"4,436",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN & Diesel,0351453542,0351453542,admin@sma2madiun.sch.id,http,-7.621500000000,111.525500000000,54,356,662,29,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"99,000",27,4,1,11,45,1,0,8,11,0,30,13,40,14,0,44,10,4,4,1,5,13,11,16,23,31,,,,,,,,,,10,10,9,0,14,13,1,0,0,1,0,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7FE3C512-8F81-43EF-921F-E1ACB706B964,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534122,SMAN 3 TARUNA ANGKASA JAWA TIMUR,20534122,RING ROAD BARAT,NGEGONG,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,4208332401.I04/2004,08-12-2004,120.23/210/PKS/033.4/2018,12-02-2018,Lihat SK Operasional,2022-10-27 09,A,"46,720",1. -,2. Lainnya (Serat Optik),PLN,0351472477,0351473506,info@sman3tarunaangkasa.sch.id,http,-7.606700000000,111.515500000000,52,456,269,24,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"3,500",24,4,1,3,45,3,0,4,9,0,27,16,42,10,0,45,7,2,5,3,5,7,11,19,20,32,,,,,,,,,,8,8,8,24,0,0,0,1,0,0,0,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99C92C59-9842-443C-B39A-BEF0EA5A44EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534116,SMAS SANTO BONAVENTURA,20534116,JL. DIPONEGORO 45 MADIUN,MANGUHARJO,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YOHANNES GABRIEL,AN2291,AHU-0000575.AH.01.05.Tahun 2016,26-07-2016,390/18.02.10/02/X/2022,28-10-2022,Lihat SK Operasional,2023-06-13 15,A,"4,642",1. Lainnya (Wavelan),2. CBN,PLN,0351454194,0351454194,smabovent@yahoo.co.id,http,-7.623700000000,111.526200000000,17,68,67,6,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Wavelan),"30,700",14,5,1,2,3,0,20,2,14,0,2,1,12,5,0,16,1,1,2,2,4,2,4,2,5,12,,,,,,,,,,2,2,2,14,0,0,0,1,0,0,0,
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EDB43174-40AC-4F8D-9E7E-EBE5BB70C2E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69831536,SMK GULA RAJAWALI MADIUN,69831536,JL. YOS SUDARSO NO. 62-64,PATIHAN,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Saccharum Bhakti Rajawali,AB4975,421/401.104/115/2014,13-01-2014,19.08/1908/02/XII/2020,21-12-2020,Lihat SK Operasional,2021-03-29 14,B,"13,000",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0351461943,0351461943,smk.gularajawali@gmail.com,http,-7.608900000000,111.528900000000,21,91,32,9,SMK 2013 REV. Kimia Industri,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"24,000",10,2,1,4,1,0,13,7,20,0,1,0,10,11,0,19,2,7,9,1,3,0,0,1,6,15,,,,,,,,,,3,3,3,10,0,0,0,1,0,0,0,0
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/01A04A8E-EC2A-4C1E-BC59-A2AF23C68629,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534175,SMKN 5 MADIUN,20534175,JL. MERAK 5 MADIUN,NAMBANGAN KIDUL,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,NEGERI,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,036 / O / 1997,07-03-1997,036 / O / 1997,07-03-1997,Lihat SK Operasional,2022-09-21 16,A,"14,850",1. -,2. Telkom Speedy,PLN,0351467820,0351464575,smkn5kotamadiun@gmail.com,http,-7.648500000000,111.517200000000,63,538,500,34,SMK 2013 REV.  Otomatisasi dan Tata Kelola Perkantoran,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"55,000",41,1,1,2,52,3,1,7,11,0,41,11,56,7,0,61,2,0,5,3,4,15,11,25,20,43,,,,,,,,,,13,11,10,41,0,0,0,1,0,0,0,0
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/882CD30B-A723-418D-9B43-B7ECE5AC5A66,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534182,SMKS GAMALIEL 2 MADIUN,20534182,JL. NIAS 1 MANGUHARJO,MADIUN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BADAN PENYELENGGARA  PENDIDIKAN KRISTEN MADIUN,AH1431,002/B/1956,03-01-1956,P2T/926/19.08/02/VI/2019,12-06-2019,Lihat SK Operasional,2020-08-25 14,B,"2,874",1. -,2. Telkom Speedy,PLN,0351464334,0351464334,smkgamaliel_2mdn@yahoo.co.id,www.smkgamaliel2madiun.sch.id,-7.619700000000,111.522700000000,9,8,9,5,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"10,000",7,1,1,2,1,0,9,0,8,0,1,0,7,2,1,6,2,0,1,1,0,1,1,5,4,5,,,,,,,,,,2,2,1,7,0,0,0,1,0,0,0,0
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DA43338-1958-4B2A-81F0-F7C62666564F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534181,SMKS INDUSTRI MADIUN,20534181,JL. HALMAHERA NO.4B MADIUN,MADIUN LOR,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,348/32/U/86,17-02-1986,P2T/59/19.08/02/I/2018,29-01-2018,Lihat SK Operasional,2019-10-22 10,B,0,1. Telkom Speedy,2. Telkom Speedy,PLN,,0351459359,smk_industri@ymail.com,http,-7.624100000000,111.526900000000,9,19,0,5,SMK 2013 REV. Teknik Pemesinan,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"3,300",6,0,1,2,1,1,12,0,8,0,1,0,6,3,0,8,1,0,0,1,2,4,0,2,4,5,,,,,,,,,,1,2,2,6,0,0,0,1,0,0,0,0
Jawa Timur,Kota Madiun,Manguharjo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/018A2DB2-116D-49C2-9FB5-9CA1FF6E30E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20534180,SMKS KUSUMA TERATE MADIUN,20534180,JL. MERAK MADIUN,NAMBANGAN KIDUL,KEC. MANGUHARJO,KOTA MADIUN,PROV. JAWA TIMUR,SWASTA,SMK,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SETIA SETIA HATI TERATE PUSAT MADIUN,AH1385,p2t/65/19.08/02/i/2018,16-07-1990,p2t/65/19.08/02/i/2018,16-07-2010,Lihat SK Operasional,2022-10-28 12,B,"1,000",1. -,2. Telkom Speedy,PLN,0351473356,0351492077,smk.kusumaterate@gmail.com,,-7.646200000000,111.515100000000,10,11,5,3,SMK 2013 REV.  Perhotelan,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,1,2,2,0,6,3,8,0,2,0,4,6,0,9,1,0,3,2,1,0,0,4,5,5,,,,,,,,,,1,1,1,3,0,0,0,1,0,0,0,0
