prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0097F02-0657-4544-A217-FA1598D3F722,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280308,MAN 3 Garut,20280308,Jl. Miramareu No.361 Pameungpeuk 44175,SIRNABAKTI,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,515A Tahun 1995,25-11-1995,KMA 515A Tahun 1995,25-11-1995,Lihat SK Operasional,2020-02-19 12,A,0 m2,1.,2.,,,,,,-7.648900000000,107.740400000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AFED0BBA-48DA-4C9E-9A4D-A35B55F40A5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280286,MAS AL MANAR MUHAMMADIYAH,20280286,Jl. Miramareu No. 700 Kp. Wates,SIRNABAKTI,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Garut,AG4897,Wi/HK008/096/1997,14-04-1997,MA.i/S/17/093/PP.006/15/24/2015,02-07-2015,Lihat SK Operasional,2016-06-24 09,B,0 m2,1.,2.,,,,,,-7.652300000000,107.748400000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FBEB112-831B-4DF7-88C1-AECDD4FA1750,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280309,MAS MARDLIYAH,20280309,Jl. Kaum Tengah No. 127 Kp. Kaum Kaler,PAMEUNGPEUK,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Yayasan Mardliyah Pameungpeuk,AX8398,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.621475000000,107.720561000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E05EE515-2CF5-E011-82C9-5BBA58AC27F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20258197,SLB B/C NURUL INSANI,20258197,"JL. MIRAMARE KM 1,5 KOMPLEK PERUM WANIKARI",SIRNABAKTI,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN NURUL INSANI,AA2614,421.9/493-Disdik/2003,14-02-2003,421.9/493-DISDIK/2003,14-02-2003,Lihat SK Operasional,2016-09-08 10,,2.440 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,02622520447,slbnurulinsanipameungpeuk@yahoo.com,,-7.651600000000,107.745700000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A3C5543-5B49-4A85-A56F-D6D44BB7C74D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69867931,SMA IT SINARSARI,69867931,KP. CITEUREUP RT 02 RW 03,SIRNABAKTI,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YARICI,AA2564,01,08-09-2004,425.11/3423 -Disdik,09-10-2014,Lihat SK Operasional,2014-10-23 12,B,20.000 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smaitsinarsari@yahoo.com,,-7.617129000000,107.760131000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/13DB60A3-DF76-4EB7-919A-B4E206F03016,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20227471,SMAN 5 GARUT,20227471,JL. CIKOPO,PAMEUNGPEUK,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,SMAN 5 Garut,20-11-1984,SMAN 5 Garut,20-11-1984,Lihat SK Operasional,2021-07-26 09,A,25.000 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,521178,521177,sman_5garut@yahoo.com,http,-7.636500000000,107.731600000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C904966-2B98-42A7-99E6-90413A75A73E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755543,SMAS PLUS PERSIS PAMEUNGPEUK,69755543,JL. TEGALGEDE,JATIMULYA,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERSATUAN ISLAM,AA2541,0811/K.SMA-04-C.1/PP/2012,15-11-2012,425.11/3821-Disdik,15-11-2012,Lihat SK Operasional,2021-08-03 12,B,0 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,smapluspersispameungpeuk@yahoo.co.id,,-7.611500000000,107.721400000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0AAD0240-7B79-4A63-878F-3208C56BAE3A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20270832,SMK KESEHATAN PRIMA HUSADA,20270832,JL. Raya Mira Mare,SIRNABAKTI,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Prima Husada,AD4291,425.11/732,,425.11/732-DISDIK,,Silakan Upload SK,,B,30.000 m2,1. -,2. Telkomsel Flash,PLN,,0262522891,smkkesph@gmail.com,http,-7.652200000000,107.748900000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D267F14-9A40-4D2A-9351-B0272E67A958,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69864667,SMK SUHARA MANDIRI,69864667,JL. RAYA ASISOR PAMEUNGPEUK,MANDALAKASIH,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Suhara Persada,AA2598,001/YSP/VII/2013,15-07-2013,425.11/3423 -Disdik,09-10-2014,Lihat SK Operasional,2020-08-28 10,C,1.200 m2,1. -,2. Telkom Speedy,PLN,,,smk_suharamandiri@gmail.com,http,-7.649118000000,107.739422000000,
Jawa Barat,Kab. Garut,Pameungpeuk,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9582C63F-5CC2-4923-BB1E-35F9D9DB4F5B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20262098,SMKS MAARIF PAMEUNGPEUK,20262098,Jl. Cikopo,PAMEUNGPEUK,KEC. PAMEUNGPEUK,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Ma'arif Cabang Garut,AI1297,937/I02.1/KEP/OT/97,02-10-1997,937/I02.1/KEP/OT/97,02-10-1997,Lihat SK Operasional,2020-08-28 07,B,6.552 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0262522150,smkmaarif_pmpk@yahoo.com,http,-7.637200000000,107.732100000000,
