prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2694263C-E883-47A2-A141-69F22FB3BDBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70027705,MA MA'ARIF MIFTAHUL ULUM CIAMIS,70027705,"Jl. Citapen 04 Bangunsirna, Sukamaju, Baregbeg, Kabupaten Ciamis, Jawa Barat",SUKAMAJU,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,608 TAHUN 2021,28-05-2021,Silakan Upload SK (link file tidak valid) => [198746-842207-https,2022-04-04 23,,2.736 m2,1.,2.,,,,,,.000000000000,.000000000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DF25867-90E8-4729-B4B6-F4C2AA687C4C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69993915,MA PLUS DARUL ULUM,69993915,JL. RAYA SUKAMAJU PETIRHILIR RT.03 RW.03,SUKAMAJU,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,,Nomor 864 Tahun 2019,15-07-2019,Nomor 864 Tahun 2019,15-07-2019,Lihat SK Operasional,2021-05-25 19,C,0 m2,1.,2.,,,,,,-7.305300000000,108.375500000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9A94ED84-B617-43A8-819E-E80A9EC5C9A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276440,MAS AL HASAN,20276440,DUSUN BABAKAN RT 01 RW 01,KARANGAMPEL,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4PP.00.6/6496/2009,10-09-2009,Kw.10.4/4PP.00.6/6496/2009,10-09-2009,Silakan Upload SK (link file tidak valid) => [427522-420345--],2021-03-05 13,B,0 m2,1.,2.,,,,,,-7.273600000000,108.400000000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4062C974-D4C4-E111-96A9-51A393A61512,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20263113,SLB AL-BAROKAH BAREGBEG,20263113,Jl. Raya Sukadana RT.01 RW. 04,PETIRHILIR,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YAPACA Al Barokah,AD4879,01/YPC.AB/I/2007,14-01-2007,421.9/KEP.02/I/SLB-BPPT/2009,02-04-2009,Lihat SK Operasional,2022-01-16 00,B,99 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,,02657578395,slbalbarokah.baregbeg@gmail.com,,-7.299500000000,108.380400000000,"TKLB, SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75D36972-596F-407A-8BCF-28C73BA50E20,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759289,SLB PANCARAN IMAN CIAMIS,69759289,JL. CIAMIS-JALATRANG KM. 07 RT 02 RW 01,SUKAMULYA,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ridha restu widia,AL3011,01/SKET-YRRW/2008,01-01-1901,421.9/KEP.07/I/SLB-BPPT/2,08-05-2013,Lihat SK Operasional,2015-02-07 14,C,2.309 m2,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,slbpancaranimanciamis@yahoo.com,,-7.255800000000,108.343300000000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/094C2835-B8AF-4094-8D22-FAE2E7D67402,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70010787,SMA NUSANTARA CIAMIS,70010787,Dusun Bangunsirna RT 02 RW 12,SUKAMAJU,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dar El - Rahman,AL3006,6/011030/DPMPTSP/V/2021,21-05-2021,6/011030/DPMPTSP/V/2021,21-05-2021,Lihat SK Operasional,2021-06-17 09,B,2.759 m2,1. -,2. Telkom Speedy,PLN,,,,,.000000000000,.000000000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AD93CF4B-3AC3-4967-8840-D6EFBAA6B78F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20211491,SMAN 1 BAREGBEG,20211491,JL. R.E. MARTADINATA NO.150 CIAMIS,BAREGBEG,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,001a/O/1999,05-01-1999,001a/O/1999,05-01-1999,Lihat SK Operasional,2016-05-19 07,A,11.179 m2,1. -,2. Telkom Speedy,PLN,,0265771957,sman1sabar@gmail.com,http,-7.315200000000,108.357600000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EBEF8F6F-C580-416B-B688-E36A290BFA99,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70003746,SMK PETERNAKAN CIAMIS,70003746,DUSUN DESA RT 05 RW 02,BAREGBEG,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KASMIN HASYIM,AX0258,503/12968-Set.Disdik,08-06-2018,421.9/Kep.1/I/SMK-DPMPTSP/VIII/2020,11-08-2020,Lihat SK Operasional,2022-02-03 08,B,300 m2,1. -,2. Telkom Speedy,PLN,0265772589,,smk.peternakanciamis@gmail.com,http,-7.315475800000,108.298394000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23F757FD-6BAD-4A14-84DC-7EC73F72936E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254634,SMKS AL HUDA TURALAK,20254634,Jalan Sukamaju Kec. Baregbeg Kab.Ciamis,SUKAMAJU,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al Huda Turalak,AL3007,421.3/1736-DISDIK/2007,16-07-2007,421.3/4367-DISDIK/2010,15-06-2010,Lihat SK Operasional,2020-08-24 20,A,9.460 m2,1. -,2. Telkom Speedy,PLN,02652751363,02652751363,smk.alhuda.trk@gmail.com,,-7.311500000000,108.376000000000,
Jawa Barat,Kab. Ciamis,Baregbeg,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/526AA25C-E319-4371-B50D-75587ECA8EF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20254633,SMKS MAARIF NU CIAMIS,20254633,"JL. CITAPEN NO. 04 BANGUNSIRNA,",SUKAMAJU,KEC. BAREGBEG,KAB. CIAMIS,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Dar El - Rahman,AL3006,021/LPM/A.II/SK/V/2007,01-05-2007,421.3/1444-Disdik/2009,15-05-2009,Lihat SK Operasional,2023-02-17 09,B,2.100 m2,1. Telkom Speedy,2. Telkom Speedy,PLN,02652752229,02652752229,smkmaarifnu.cms@gmail.com,http,-7.316500000000,108.374600000000,
