prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FA9A45E-BFA4-492E-9DCC-D2A315CFFB06,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280280,MAS AL - QONAAH,20280280,Jl. Dano Rt 04 / Rw 06,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,INDONESIA,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.437998000000,107.834253000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80BF5368-9F3A-4360-A14F-52D1B51A3C73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728067,MAS AL-MUNAWWIR,60728067,Kp. Cikopo Rt.03 Rw.02,CIPANGRAMATAN,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,06/SK-YAC/OR-01/2011,23-05-2011,Kw.10.4/4/4/PP.07/8202/2012,02-10-2012,Lihat SK Operasional,2020-02-29 10,B,0 m2,1.,2.,,,,,,-7.447700000000,107.842500000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2F6768E5-EBCC-4321-8AD2-696EB50C824C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280321,MAS PERSIS CIKAJANG,20280321,Jl. Raya Simpang Cikandang Km. 93 Cikajang Garut,SIMPANG,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0 m2,1.,2.,,,,,,-7.367000000000,107.769800000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D590EA88-C11D-489A-86A7-09213B90E964,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280332,MAS PLUS AL-ITTIHAAD,20280332,Jl. Raya Rancapandan Ds. Mekarjaya Km.5,MEKARJAYA,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/416/2010,24-05-2010,Kw.10.4/4/PP.00.6/3022/2010,24-05-2010,Lihat SK Operasional,2020-01-30 14,B,0 m2,1.,2.,,,,,,-7.385000000000,107.831100000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BD5B5E5D-9DDE-4197-B396-2D925F6D03B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69949239,SLB MADHANI,69949239,Kp. Keser RT 05 RW 03,MEKARJAYA,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/Kep.09/I/SLB-BPMPT/,21-04-2016,421.9/Kep.09/I/SLB-BPMPT/,21-04-2016,Lihat SK Operasional,2016-10-31 14,C,500 m2,1. -,2. Telkom Speedy,PLN,,,slbmadhanicikajang@gmail.com,,-7.379399600000,107.816757500000,"SDLB, SMPLB,  dan SMLB"
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E7FFBD4D-4F0E-4720-8053-DD3C76F7078F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69940395,SMA PLUS PERJUANGAN 78,69940395,Kp. Ciparay RT 01 RW 05,GIRIAWAS,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Darussalam Assyukroniyah Ciparay Cikajang,AD4221,009/YA.32/PP.01/I/2016,01-01-2016,425.11/814-Disdik,25-02-2016,Lihat SK Operasional,2020-08-24 20,B,3.600 m2,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,smap_perjuangan78@yahoo.com,,-7.387164400000,107.795268900000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4253EDE2-CB96-45A6-B98C-82CAEE4BF3C2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20227463,SMAN 4 GARUT,20227463,JL. PERKEBUNAN GIRIAWAS,GIRIAWAS,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,1814/I.02.1/R.81,08-05-1981,0298/0/1982,09-10-1982,Silakan Upload SK (link file tidak valid) => [830539-390238--],2023-06-08 10,A,20.000 m2,1. Lainnya,2. Telkom Speedy,PLN,0262577164,0262577164,sman4garut@gmail.com,http,-7.365200000000,107.820500000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F1A655C3-DC33-4D87-B90D-8F9F24C1459B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69759073,SMAS BIDAYATUL FAIZIN CIKAJANG,69759073,KP. NEGLA DESA CIPANGRAMATAN CIKAJANG - GARUT,CIPANGRAMATAN,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BIDAYATUL FAIZIN FAUZAN LIMA,AD4193,10/YY-TA/1/2012,01-01-2012,425.11/3612-DISDIK,03-12-2012,Lihat SK Operasional,2021-07-22 10,B,5.000 m2,1. -,2. Telkomsel Flash,PLN,,,smabidayatulfaizin@gmail.com,http,-7.420300000000,107.806800000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FCB52284-51D9-46BC-AAB0-16D358885EAF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69822688,SMAS ISLAM TERPADU SITUWANGI CIKAJANG,69822688,Kp Seladatar RT 04 RW 01,GIRIAWAS,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Situwangi Garut,AD4186,425.11/2629 - Disdik,02-09-2013,425.11/2629 - Disdik,02-09-2013,Lihat SK Operasional,2021-08-13 15,A,75.576 m2,1. Smartfren,2. Telkom Speedy,PLN,,0262576041,situwangiislamicboardingschool@gmail.com,http,-7.371900000000,107.821000000000,
Jawa Barat,Kab. Garut,Cikajang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7C321B5B-FE5E-45AC-8E4E-0B14CE8E16F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69964499,SMAS YASHMIKA,69964499,Jl Desa Mekarsari RT 1 RW 1,MEKARSARI,KEC. CIKAJANG,KAB. GARUT,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MILLAH KAHURIPAN,AD4197,425.11/4886/DISDIK,25-11-2015,425.11/4886/DISDIK,25-11-2015,Lihat SK Operasional,2017-07-27 11,B,4.968 m2,1. -,2. Telkom Speedy,PLN,,,operator.smasyashmika@gmail.com,,-7.336200000000,107.786400000000,
