prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BFFC0B56-E030-4A07-9FBE-4980272CFDA3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20277180,MAS YAYASAN AHMAD DJUWAENI,20277180,JL. VETERAN I NO.36,GUNUNG PARANG,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,3/10/11/01/002,05-12-1981,3/10/11/01/002,05-12-1981,Silakan Upload SK,,B,0,,2.,,,,,,-6.926400000000,106.921700000000,0,15,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA0E882B-7849-49D0-8BBD-7F914FBEC4C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983844,SMA ISLAM AL AZHAR 21 SUKABUMI,69983844,JL. Subangjaya RT03/07 Cikole Sukabumi,SUBANGJAYA,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Al-Islam Sukabumi,AD7248,503/30016 - Set.Disdik,31-10-2017,8120016061406,10-10-2018,Lihat SK Operasional,2020-08-26 18,A,"4,500",1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,02666223331,02666223331,smaislamalazhar21@gmail.com,http,-6.912079000000,106.952755000000,14,49,45,6,Sehari Penuh/5 hari,,2022/2023-2,"5,400",6,1,1,2,0,0,15,3,12,0,2,0,3,11,0,12,2,3,5,3,1,0,0,2,6,8,6,0,0,0,1,0,0,0,SMA 2013 MIPA,Telkom Speedy,2,2,2,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B38FC9F-DC10-487F-9640-40AAF7DCC557,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221561,SMAN 3 SUKABUMI,20221561,Jalan Ciaul Baru No.21,SUBANGJAYA,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0353/O/1985,09-08-1985,0353/O/1985,09-08-1985,Lihat SK Operasional,2015-04-27 15,A,"19,785",1. Biznet (Serat Optik),2. Telkom Speedy,PLN,0266221453,0266221453,sman3kotasukabumi@yahoo.co.id,http,-6.920600000000,106.944500000000,78,562,866,39,Sehari Penuh/5 hari,,2022/2023-2,"23,000",32,3,1,1,45,15,1,17,35,0,25,18,48,30,1,75,2,14,6,6,12,12,12,16,36,42,22,10,0,9,0,0,1,0,SMA 2013 IPS,Biznet (Serat Optik),12,13,14,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9FBBD74E-DBD5-43B2-9D82-D40D727DD64C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221562,SMAN 4 SUKABUMI,20221562,JL. IR. H. JUANDA NO. 8 SUKABUMI,CIKOLE,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0426/0/1991,15-07-1991,0426/0/1991,15-07-1991,Lihat SK Operasional,2015-11-30 13,A,"6,675",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0266221685,0266221685,sman4kosi@gmail.com,http,-6.919500000000,106.931400000000,68,511,696,34,Sehari Penuh/5 hari,,2022/2023-2,"25,000",33,2,2,17,46,11,2,9,28,0,24,16,53,15,0,64,4,6,12,8,14,5,13,10,31,37,33,0,0,0,2,0,0,0,SMA 2013 MIPA,Telkom Speedy,11,12,11,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFACD54B-4F6D-49D9-A3F4-622582233E1A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221586,SMAS ADVENT SUKABUMI,20221586,JL. VETERAN II NO. 8 SUKABUMI,SELABATU,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,F.60/S/8/1974,26-08-1974,F.60/S/8/1974,26-08-1974,Lihat SK Operasional,2015-05-29 10,B,"5,000",1. -,2. Biznet (Serat Optik),PLN,0266238820,0266221279,pasmisukabumi@yahoo.com,http,-6.947400000000,106.923300000000,12,14,11,4,Sehari Penuh/5 hari,,2022/2023-2,"2,999",6,2,1,2,0,0,10,3,12,0,0,0,0,12,1,8,3,5,0,2,3,1,0,1,3,9,0,6,0,0,0,1,0,0,SMA 2013 IPS,Tidak Ada,1,2,1,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/948CA6D7-0F40-41B6-8D62-7B58B3CA3B48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221589,SMAS KRISTEN BPK PENABUR,20221589,JL. BHAYANGKARA NO. 240 SUKABUMI,SELABATU,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BPK PENABUR Sukabumi,AG6354,89,19-07-1950,C.22/VII/70,01-07-1970,Lihat SK Operasional,2015-06-03 08,A,0,1. -,2. -,PLN,0266211682,0266221158,smakbpkpenabursukabumi@gmail.com,http,-6.915100000000,106.932000000000,17,70,72,6,Pagi/6 hari,,2022/2023-2,0,6,3,1,6,1,0,17,6,15,0,2,0,7,10,0,13,4,5,1,2,4,1,2,2,8,9,6,0,0,0,1,0,0,0,SMA 2013 IPS,Tidak Ada,2,2,2,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C5665277-C6B7-421F-BBBF-FC0AF10455D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221590,SMAS MARDI YUANA,20221590,JL. R.E MARTADINATA NO. 54 SUKABUMI,KEBONJATI,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN MARDI YUANA,AG6410,F.587/D.2a/K.74,15-07-1974,F.587/D.2a/K.74,15-07-1974,Lihat SK Operasional,2020-08-24 20,A,"4,953",1. Telkom Speedy,2. Biznet (Serat Optik),PLN,0266212123,0266212123,smamardiyuanasukabumi@gmail.com,http,-6.921000000000,106.932000000000,28,225,200,14,Sehari Penuh/5 hari,,2022/2023-2,"33,600",15,4,1,2,3,0,32,3,25,0,1,2,15,13,0,23,5,7,6,1,0,1,4,9,16,12,10,5,0,0,1,0,0,0,SMA 2013 MIPA,Telkom Speedy,4,5,5,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CC200D76-A5ED-40C4-A6A4-00872A48FAEE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221591,SMAS MUHAMMADIYAH,20221591,JL. R. SYAMSUDIN SH. NO. 59 SUKABUMI,CIKOLE,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Jawa Barat,AO5349,03/Kepts/1976,13-01-1976,03/Kpts/1976,13-01-1976,Silakan Upload SK (link file tidak valid) => [354902-35332--],2020-08-29 19,A,"125,856",1. -,2. Telkom Speedy,PLN,0,0,smamuhamadiyah1@gmail.com,http,-6.915300000000,106.922500000000,17,38,73,6,Sehari Penuh/5 hari,,2022/2023-2,"5,502",6,2,1,0,1,0,7,10,16,0,0,1,6,11,1,13,3,5,2,2,1,2,4,1,10,7,6,0,0,0,0,1,0,0,SMA 2013 IPS,Tidak Ada,2,2,2,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C72016C0-3621-42E1-9E86-4D8F6BE291E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221575,SMAS TAMAN SISWA,20221575,JL. R. SYAMSUDIN SH NO. 62,CIKOLE,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Persatuan Perguruan Tamansiswa Cabang Kota Sukabumi,AG6357,1362/102.4/SK/1982,25-11-1982,1362/102.4/SK/1982,25-11-1982,Lihat SK Operasional,2020-08-28 10,A,"4,184",1. -,2. Telkom Speedy,PLN,221737,218499,sma_ts_smi@yahoo.co.id,,-6.935600000000,106.926800000000,13,26,42,6,Sehari Penuh/5 hari,,2022/2023-2,"5,000",8,4,1,1,2,0,9,5,10,0,1,2,11,2,0,12,1,0,0,1,4,3,1,4,5,8,8,0,0,0,1,0,0,0,SMA 2013 MIPA,Tidak Ada,2,2,2,
Jawa Barat,Kota Sukabumi,Cikole,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFA2164B-0845-40AA-AFA9-15231C97346D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20221558,SMAS YAYASAN AHMAD DJUWAENI,20221558,JL. VETERAN I NO. 36 SUKABUMI,GUNUNG PARANG,KEC. CIKOLE,KOTA SUKABUMI,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AHMAD DJUWAENI,AG6367,200/I02.Kep/E84,28-09-1984,B23014003,07-09-1988,Lihat SK Operasional,2015-09-09 08,A,"2,600",1. Telkom Speedy,2. Telkom Speedy,PLN,,0266226649,smayad36@gmail.com,http,-6.919500000000,106.923100000000,9,18,7,3,Pagi/6 hari,,2022/2023-2,"2,700",5,0,1,4,0,1,5,5,9,0,0,0,5,4,0,8,1,1,0,2,2,1,2,1,4,5,0,5,0,0,0,1,0,0,SMA 2013 IPS,Telkom Speedy,1,1,1,
