prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE363074-C9C8-4506-8E6A-2D42C14ECB9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029393,MA IMADUDDIN,70029393,Jalan Paris II Komplek Balimas 3 No. A 23,BANGKA BELITUNG DARAT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,,,,,1616 TAHUN 2021,28-06-2021,Silakan Upload SK (link file tidak valid) => [207539-679105-https,2022-06-05 08,,5,,2.,,,,,,.000000000000,.000000000000,0,9,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9107BB3C-E291-4AA3-8FC1-8906B7A5A829,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816434,MAS ISLAMIYAH,10816434,JL. IMAM BONJOL NO 88 PONTIANAK,BANGKA BELITUNG LAUT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,MA,Kementerian Agama,Yayasan LEMBAGA PERGURUAN ISLAMIYAH,AC2584,KEP-31/PP.03.2/1992,30-10-1992,,30-10-1992,Lihat SK Operasional,2017-03-06 06,A,0,,2.,,,,,,-.048600000000,109.356600000000,0,46,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60F6FD09-30F5-E011-9764-1B33A03564EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105076,SLB C DHARMA ASIH,30105076,Jl. Ahmad Yani,BANGKA BELITUNG DARAT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Dharma Asih Pontianak,AC2575,28,13-03-1972,,01-01-1910,Silakan Upload SK (link file tidak valid) => [698871-30848--],2022-09-02 02,,100,1. Axis,2. Telkom Speedy,PLN,,05618110044,sdlbcdharmaasih@gmail.com,,-.068200000000,109.359900000000,17,46,34,16,Sehari Penuh/5 hari,,2022/2023-2,"3,500",20,0,1,2,5,0,9,4,12,0,2,3,6,11,0,15,2,3,6,2,0,0,3,3,5,12,20,0,0,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Axis,1,3,1,2,1,2,1,1,1,1,1,1,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/608DBD49-A3D0-E111-A7A0-DFFEE5F359EA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105062,SLB-B Dharma Asih,30105062,Jl. Jendral Ahmad Yani,BANGKA BELITUNG DARAT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan Dharma Asih Pontianak,AC2575,1972,13-03-1972,196/I14/KEP/1992,09-12-1992,Lihat SK Operasional,2020-08-24 19,,"2,456",1.,2.,PLN,,0561-571987,,,-.068300000000,109.359800000000,18,57,60,15,Sehari Penuh/5 hari,,2022/2023-2,0,16,0,1,0,1,0,16,1,16,0,0,2,7,11,2,14,2,5,3,1,3,2,0,4,4,14,0,16,0,0,0,1,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,1,1,1,1,1,2,1,2,1,1,1,2,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6C171AB-0280-4DCB-92B7-3BFEF9DD3FB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69830077,SMA ISLAM AL-AZHAR 10 PONTIANAK,69830077,"Jl. Ahmad Yani, No. 2 Pontianak",BANSIR LAUT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Kejayaan Islam Khatulistiwa Pontianak,AW9974,214/KEP/2014,02-06-2014,214/KEP/2014,02-06-2014,Lihat SK Operasional,2017-06-02 11,A,"24,320",1. -,2. Biznet (Serat Optik),PLN,0561733134,0561761504,smaialazhar10@gmail.com,http,-.058600000000,109.351200000000,14,57,69,7,Sehari Penuh/5 hari,,2022/2023-2,"104,999",8,4,1,2,0,0,2,13,14,0,0,0,0,14,0,12,2,4,9,0,1,0,0,0,4,10,8,0,0,0,1,0,0,0,,SMA 2013 MIPA,Tidak Ada,,,,,,,,,,3,2,2,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E02C81CD-8DDB-4FDE-961A-3AAB54451737,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978202,SMA PELITA CEMERLANG,69978202,JL. PERDANA NO.8,BANSIR LAUT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pelita Harapan Cemerlang,AC2590,648/513/RG/2011-244/TAHUN 2011,24-08-2011,743 TAHUN 2017,18-05-2017,Lihat SK Operasional,2020-09-01 09,B,"2,276",1. Telkom Speedy,2. Telkom Speedy,PLN,,05618120848,cemerlang.pelita@yahoo.com,http,-.055300000000,109.344600000000,18,74,100,6,Sehari Penuh/5 hari,,2022/2023-2,"82,500",8,2,1,2,0,0,19,1,18,0,0,0,0,18,0,9,9,14,2,1,0,1,0,0,4,14,8,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,2,2,2,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CB52A8F-20F2-44FA-B96A-F62716DD6C4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30107389,SMAS BINA MULIA PONTIANAK,30107389,Jl. Abdul Rachman Saleh No. A1,BANGKA BELITUNG LAUT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Bina Mulia Pontianak,AC2568,217A/KEP/2006,14-12-2006,217A/KEP/2006,14-12-2006,Lihat SK Operasional,2015-10-01 12,A,"5,052",1. Biznet (Kabel),2. Telkom Speedy,PLN,0561746012,0561740999,sma.bmptk@gmail.com,http,-.057500000000,109.355300000000,32,103,104,9,Sehari Penuh/5 hari,,2022/2023-2,"130,000",12,4,1,3,0,0,29,6,32,0,0,0,5,27,0,24,8,6,8,6,6,4,1,1,17,15,12,0,0,0,1,0,0,0,,SMA 2013 IPS,Biznet (Kabel),,,,,,,,,,3,3,3,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8895B0FB-6917-4226-ABA3-F853265CB6D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30107838,SMAS BUDI OETOMO PONTIANAK,30107838,JL. PARIT H. HUSIN II,BANGKA BELITUNG DARAT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan BOEDI OETOMO PONTIANAK KALIMANTAN BARAT,AF4338,011/C/KEP/1989,01-02-1989,421/1479/Dikbud-C,01-09-2020,Lihat SK Operasional,2020-09-08 15,B,"4,282",1. -,2. Telkom Speedy,PLN,0561710470,0561710470,sma_boedioetomo@yahoo.com,,-.071800000000,109.355100000000,13,7,34,3,Siang/6 hari,,2022/2023-2,"2,200",3,0,1,2,0,2,9,4,13,0,0,0,1,12,0,12,1,1,7,4,1,0,0,0,2,11,1,2,0,0,1,0,0,0,,SMA 2013 IPS,Tidak Ada,,,,,,,,,,1,1,1,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A05E7DB-6E7C-4049-B370-C1D8900FE576,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105075,SMAS GEMBALA BAIK PONTIANAK,30105075,JL. JEND. A. YANI,BANGKA BELITUNG DARAT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Gembala Baik,AC2589,No. 123/YPGB/VI/E.86,12-06-1986,No. 17/KEP/1986,12-05-1986,Lihat SK Operasional,2022-01-13 16,A,"11,267",1. Lainnya,2. Telkom Speedy,PLN & Diesel,0561710649,,gb@smagb.sch.id,http,-.068700000000,109.359300000000,36,307,372,21,Pagi/6 hari,,2022/2023-2,"15,000",21,4,1,2,0,0,14,24,36,0,0,0,5,31,0,32,4,12,9,9,3,1,2,0,17,19,21,0,0,0,1,0,0,0,,SMA 2013 MIPA,Lainnya,,,,,,,,,,7,7,7,
Kalimantan Barat,Kota Pontianak,Pontianak Tenggara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/805FB38C-9B41-41BC-81E3-23BADB38B878,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30105084,SMAS ISLAMIYAH PONTIANAK,30105084,JL. IMAM BONJOL NO.88,BANSIR LAUT,KEC. PONTIANAK TENGGARA,KOTA PONTIANAK,PROV. KALIMANTAN BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LEMBAGA PERGURUAN ISLAMIYAH,AC2584,067/17/45/SK/82,30-06-1982,588/KEP/2015 (pembaharuan),06-07-2015,Lihat SK Operasional,2015-07-07 16,B,"1,092",1. Axis,2. Lainnya (Wavelan),PLN,0,,smaislamiyah_ptk@yahoo.co.id,http,-.048401600000,109.356842000000,17,60,43,3,Siang/6 hari,,2022/2023-2,900,3,1,1,2,1,0,15,5,16,0,1,0,6,11,0,12,5,7,1,1,2,4,0,2,6,11,0,0,3,0,0,1,0,0,,SMA 2013 IPS,Axis,,,,,,,,,,1,1,1,
