prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5BFD333B-D868-4A96-8C57-0E98ADF3F0D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70035362,MA PLUS INFORMATIKA EL JASMEEN,70035362,JL. EL JASMEEN NO. 01 BANJARARUM SINGOSARI,BANJARARUM,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,,,285 TAHUN 2022,21-02-2022,Silakan Upload SK (link file tidak valid) => [242697-527412-https,2022-11-14 14,,"1,560",,2.,,,,,,.000000000000,.000000000000,0,10,7,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1F99027F-FCCD-40EA-BF2D-72B43E74BF9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584198,MAS ALMAARIF SINGOSARI,20584198,JL. RONGGOLAWE NO.07 RT 06 RW 03 SINGOSARI MALANG,PAGENTAN,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,450-2016,04-04-2016,MAS / 07.0033 / 2016,04-08-2016,Silakan Upload SK (link file tidak valid) => [409537-922766--],2021-01-13 13,A,0,,2.,,,,,,-7.890800000000,112.665800000000,0,393,501,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D0F9F31-9446-4FF8-8A57-D282534603C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70012688,MAS ASSALAM,70012688,JL. PESANTREN NO.5 BUNUT RT 005 RW 005,TUNJUNGTIRTO,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,MAS / 07.0076 / 2020,20-07-2020,MAS / 07.0076 / 2020,20-07-2020,Lihat SK Operasional,2021-09-03 19,,500,,2.,,,,,,.000000000000,.000000000000,0,2,5,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03580AD0-BB77-4AF2-87F0-82A657C489C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20584207,MAS DARUL KAROMAH,20584207,JL RAYA RANDUAGUNG V/11 SINGOSARI,RANDUAGUNG,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Yayasan BPPPMNU Wilayah Prov. Jawa Timur,AX6731,26,23-11-1993,Kw.13.4/4/PP.00.6/127/2010,01-07-2010,Lihat SK Operasional,2016-08-22 11,B,0,,2.,,,,,,-7.865300000000,112.680100000000,0,26,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DD619D0-DD7A-47D3-9D0C-B83164C0ACC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69841142,SMA AL FATTAH,69841142,Jl Sidoagung No.109 Singosari,CANDIRENGGO,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan MAJELIS TA'LIM AL-FATTAH,AL7813,420/066/421.101/2014,02-06-2014,P2T/976/19.03/01/XII/2019,10-12-2019,Lihat SK Operasional,2020-08-26 18,B,"1,695",1. 3 (Tri),2. Firstmedia,PLN,,0341459350,sma_alfattah@yahoo.co.id,http,-7.887600000000,112.665500000000,12,39,138,8,Pagi/6 hari,,2022/2023-2,"4,400",10,1,1,2,0,1,12,0,12,0,0,0,2,10,0,10,2,1,6,5,0,0,0,0,2,10,10,0,0,0,1,0,0,0,SMA 2013 MIPA,3 (Tri),3,3,2,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F4CA27E3-E8CA-4535-94F5-AC3BC680080F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20517733,SMAN 1 SINGOSARI,20517733,JL. KI HAJAR DEWANTORO 1,BANJARARUM,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,15/2005,17-03-2005,15/2005,17-03-2005,Lihat SK Operasional,2021-02-11 11,A,0,1. Lainnya (Kabel),2. Telkom Astinet,PLN,,454113,adm.sman1singosari@gmail.com,http,-7.918800000000,112.673000000000,65,445,681,35,Sehari Penuh/5 hari,,2022/2023-2,"32,000",37,3,1,2,43,10,0,12,26,0,30,9,44,21,0,62,3,8,10,7,7,10,15,8,30,35,37,0,0,0,1,0,0,0,SMA 2013 IPS,Lainnya (Kabel),12,11,12,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A6006915-22D1-46D6-B277-344A3C803E88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20517790,SMAS DARUL QUR-AN,20517790,JL PESANTREN NO. 190 WATUGEDE SINGOSARI,WATUGEDE,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DARUL QURAN SINGOSARI,AX4433,241/270/429.127/2002,25-06-2002,260/18.02.10/02/VII/2022,16-04-2016,Lihat SK Operasional,2023-03-01 05,C,"2,382",1. -,2. Telkom Speedy,PLN,,0341459326,smas.daqu.singosari@gmail.com,,-7.900700000000,112.667900000000,14,19,17,4,Pagi/6 hari,,2022/2023-2,"1,500",6,1,1,0,0,0,16,1,14,0,0,0,7,7,0,11,3,2,0,4,2,4,1,1,8,6,0,0,6,0,1,0,0,0,SMA 2013 IPS,Tidak Ada,1,1,2,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A4FA6493-6D9A-4070-A46F-18BABC54B881,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20517831,SMAS ISLAM AL-MAARIF SINGOSARI,20517831,JL. MASJID NO. 28,PAGENTAN,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YP. ALMAARIF SINGOSARI- MALANG,AL7812,7/X/1980,01-07-1980,420/006/35.07.101/2016,28-01-2016,Lihat SK Operasional,2017-03-12 11,A,"1,678",1. Firstmedia,2. Telkom Speedy,PLN,0341451406,0341458689,smaialmaarif@yahoo.com,http,-7.892000000000,112.665000000000,41,209,297,18,Pagi/6 hari,,2022/2023-2,"44,000",22,4,1,10,2,0,45,0,38,0,2,1,21,20,0,35,6,14,4,7,2,2,4,8,24,17,22,0,0,0,1,0,0,0,SMA 2013 IPS,Firstmedia,6,6,6,
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF7EE36F-910B-4A06-91A0-99CABC853E81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69930561,SMK GRAHA MADINA SINGOSARI,69930561,Jl. Kebonagung No.165,TAMANHARJO,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BANI SYAFII SINGOSARI,AL7819,503/0004/IPLSM/421.302/20,06-05-2015,19.08/1737/02/X/2020,02-10-2020,Lihat SK Operasional,2020-11-23 07,B,"1,948",1. -,2. Telkom Speedy,PLN,03413041418,,hidayatyulianto@yahoo.com,http,-7.895500000000,112.674800000000,23,180,113,12,Sehari Penuh/5 hari,,2022/2023-2,"9,989",12,0,1,2,1,0,25,0,22,0,1,0,9,14,0,21,2,11,4,4,3,0,0,1,7,16,1,11,0,0,0,1,0,0,SMK 2013 REV.  Akuntansi dan Keuangan Lembaga,Tidak Ada,4,4,4,0
Jawa Timur,Kab. Malang,Singosari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/723E7D29-10FA-49C2-A183-3CB4D7AB665E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20577453,SMK INSAN MANDIRI SINGOSARI,20577453,JL. CANDIRAWAN NO 03 TOYOMARTO SINGOSARI,TOYOMARTO,KEC. SINGOSARI,KAB. MALANG,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BINA KARTIKA NUSANTARA,AX8607,152,,,,Silakan Upload SK,,C,600,1. -,2. Telkom Speedy,PLN,0341,456382,smkimsingosari@yahoo.co.id,http,-7.897100000000,112.657800000000,5,14,8,1,Pagi/6 hari,,2022/2023-2,"2,200",3,0,0,2,0,0,6,0,5,0,0,0,0,5,0,4,1,0,3,0,1,1,0,0,2,3,0,3,0,0,0,0,0,0,SMK 2013 REV.  Agribisnis Ternak Ruminansia,Tidak Ada,1,0,0,0
