prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9B7E5462-FF84-4ED9-840B-0556861936CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994984,MA PP. ISTIQOMATUDDIN DARUSSALAM,69994984,Jl. Persawahan Desa Sialang Jaya Kec. Rambah Kab. Rokan Hulu,SIALANG JAYA,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,SWASTA,MA,Kementerian Agama,Lainnya,,248 Tahun 2019,11-04-2019,248 tahun 2019,25-04-2019,Lihat SK Operasional,2021-09-01 07,,"5,000",,2.,,,,,,.833700000000,100.292700000000,0,2,1,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0A8FE1FE-EDC8-4C07-ABD8-A5103FC26919,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60725199,MAN 1 ROKAN HULU,60725199,JL. Tuanku Tambusai No. 183,RAMBAH TENGAH HILIR,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,60 Tahun 2002,11-11-2002,669 Tahun 2016,17-11-2016,Lihat SK Operasional,2021-04-23 16,A,0,,2.,,,,,,.900900000000,100.325500000000,0,89,173,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8A8FB37-BFA9-4BF4-A65A-DB255EC7534A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69754706,MAS ROUDATUSSALAM RAMBAH,69754706,DUSUN KUBU PATEMBANG,SUKA MAJU,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,SWASTA,MA,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.829300000000,100.357200000000,0,39,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6CE8FDB-E42B-41EC-8405-BB5624E222F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983422,MAS TAHFIDZ ROKAN HULU,69983422,"Jl. Tuanku Tambusai, Km. 4 Kompleks Masjid Agung Madani Pasir Pengaraian",PEMATANG BERANGAN,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,SWASTA,MA,Kementerian Agama,,,AHU-0014080.AH.01.04.TAHUN 2017,18-09-2017,496 TAHUN 2018,11-07-2018,Silakan Upload SK (link file tidak valid) => [754841-2541--],2023-01-12 13,A,0,,2.,,,,,,.897100000000,100.308800000000,0,89,99,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/630961A6-FEB5-4A92-9833-5309636CCE13,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60730026,MAS TMI PP KHALID BIN WALID,60730026,Jl. Pesantren 2 RT 02 RW 02,PEMATANG BERANGAN,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,SWASTA,MA,Kementerian Agama,,,168 tahun 2010,12-10-2011,168 tahun 2010,12-10-2011,Lihat SK Operasional,2020-11-27 15,B,0,,2.,,,,,,.808572000000,100.207926000000,0,96,143,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80DE62C7-2FF5-E011-A437-ADD0C43EF656,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10495633,SLB NEGERI ROKAN HULU,10495633,Pasir pengaraian,RAMBAH TENGAH UTARA,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,153/Pem/x/2005,13-10-2005,420/DPK/2.3/1826,27-07-2006,Lihat SK Operasional,2020-08-26 18,A,"10,731",1. -,2. Telkomsel Flash,PLN,076291064,076291064,slbnegeri_rokanhulu@yahoo.com,http,.824600000000,100.145800000000,15,80,41,24,Pagi/6 hari,,2022/2023-2,"2,300",20,0,1,9,3,2,0,10,12,2,1,0,6,9,0,13,2,2,1,2,5,0,4,1,3,12,5,11,4,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,2,1,1,2,1,1,3,3,2,3,3,2,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8BD67B3-F917-48A1-8850-08472044B34B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10402967,SMA NEGERI 1 RAMBAH,10402967,JL. DIPONEGORO NO.129,KOTO TINGGI,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,388/S,02-01-1966,10/1967,01-01-1967,Lihat SK Operasional,2015-11-05 09,A,"10,056",1. Telkom Speedy,2. Telkom Speedy,PLN & Diesel,076191086,91086,smansarambah@yahoo.co.id,http,.860100000000,100.298700000000,54,335,565,26,Sehari Penuh/5 hari,,2022/2023-2,"15,000",26,2,1,6,35,0,0,19,19,0,28,7,40,14,0,52,2,4,9,4,8,16,6,7,16,38,16,9,1,0,1,0,0,0,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,9,9,8,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/64375B13-3516-4249-839C-0C5ED87E3143,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899513,SMA NEGERI 2 RAMBAH,69899513,Jl. Batang Baih Pasirpengaraian,RAMBAH TENGAH HILIR,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,421.3/DISDIKPORA/35/2015,05-01-2015,421.3/DISDIKPORA/35/2015,05-01-2015,Lihat SK Operasional,2021-01-05 06,B,"10,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,,smanda.rambah@gmail.com,,.903500000000,100.310000000000,19,74,52,5,Sehari Penuh/5 hari,,2022/2023-2,"4,400",6,0,1,4,4,0,0,15,15,0,4,0,4,15,0,18,1,6,7,2,3,0,1,0,7,12,0,6,0,0,0,1,0,0,,SMA 2013 MIPA,Telkomsel Flash,,,,,,,,,,1,2,2,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6D8B4EEB-0DD2-4C37-8EFB-A1E6CB99DEBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69899515,SMA NEGERI 3 RAMBAH,69899515,JL. Diponegoro KM 7 Pasir Pengaraian,SUKA MAJU,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,421.3/DISDIKPORA/36/2015,05-01-2015,421.3/DISDIKPORA/36/2015,05-01-2015,Silakan Upload SK (link file tidak valid) => [589733-674103--],2022-02-11 05,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sman3rambahoke@gmail.com,,.805577500000,100.232820300000,13,24,40,3,Sehari Penuh/5 hari,,2022/2023-2,"6,600",6,1,1,1,2,0,0,11,11,0,2,0,5,8,0,13,0,2,7,1,1,2,0,0,3,10,6,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkomsel Flash,,,,,,,,,,1,1,1,
Riau,Kab. Rokan Hulu,Rambah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1C53048-BFB6-4867-88E0-26665161ADB8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10495828,SMAS ISLAM RAMBAH,10495828,JL.RIAU NO.2,PASIR PENGARAIAN,KEC. RAMBAH,KAB. ROKAN HULU,PROV. RIAU,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Muhammad Abduh,AK5299,923/421.3.Dikmen-Ls/2008,15-03-2008,923/421.3/Dikmen-Ls/2008,15-03-2008,Lihat SK Operasional,2015-08-07 09,,"10,000",1. Lainnya,2. Lainnya,PLN,,91757,sma.islamrambah@gmail.com,,1.022600000000,100.389300000000,8,4,11,2,Sehari Penuh/5 hari,,2022/2023-2,600,4,1,1,2,0,0,9,0,8,0,0,0,1,7,0,2,6,6,1,0,0,1,0,0,2,6,0,4,0,0,0,1,0,0,,SMA 2013 IPS,Lainnya,,,,,,,,,,1,0,1,
