prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,program_/_layanan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/29EB8E71-1FE8-4AC1-8599-8329FD0A25F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363060,MAN 1 SURAKARTA,20363060,JL. SUMPAH PEMUDA 25 SURAKARTA,BANJARSARI,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,NEGERI,MA,Kementerian Agama,Pemerintah Daerah,,No.80 Tahun 1967,03-06-1967,No.80 Tahun 1967,03-06-1967,Silakan Upload SK (link file tidak valid) => [565745-594519--],2022-01-07 05,A,0,,2.,,,,,,-7.540120000000,110.825937000000,0,503,813,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65DD0C16-8A33-4A18-94FD-E4EDB5D94D68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20327954,SLB - E PRAYUWANA,20327954,Nayu Utara Rt 01 Rw 05,JOGLO,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PRAYUWANA DAERAH SURAKARTA,AX6880,425.1/0004157,08-07-1970,425.1/0004157,07-08-1970,Lihat SK Operasional,2020-08-28 15,,"1,400",1.,2.,PLN,,,,,-7.546800000000,110.827400000000,7,13,5,10,Sehari Penuh/5 hari,,2022/2023-2,"2,200",9,0,1,2,2,0,6,0,4,0,3,0,4,3,0,4,3,3,0,0,2,0,0,2,1,6,1,5,3,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",SMLB Merdeka,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,0,0,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60002F59-2DF5-E011-A8CB-370A71F252A4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20337849,SLB AUTIS ALAMANDA,20337849,Jl. Pajajaran Timur VII,SUMBER,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sekolah Luar Biasa Autis Alamanda Surakarta,AN0489,19,31-03-2002,425.1/29760,29-06-2006,Lihat SK Operasional,2018-09-18 19,B,142,1. XL (GSM),2. Telkomsel Flash,PLN,,0271733603,slbalamanda@yahoo.co.id,,-7.549700000000,110.802100000000,9,19,7,9,Sehari Penuh/5 hari,,2022/2023-2,"4,400",9,0,1,0,1,0,10,0,8,0,1,0,7,2,0,7,2,1,0,3,4,1,0,0,1,8,9,0,0,2,1,0,0,0,SDLB dan SMPLB,Pendidikan Khusus SMPLB 2013,XL (GSM),2,1,1,1,1,1,1,1,0,0,0,0,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/965AEBA9-CDAA-4771-979A-C6BE51D5EB5C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20354165,SLB C SETYADARMA,20354165,JL.MR.SARTONO NO.32 BIBIS BARU NUSUKAN,NUSUKAN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sosial Setiya Darma Surakarta,AN0485,425.1/004151,22-06-1964,425.1/004151,03-06-2002,Lihat SK Operasional,2022-08-09 11,B,0,1.,2.,PLN,,(0271)852480,setyadarma51@yahoo.com,0,-7.543801000000,110.821241000000,7,41,27,12,Sehari Penuh/5 hari,,2022/2023-2,0,12,0,1,2,4,0,4,0,3,0,3,1,6,1,0,7,0,2,0,0,0,2,1,2,1,6,12,0,0,0,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Tidak Ada,1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002A8722-7CFE-E111-BC90-13878467714B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20354115,SLB C1 YSSD,20354115,Jl. Mr. Sartono No. 32 Bibis Baru,NUSUKAN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Sosial Setiya Darma Surakarta,AN0485,425.1/0004150,03-06-2002,425.1/0004150,03-06-2002,Lihat SK Operasional,2022-10-04 07,B,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0271852480,csatuyssd@gmail.com,,-7.550200000000,110.832200000000,11,22,20,12,Sehari Penuh/5 hari,,2022/2023-2,"2,200",12,0,1,2,2,0,9,2,9,0,1,1,6,5,0,11,0,4,2,0,0,1,0,4,4,7,0,12,0,0,0,1,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkomsel Flash,1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0B6C15B-2DF5-E011-93F6-A3AE8B3E9ECE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20359940,SLB E BHINA PUTERA SURAKARTA,20359940,"Jl.Bibis Baru No.3, Nusukan, Banjarsari, Surakarta",NUSUKAN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPAN Bhina Putera,AM8315,425.1/0004128,03-06-2002,460/2431/ORSOS/2021,28-04-2021,Lihat SK Operasional,2023-04-13 09,,"5,015",1.,2.,PLN,,"0271-854743,",slbe_bhinaputera@yahoo.com,,-7.558400000000,110.829600000000,12,40,11,12,Sehari Penuh/5 hari,,2022/2023-2,"1,275",7,0,0,2,1,0,14,0,10,0,2,0,7,5,0,12,0,3,1,3,1,2,2,0,3,9,0,1,6,5,0,0,0,1,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,XL (GSM),1,1,1,1,1,1,1,1,1,1,1,1,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80316A8E-DF11-E211-8769-D570EC731031,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20327956,SLB NEGERI SURAKARTA,20327956,Jl Cocak X Sidorejo,MANGKUBUMEN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,107/O/1997,17-07-1996,107/O/1997,01-01-1910,Lihat SK Operasional,2017-06-13 13,A,"5,084",1.,2.,PLN,0271733516,0271733516,smplbnsurakarta@gmail.com,slbnsurakarta.com,-7.555300000000,110.816800000000,49,114,86,49,Sehari Penuh/5 hari,,2022/2023-2,"9,000",49,0,1,3,38,0,0,11,11,0,29,9,39,10,1,40,8,1,4,7,5,10,9,13,16,33,24,16,9,0,1,0,0,0,"TKLB, SDLB, SMPLB,  dan SMLB",PAUD Merdeka,Linknet,5,4,5,3,4,5,4,5,5,3,2,4,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/200F2F59-2DF5-E011-8C08-87D99DFF5A05,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20327957,SLB YRTRW,20327957,Gumunggung RT 01/II Gilingan Banjarsari Surakarta,GILINGAN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN REHABILITASI TUNA RUNGU WICARA,AW8541,08/I03/I.83,04-04-1983,425.1/0004115,03-06-2002,Lihat SK Operasional,2020-08-30 19,,550,1. Telkom Speedy,2. Telkom Speedy,PLN,0271730909,0271730909,slb_yrtrw@yahoo.co.id,http,-7.554300000000,110.814700000000,17,52,55,18,Sehari Penuh/5 hari,,2022/2023-2,"5,500",7,0,1,4,7,0,12,1,9,0,6,2,9,8,0,17,0,4,3,1,2,1,1,5,2,15,7,0,0,3,1,0,0,0,"SDLB, SMPLB,  dan SMLB",Pendidikan Khusus SMALB 2013,Telkom Speedy,3,2,1,3,2,1,1,1,1,1,1,1,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3C0DBEE-0A89-48E1-9B07-E256604AD000,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69823287,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,69823287,JL. TARUMANEGARA 3,BANYUANYAR,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN AL ABIDIN SURAKARTA,AL6131,420/0033/PF/I/2014,03-01-2013,420/0033/PF/I/2014,30-01-2014,Silakan Upload SK (link file tidak valid) => [578471-733889--],2022-01-27 15,A,929,1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,02717882145,abbs@alabidin.sch.id,http,-7.537600000000,110.806300000000,65,477,629,32,Sehari Penuh/6 hari,,2022/2023-2,"77,000",32,4,1,6,0,0,75,0,65,0,0,0,14,51,1,52,12,35,25,4,1,0,0,0,19,46,32,0,0,0,1,0,0,0,,SMA 2013 MIPA,Lainnya (Serat Optik),,,,,,,,,,11,11,10,
Jawa Tengah,Kota Surakarta,Banjarsari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/27823B40-876D-43F5-A4B1-78F3AD5BB036,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69967607,SMA AL-AZHAR SYIFA BUDI SOLO,69967607,JL. RM. SAID NO. 232 SIDOREJO,MANGKUBUMEN,KEC. BANJARSARI,KOTA SURAKARTA,PROV. JAWA TENGAH,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Amal Sahabat,AG8501,420/3365/2017,20-04-2017,420/3365/2017,20-04-2017,Lihat SK Operasional,2023-01-09 07,A,"1,714",1. Telkom Speedy,2. Telkom Speedy,PLN,,02717463366,admin@smaasbsolo.sch.id,http,-7.555800000000,110.812000000000,14,123,107,8,Sehari Penuh/5 hari,,2022/2023-2,"41,000",10,5,1,21,0,0,15,1,14,0,0,0,1,13,0,12,2,3,6,4,0,1,0,0,6,8,10,0,0,0,1,0,0,0,,SMA 2013 IPS,Telkom Speedy,,,,,,,,,,2,3,3,
