prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F136A7-0C3D-E211-B9A9-9548D4CD9E7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219859,SLB C ASIH MANUNGGAL,20219859,Jl. Singa Perbangsa,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,08,08-02-2000,1925/IC2.I/KEP/OT/2000,11-07-2000,Lihat SK Operasional,2023-01-04 11,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,0222516084,asihmanunggal@gmail.com,,-6.895800000000,107.623300000000,7,16,14,11,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,1,5,0,2,0,2,0,2,3,6,1,0,7,0,1,1,0,0,1,3,1,1,6,1,0,0,1,1,1,2,0,1,1,1,2,0,2,4,0,0,0,1,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0EC581D-F63C-E211-9EE9-21B492FDABDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219747,SLB C YAYASAN TERATE,20219747,Kp. Pasirkaliki Barat Rt.10/15,SADANG SERANG,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Terate Medianmar,AD7007,46/I-02/Kep/E,23-04-1991,46/1-02/kep/E,23-04-1991,Silakan Upload SK,,B,0,1.,2.,PLN,,(022) 253533,ria8190@ymail.com,,-6.881362000000,107.621357000000,9,34,22,9,Pendidikan Khusus SMALB 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",11,0,0,4,4,0,5,0,5,0,2,2,6,3,0,8,1,1,2,1,0,1,2,2,4,5,1,1,0,1,1,1,1,0,1,1,0,1,0,11,0,0,0,0,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/284D49E9-D141-4960-A114-E17B79CD9D46,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219758,SMA AL FALAH KOTA BANDUNG,20219758,JL. CISITU BARU NO. 52,DAGO,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PESANTREN ISLAM AL FALAH DAGO,AG6214,001/I.02.Kep/E80,08-01-1980,001/I02.Kep/E80,08-01-1980,Lihat SK Operasional,2020-08-27 15,A,"1,500",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,02287771372,info@smaalfalahkotabandung.sch.id,http,-6.883100000000,107.613000000000,20,82,138,7,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"7,700",6,4,1,2,0,0,10,11,20,0,0,0,6,14,0,18,2,11,2,2,2,1,1,1,10,10,,,,,,,,,,3,2,2,0,6,0,0,0,1,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/32CC905B-278E-411C-90E1-17B147A14EED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219782,SMA PGII 1,20219782,Jl. Panatayuda No. 2,LEBAK GEDE,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Persatuan Guru Islam Indonesia Bandung,AG6252,V/215/937,17-08-1950,V/215/937,17-08-1950,Lihat SK Operasional,2021-07-21 10,A,648,1. Telkom Speedy,2. Telkom Speedy,PLN,2512462,2500604,smapgii1bandung@gmail.com,http,-6.898000000000,107.616800000000,56,479,464,29,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"33,000",33,4,1,2,5,0,40,16,48,0,3,5,23,33,0,46,10,15,12,4,7,5,6,7,28,28,,,,,,,,,,8,10,11,33,0,0,0,1,0,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6DD9B9C-FDC3-44AC-A500-ECEFE6ECAE7D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219716,SMAIT MIFTAHUL KHOIR,20219716,JL. TUBAGUS ISMAIL VIII NO. 60,DAGO,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Miftahul Khoir Dago Bandung,AG6215,5,28-01-2013,421/036-huk/2008,08-01-2008,Lihat SK Operasional,2015-09-18 09,B,"6,750",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,2515342,mifkho.smait@gmail.com,http,-6.880320400000,107.621483300000,19,46,42,4,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"5,000",6,2,1,2,0,0,10,10,19,0,0,0,4,15,0,12,7,8,3,2,1,2,2,1,11,8,,,,,,,,,,1,1,2,0,6,0,0,0,1,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0ED671A-7389-442C-95F2-E8F838D8EDA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219271,SMAN 1 BANDUNG,20219271,JL. IR. H. JUANDA NO. 93 Bandung,LEBAK SILIWANGI,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,154/7/P.P.D/1958,25-07-1958,154/7/P.P.D/1958,25-07-1958,Lihat SK Operasional,2023-02-10 07,A,"8,730",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,0222503948,0222503948,info@sman1bdg.sch.id,http,-6.895400000000,107.612500000000,67,521,641,33,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"45,000",33,4,1,7,30,18,0,19,41,0,10,16,41,26,0,62,5,14,15,7,3,9,10,9,29,38,,,,,,,,,,11,11,11,0,16,17,0,0,0,1,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/72CBD373-BB28-4925-AE82-AC91FA862671,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219246,SMAN 19 BANDUNG,20219246,JL. Ir. H. Juanda (Dago Pojok),DAGO,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0601/0/1985,22-11-1985,0601/0/1985,22-11-1985,Lihat SK Operasional,2021-08-13 17,A,"9,600",1. -,2. Lainnya (Serat Optik),PLN,,0222502465,sman19bandung@gmail.com,http,-6.873621800000,107.616132200000,51,440,552,28,SMA 2013 Bhs&Budaya,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"44,000",24,2,1,0,25,7,0,19,29,0,8,14,25,26,0,38,13,16,5,6,4,2,4,14,16,35,,,,,,,,,,10,9,9,19,0,5,0,1,0,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/076D3151-2912-4F1E-9A2C-3D16C742B1AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219254,SMAN 2 BANDUNG,20219254,JL. CIHAMPELAS NO. 173,CIPAGANTI,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,1866/H.2/9/66,02-08-1966,1866/H.2/9/66,02-08-1966,Lihat SK Operasional,2015-11-20 15,A,"20,915",1. Lainnya (Serat Optik),2. Biznet (Serat Optik),PLN,0222032462,0222032462,contact@sman2bdg.sch.id,http,-6.889100000000,107.603200000000,61,562,669,35,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),"107,000",35,4,1,42,32,12,0,17,30,1,18,12,34,27,0,53,8,15,6,3,6,11,5,15,22,39,,,,,,,,,,12,11,12,22,13,0,0,0,1,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5AA25B15-12DF-4588-80CB-85033ABE1356,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219749,SMAS 19 BUMI SIL,20219749,JL.SADANG KIDUL,SEKELOA,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Lembaga Pendidikan dan Pengetahuan Masyarakat Republik Indonesia,AL3984,117/I.02.4/R.83,27-01-1983,117/I.02.4/R.83,27-01-1983,Lihat SK Operasional,2020-04-03 07,A,300,1. Telkom Speedy,2. Telkom Speedy,PLN,,2535520,smabumsil@gmail.com,http,-6.889700000000,107.627300000000,14,27,26,3,SMA 2013 IPS,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"6,600",3,0,1,2,1,0,8,7,13,0,1,0,5,9,0,11,3,6,2,0,1,0,2,3,6,8,,,,,,,,,,1,1,1,0,3,0,0,0,1,0,0,
Jawa Barat,Kota Bandung,Coblong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/74C54EE7-1C61-4245-9D47-56B126189E1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20219720,SMAS DARUL HIKAM BANDUNG,20219720,JL. Supratman No. 88 Bandung,SEKELOA,KEC. COBLONG,KOTA BANDUNG,PROV. JAWA BARAT,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN DARUL HIKAM BANDUNG,AG6222,C-HT.01.09-547,08-12-1987,160/I02.Kep/E.81,28-07-1981,Lihat SK Operasional,2021-09-08 00,A,"7,920",1. Telkom Speedy,2. Lainnya,PLN,2532571,2532571,sma@darulhikam.com,http,-6.902900000000,107.632800000000,19,114,125,8,SMA 2013 MIPA,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,20,15,3,1,7,0,0,18,4,19,0,0,0,2,17,0,19,0,3,9,3,1,1,0,2,6,13,,,,,,,,,,3,3,2,15,0,0,0,1,0,0,0,
