prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,program_/_layanan
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/127638D7-4748-4899-8DA4-264E613E8B86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977882,MA ROUDLOTUL HASANAH,69977882,JL. KH. MANSYUR GANG PONDOK RT. 03 RW. 01 TEMBOKREJO,TEMBOKREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,,,764 TAHUN 2017,23-01-2017,764 TAHUN 2017,23-01-2017,Silakan Upload SK (link file tidak valid) => [-],2018-06-03 10,Tidak Terakreditasi,0 m2,1.,2.,,,,,,.000000000000,.000000000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1D014C1D-E1EC-451D-BEC0-59757A38D517,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937253,MADRASAH ALIYAH SALAFIYAH PP SALAFIYAH PASURUAN,69937253,Jl. KH. Abdul Hamid VIII/14 Kebonsari Kota Pasuruan,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,MA,Kementerian Agama,Lainnya,,0071/SPM/ULYA/2019,18-06-2019,0071/SPM/ULYA/2019,18-06-2019,Lihat SK Operasional,2022-06-20 10,,0 m2,1.,2.,,,,,,-7.643200000000,112.903000000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/801F447E-8D18-E111-97FD-6F53D1F9C432,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20547245,SLB ARYA SATYA HATI,20547245,Jl. Kh. Ahmad Dahlan No. 99 Pasuruan,POHJENTREK,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan ARYA SATYA HATI,AL9189,no.32,20-07-2005,421.1/986/423.102/2013,28-01-2010,Lihat SK Operasional,2015-10-07 16,A,210 m2,1. -,2. Telkom Speedy,PLN,0343424332,0343424332,aryasatyahati@ymail.com,,-7.664300000000,112.892500000000,"SDLB, SMPLB,  dan SMLB"
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F2DD03A6-7814-463F-A8D6-F6A1FD47BCD1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69852238,SLB NEGERI 1 KOTA PASURUAN,69852238,JL. ERLANGGA GANG II RT.03 / RW.05,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188/585/423.031/2013,19-09-2013,PERGUB JATIM 25/2022,19-05-2022,Lihat SK Operasional,2022-10-28 11,A,8.581 m2,1. -,2. Telkom Speedy,PLN,,,tklbnegeri_kotapasuruan@yahoo.com,,-7.644458000000,112.896538000000,"TKLB, SDLB,  dan SMPLB"
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6062C8EB-59B0-E111-A292-69E4861B126C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535428,SLB NEGERI 2 KOTA PASURUAN,20535428,Jl. Margotaruno,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,NEGERI,SLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,188 / 448 / 423.031 / 2009,01-12-2009,PERGUB JATIM 25/2022,19-05-2022,Lihat SK Operasional,2022-10-28 11,A,10.975 m2,1. -,2. Telkom Speedy,PLN,0343416329,0343416329,smplbn.kota.pasuruan@gmail.com,http,-7.649400000000,112.893500000000,SMPLB dan SMLB
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54B0094A-7EF5-40DE-B450-05B956D34E18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535465,SMA NEGERI 2 PASURUAN,20535465,JL. PANGLIMA SUDIRMAN 163,KEBONAGUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,0188/O/1979,01-04-1979,0426/O/1991,15-07-1991,Lihat SK Operasional,2016-03-01 07,A,14.875 m2,1. Telkom Speedy,2. Biznet (Serat Optik),PLN,,421059,sma2kotapasuruan@gmail.com,http,-7.660900000000,112.894600000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7DB18F27-5D56-4D3D-BD67-B91F59D3CDA8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535454,SMAS KATOLIK MGR SOEGIJAPRANATA,20535454,JL. PANGLIMA SUDIRMAN 64,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KARMEL,AB5259,33269/i04.7.4/1987,07-09-1987,19.03/1033/01/I/2020,23-01-2020,Lihat SK Operasional,2021-08-20 03,B,9.150 m2,1. Smartfren,2. Telkom Speedy,PLN,421084,421084,smak_supra@yahoo.com,http,-7.653000000000,112.899000000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2C8D51D3-F515-4A51-95A3-F652EE92A307,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535473,SMK NEGERI 2 PASURUAN,20535473,JL. PATIUNUS 141 PASURUAN,SEKARGADUNG,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,NEGERI,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,24 Tahun 2003,01-01-1900,500/995/423/2003,04-08-2003,Lihat SK Operasional,2015-09-21 10,A,3.844 m2,1. Telkom Astinet,2. Telkom Speedy,PLN,0343432245,0343432245,smkn2pas@yahoo.co.id,http,-7.667500000000,112.905600000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5C068993-790C-487F-AC33-213ACD822DDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535471,SMKS MGR SOEGIJAPRANATA,20535471,JL. PANGLIMA SUDIRMAN NO. 64 PASURUAN,PURWOREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN KARMEL,AB5259,1980/34.B/1995,17-07-1995,800/4381/423.102/2015,30-12-2015,Lihat SK Operasional,2016-08-19 10,B,9.150 m2,1. Smartfren,2. Telkom Speedy,PLN,0343421084,0343410181,smkk.supra@yahoo.com,http,-7.654800000000,112.897400000000,
Jawa Timur,Kota Pasuruan,Purworejo,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0E3C41FE-DAF5-49DD-A4BF-E40B4ECF793A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20535450,SMKS PGRI 4 PASURUAN,20535450,JL. KI HAJAR DEWANTARA  27-29,TEMBOKREJO,KEC. PURWOREJO,KOTA PASURUAN,PROV. JAWA TIMUR,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perwakilan YPLP PGRI Provinsi Jawa Timur,AB4825,08/C.1/PPLP-PGRI/SMK/1993,15-10-1993,235/18.05/02/XII/2021,06-12-2021,Lihat SK Operasional,2022-04-01 11,A,2.608 m2,1. -,2. Telkom Speedy,PLN,0343419310,0343419310,smkpgriempatkotapasuruan@yahoo.co.id,http,-7.669500000000,112.903300000000,
