prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,rombel_tingkat_13
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C03B6CD7-2EF5-E011-920B-95F211F3C897,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259460,SLB MARKUS MEDAN,10259460,Jl. Kapten Muslim No. 226,HELVETIA TIMUR,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SLB,SDLB dan SMPLB,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Perguruan Markus,AE9412,NO. 13 tgl 11 April 1984,17-07-1981,420/3232.PPD/2015,30-11-2009,Silakan Upload SK (link file tidak valid) => [360840-155820--],2020-08-31 13,B,"3,641",1.,2.,PLN,,,,,3.611300000000,98.622200000000,5,36,20,6,Pendidikan Khusus SMPLB 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"4,000",12,0,1,3,2,0,2,2,3,0,0,2,3,2,1,3,1,0,1,0,0,1,0,3,0,5,1,2,1,1,0,0,1,0,0,0,0,0,12,0,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30740FDC-2EF5-E011-A66B-91FE95438041,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10259470,SLB-E NEGERI PEMBINA TINGKAT PROVINSI,10259470,Jl. Karya Ujung,HELVETIA TIMUR,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SLB,"SDLB, SMPLB,  dan SMLB","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,051/O/1983,19-01-1983,051/O/1983,19-01-1983,Lihat SK Operasional,2015-03-02 15,A,"23,556",1.,2.,PLN,,,,,3.621400000000,98.660600000000,77,283,192,74,Pendidikan Khusus SMALB 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"13,000",62,0,1,0,49,0,0,28,28,0,46,3,45,32,0,72,5,21,3,5,7,20,10,11,19,58,8,7,7,10,6,5,6,6,5,5,4,5,0,58,4,0,0,1,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/412046D1-6C52-4F36-9EAD-91C3E8512F21,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69932312,SMA SWASTA MUHAMMADIYAH 3 MEDAN,69932312,Jl. Kapten Muslim Gg. Jawa Komp. Muhammadiyah Medan,SEI SIKAMBING C II,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pimpinan Wilayah Muhammadiyah (PWM) Prov. Sumatera Utara,AM0308,1620/II-68/SU-83/1983,30-12-1983,420/17885/Dikmenjur/2015,21-12-2015,Lihat SK Operasional,2020-07-24 09,B,"290,054",1. -,2. Telkom Speedy,PLN,,,smamuhammadiyah3medan@gmail.com,,3.608386800000,98.645907400000,6,17,23,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,400",3,0,1,0,0,0,6,1,6,0,0,0,0,6,0,3,3,2,2,1,0,0,0,1,3,3,,,,,,,,,,1,1,1,2,1,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA3C8E36-138C-4611-A841-F524E88A5D92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210876,SMAN 12 MEDAN,10210876,JL. CEMPAKA NO. 75 MEDAN,HELVETIA TENGAH,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,NEGERI,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,0188-0-1979,03-09-1979,0188/0/1979,01-04-1979,Lihat SK Operasional,2021-08-24 19,A,"10,000",1. XL (GSM),2. Telkom Speedy,PLN,8455904,0618455904,sman12_medan@yahoo.co.id,http,3.612400000000,98.641000000000,58,420,567,28,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,XL (GSM),"22,000",20,4,0,4,44,0,1,13,15,0,23,20,39,19,1,52,5,5,7,10,9,4,8,15,14,44,,,,,,,,,,9,9,10,0,3,17,8,0,0,0,1,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/411AA68E-7570-40B9-9B9C-67ADF39D9815,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210800,SMAS APIPSU MEDAN,10210800,"Jalan Gatot Subroto KM.5,5 Gang Rasmi No. 28",SEI SIKAMBING C II,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan APIPSU,AB7746,32,09-02-2004,420/3451/Dikmenjur/2014,24-01-2014,Lihat SK Operasional,2017-01-30 14,A,"1,444",1. -,2. Lainnya,PLN,,,smasapipsu60@gmail.com,http,3.609500000000,98.627300000000,14,31,21,3,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",3,0,1,2,0,0,14,1,14,0,0,0,4,10,0,13,1,4,3,2,1,1,3,0,4,10,,,,,,,,,,1,1,1,3,0,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/07F47E04-1DF8-4F32-8365-DA3B82CD57E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210801,SMAS AR RAHMAN,10210801,JL. H.A MANAF LUBIS NO. 58,TANJUNG GUSTA,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Pendidikan Arrahman Medan,AB7742,420/6993/2003,23-05-2003,420/10983/Dikmenjur/2015,27-09-2015,Lihat SK Operasional,2020-08-27 15,A,"19,575",1. Telkomsel Flash,2. Telkom Speedy,PLN,8450419,8450418,arrahman.sma@gmail.com,,3.604200000000,98.620000000000,21,82,96,6,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"11,000",9,5,1,2,0,0,22,0,17,0,4,0,9,12,0,16,5,8,2,6,3,0,1,1,9,12,,,,,,,,,,2,2,2,9,0,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A970BAD5-4579-404D-860F-B32C9D5D0B2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210729,SMAS DHARMA JAYA,10210729,JL. PEMBANGUNAN NO. 39,HELVETIA TIMUR,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,181/I05/A1984,17-12-1984,420/6272/Dikmenjur/2014,24-06-2014,Lihat SK Operasional,2020-08-24 19,B,"4,620",,2.,,,,smadharmajaya86@gmail.com,,3.610000000000,98.653600000000,13,0,0,0,SMA 2013 MIPA,,,2022/2023-2,,,0,0,0,0,3,0,6,5,10,0,1,2,2,11,0,11,2,3,2,1,0,0,4,3,4,9,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/33F85CD4-2BCC-4242-AD30-BCE9326CDEAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210707,SMAS EKA PRASETYA,10210707,JL. ASRAMA/EKA PRASETYA NO.1,TANJUNG GUSTA,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN EKA PRASETYA,AE9411,02/YSEP/03/1988,31-03-1988,420/12927/Dikmenjur/2014,17-12-2014,Silakan Upload SK (link file tidak valid) => [320650-861973--],2020-08-24 19,A,"3,840",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,,eka.prasetya99@yahoo.com,http,3.611000000000,98.626700000000,22,73,105,8,SMA 2013 IPS,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"23,000",9,4,1,2,2,0,15,6,20,0,1,1,11,11,0,19,3,6,5,4,2,0,3,2,3,19,,,,,,,,,,3,3,2,9,0,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C143D6D5-B852-43B2-A495-33626EF17D2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258492,SMAS ETISLANDIA,10258492,JL. GAPERTA UJUNG GG. BERKAT NO.32,TANJUNG GUSTA,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PERGURUAN NASIONAL ETIS LANDIA,AE9427,005/ YPNE-SMA.E/2008,06-07-2008,420 / 13054 Dikmenjur / 2017,12-01-2017,Lihat SK Operasional,2020-10-28 18,A,"2,210",1. Telkomsel Flash,2. Telkom Speedy,PLN,,06180025146,smaetislandiamedan@gmail.com,http,3.609314000000,98.623714000000,24,141,52,6,SMA 2013 MIPA,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"54,000",12,1,1,2,8,0,16,2,16,0,5,3,14,10,2,18,4,3,2,4,2,3,3,7,6,18,,,,,,,,,,2,2,2,12,0,0,0,1,0,0,0,
Sumatera Utara,Kota Medan,Medan Helvetia,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2E87A6C-1B09-42AB-B2D3-F6617B1907B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10210710,SMAS FREE METHODIST,10210710,JL. BERINGIN RAYA 152 -E Helvetia Medan,HELVETIA,KEC. MEDAN HELVETIA,KOTA MEDAN,PROV. SUMATERA UTARA,SWASTA,SMA,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PENDIDIKAN  FREE METHODIST INDONESIA,AB7735,NO. 64,22-08-1996,420/14695/Dikmenjur/2016,03-10-2016,Lihat SK Operasional,2017-08-11 11,B,500,1. 3 (Tri),2. Telkom Speedy,PLN,,,sma_freemeth@yahoo.com,http,3.614300000000,98.624500000000,36,196,252,15,SMA 2013 MIPA,Double Shift/6 hari,,2022/2023-2,3 (Tri),0,18,0,1,2,2,1,29,6,33,0,2,1,13,23,0,25,11,8,5,6,7,9,0,1,16,20,,,,,,,,,,5,5,5,18,0,0,0,1,0,0,0,
