prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_10,rombel_tingkat_11,rombel_tingkat_12,rombel_tingkat_13
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D168BDF0-84B7-461C-8AB1-FD5CB8AA07E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955701,Al Hikmah,69955701,Jl. Imam Bonjol No.13,BOBOS,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Lainnya,AI1583,375 Tahun 2016,20-06-2016,0119/IPM/2016,20-06-2016,Silakan Upload SK (link file tidak valid) => [310589-853706-240281-82631821-1818107004.PDF],2020-07-20 14,A,0,,2.,,,,,,-6.777900000000,108.401000000000,0,0,221,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D3285EF-779E-434D-8706-8114592670AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280244,MAS AL ISHLAH,20280244,Jl. Imam Bonjol No. 89 Bobos Dukupuntang Cirebon,BOBOS,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,3.02.11.14.02,14-02-1981,3.02.11.14.02,14-02-1981,Lihat SK Operasional,2023-01-12 13,A,0,,2.,,,,,,-6.777200000000,108.404300000000,0,57,93,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/379F9AFC-80AB-4A93-AC92-B539DE06CEB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983478,MAS AL-HIKMAH 2,69983478,JL. NYI AGENG SERANG BLOK LOR,BALAD,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,Yayasan AL-HIKMAH CIREBON,AI1583,1072 TAHUN 2018,02-07-2018,1072 TAHUN 2018,02-07-2018,Lihat SK Operasional,2021-05-31 11,A,0,,2.,,,,,,.000000000000,.000000000000,0,100,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05647423-AFC1-41EF-AF41-F7C407D8918F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20280265,MAS MANBA UL ULUM,20280265,Jl. Nyi Ageng Serang,SINDANGMEKAR,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,Kw.10.4/4/PP.00.6/2738/2010,28-04-2010,Kw.10.4/4/PP.00.6/2738/2010,28-04-2010,Lihat SK Operasional,2020-07-15 12,B,"3,700",,2.,,,,,,-6.762200000000,108.435300000000,0,97,104,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A3394FFA-8189-4F92-9291-886BE39FEC09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20276167,MAS SALMAN,20276167,Jln Buyut Ngabei Komplek Yayasan Assalam,CIKALAHANG,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,MA,Kementerian Agama,,,D/Kw.10/MA/434/2010,23-08-2010,D/Kw.10/MA/434/2010,23-08-2010,Silakan Upload SK (link file tidak valid) => [371098-445999--],2020-09-07 11,A,0,,2.,,,,,,-6.776800000000,108.415600000000,0,57,49,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/03F1D48E-FE0F-410B-A375-53FA97E9E735,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70035586,SMA UNGGULAN BINA INSAN MULIA,70035586,"Blok Cikuda, Dusun V",CISAAT,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PESANTREN BINA INSAN MULIA DUA,AX1518,47/011050/DPMPTSP/XI/2022,07-11-2022,47/011050/DPMPTSP/XI/2022,07-11-2022,Lihat SK Operasional,2022-11-24 09,,"30,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,-6.778000000000,108.440700000000,5,68,52,3,Pagi/6 hari,,2022/2023-2,"5,800",3,0,0,2,0,0,7,0,5,0,0,0,0,5,0,1,4,4,1,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,SMA 2013 MIPA,Telkom Speedy,2,1,0,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8843D929-B5AC-4EA7-A017-0811C0EC20ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20214965,SMAN 1 DUKUPUNTANG,20214965,Jl. Nyi Ageng Serang,SINDANGMEKAR,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,NEGERI,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Daerah,,425/Kep.42-Disdik/2004,26-01-2004,425/Kep.42-Disdik/2004,26-01-2004,Lihat SK Operasional,2020-07-13 08,A,"8,000",1. -,2. -,PLN,,0231342270,sman.1.dkp@gmail.com,http,-6.762728300000,108.446060000000,64,394,799,34,Sehari Penuh/5 hari,,2022/2023-2,"3,200",29,5,1,8,28,17,0,19,36,0,16,12,33,31,0,60,4,14,14,7,3,11,7,8,25,39,18,0,11,0,1,0,0,0,SMA 2013 MIPA,Tidak Ada,12,12,10,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7602B34-826D-48EA-BC9E-74BD42239EF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20215025,SMAS KRAMAT DUKUPUNTANG,20215025,JL. KI AGENG TEPAK NO.161,DUKUPUNTANG,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Islam Tarbiyatul Banin,AI1591,132/102/Kep/87,16-03-1987,149.1/II.02.18/1985,13-03-1985,Lihat SK Operasional,2020-08-28 21,A,"2,240",1. -,2. Telkom Speedy,PLN,,8344544,sma.kramat@yahoo.com,,-6.768005000000,108.415415000000,16,62,87,9,Pagi/6 hari,,2022/2023-2,"3,500",12,1,1,0,3,0,14,1,13,0,1,2,6,10,1,15,0,4,4,1,0,3,3,1,7,9,7,0,5,1,0,0,1,0,SMA 2013 IPS,Tidak Ada,3,3,3,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05456A5E-0A35-4D0C-9C46-4C62CFDAF80A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20214973,SMAS YAPISA DUKUPUNTANG,20214973,JL. NYI AGENG SERANG NO. 02,DUKUPUNTANG,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,SMA,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan YPI Al-Hidayah Dukupuntang,AI1577,163/102.4/1986,22-07-1987,163/102.4/K.86,06-02-1986,Silakan Upload SK (link file tidak valid) => [779043-300040--],2023-02-15 15,Sertifikat Kedaluwarsa,"1,200",1. Telkomsel Flash,2. Telkom Speedy,PLN,,8344408,yapisa_dkp@yahoo.co.id,http,-6.768175000000,108.418515000000,6,41,30,3,Pagi/6 hari,,2022/2023-2,"1,200",3,0,0,0,0,0,6,1,6,0,0,0,4,2,0,5,1,1,0,0,1,2,1,1,3,3,0,0,3,0,0,0,0,0,SMA 2013 IPS,Telkomsel Flash,1,1,1,
Jawa Barat,Kab. Cirebon,Dukupuntang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4D992902-38F2-4D37-A85C-13D7D906A89F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69949979,SMK AL MUMTAZ CIKALAHANG,69949979,Jl. Talaga Remis Desa Cikalahang,CIKALAHANG,KEC. DUKUPUNTANG,KAB. CIREBON,PROV. JAWA BARAT,SWASTA,SMK,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan Darul Qur'an,AI1584,421.4/Kpts 3570.2/Disdik,14-11-2016,422.1/1709/Dikmen,16-05-2016,Lihat SK Operasional,2020-07-08 14,B,"1,444",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,SMKALMUMTAZ3@GMAIL.COM,,-6.781140900000,108.417905500000,14,35,29,3,Pagi/6 hari,,2022/2023-2,"2,200",3,0,1,0,0,0,16,0,14,0,0,0,2,12,0,14,0,6,3,3,2,0,0,0,6,8,2,1,0,0,0,1,0,0,SMK 2013 REV.  Perbankan Syariah,Telkomsel Flash,1,1,1,0
